Record	GBK	Record_Type	Record_Number	CC	Family
cpsnj02_SemiBin_80.fa_contig_68143_polypolish.region001.gbk_region_1	cpsnj02_SemiBin_80.fa_contig_68143_polypolish.region001	region	1	6530	FAM_01078
sample30_SemiBin_22.fa_contig_37675_polypolish.region001.gbk_region_1	sample30_SemiBin_22.fa_contig_37675_polypolish.region001	region	1	6530	FAM_01078
sample22_SemiBin_8.fa_contig_4075_polypolish.region001.gbk_region_1	sample22_SemiBin_8.fa_contig_4075_polypolish.region001	region	1	6530	FAM_01078
sample21_SemiBin_16.fa_contig_8760_polypolish.region001.gbk_region_1	sample21_SemiBin_16.fa_contig_8760_polypolish.region001	region	1	6530	FAM_01078
sample11_SemiBin_65.fa_contig_15156_polypolish.region001.gbk_region_1	sample11_SemiBin_65.fa_contig_15156_polypolish.region001	region	1	6530	FAM_01078
sample24_SemiBin_1.fa_contig_8240_polypolish.region001.gbk_region_1	sample24_SemiBin_1.fa_contig_8240_polypolish.region001	region	1	6530	FAM_01078
sample4_SemiBin_36.fa_contig_11193_polypolish.region001.gbk_region_1	sample4_SemiBin_36.fa_contig_11193_polypolish.region001	region	1	6530	FAM_01078
sample10_SemiBin_142.fa_contig_14200_polypolish.region001.gbk_region_1	sample10_SemiBin_142.fa_contig_14200_polypolish.region001	region	1	6530	FAM_01078
sample20_SemiBin_19.fa_contig_4922_polypolish.region001.gbk_region_1	sample20_SemiBin_19.fa_contig_4922_polypolish.region001	region	1	6530	FAM_01079
cpsnj20_SemiBin_11.fa_contig_53950_polypolish.region001.gbk_region_1	cpsnj20_SemiBin_11.fa_contig_53950_polypolish.region001	region	1	6530	FAM_01079
snj08_SemiBin_7.fa_contig_12722_polypolish.region002.gbk_region_2	snj08_SemiBin_7.fa_contig_12722_polypolish.region002	region	2	6530	FAM_01079
cpsnj01_SemiBin_19.fa_contig_19119_polypolish.region001.gbk_region_1	cpsnj01_SemiBin_19.fa_contig_19119_polypolish.region001	region	1	6530	FAM_01079
snj20_SemiBin_3.fa_contig_6642_polypolish.region001.gbk_region_1	snj20_SemiBin_3.fa_contig_6642_polypolish.region001	region	1	6530	FAM_01079
snj03_SemiBin_1.fa_contig_14718_polypolish.region001.gbk_region_1	snj03_SemiBin_1.fa_contig_14718_polypolish.region001	region	1	6530	FAM_01079
sample15_SemiBin_176.fa_contig_27876_polypolish.region001.gbk_region_1	sample15_SemiBin_176.fa_contig_27876_polypolish.region001	region	1	6530	FAM_01079
sample13_SemiBin_4.fa_contig_87903_polypolish.region001.gbk_region_1	sample13_SemiBin_4.fa_contig_87903_polypolish.region001	region	1	6530	FAM_01079
cpsnj03_SemiBin_116.fa_contig_9557_polypolish.region002.gbk_region_2	cpsnj03_SemiBin_116.fa_contig_9557_polypolish.region002	region	2	6530	FAM_01079
cpsnj16_SemiBin_97.fa_contig_48766_polypolish.region001.gbk_region_1	cpsnj16_SemiBin_97.fa_contig_48766_polypolish.region001	region	1	6530	FAM_01079
sample7_SemiBin_20.fa_contig_78310_polypolish.region001.gbk_region_1	sample7_SemiBin_20.fa_contig_78310_polypolish.region001	region	1	6530	FAM_01079
cpsnj08_SemiBin_0.fa_contig_11895_polypolish.region001.gbk_region_1	cpsnj08_SemiBin_0.fa_contig_11895_polypolish.region001	region	1	6530	FAM_01079
snj19_SemiBin_111.fa_contig_4782_polypolish.region001.gbk_region_1	snj19_SemiBin_111.fa_contig_4782_polypolish.region001	region	1	6530	FAM_01079
sample25_SemiBin_50.fa_contig_50196_polypolish.region001.gbk_region_1	sample25_SemiBin_50.fa_contig_50196_polypolish.region001	region	1	6530	FAM_01079
cpsnj19_SemiBin_2.fa_contig_34465_polypolish.region001.gbk_region_1	cpsnj19_SemiBin_2.fa_contig_34465_polypolish.region001	region	1	6530	FAM_01079
sample16_SemiBin_18.fa_contig_106980_polypolish.region001.gbk_region_1	sample16_SemiBin_18.fa_contig_106980_polypolish.region001	region	1	6530	FAM_01079
cpsnj11_SemiBin_4.fa_contig_25061_polypolish.region002.gbk_region_2	cpsnj11_SemiBin_4.fa_contig_25061_polypolish.region002	region	2	6530	FAM_01079
sample9_SemiBin_16.fa_contig_6972_polypolish.region001.gbk_region_1	sample9_SemiBin_16.fa_contig_6972_polypolish.region001	region	1	6530	FAM_01079
sample4_SemiBin_124.fa_contig_55230_polypolish.region002.gbk_region_2	sample4_SemiBin_124.fa_contig_55230_polypolish.region002	region	2	6530	FAM_01079
sample5_SemiBin_13.fa_contig_13376_polypolish.region001.gbk_region_1	sample5_SemiBin_13.fa_contig_13376_polypolish.region001	region	1	6530	FAM_01079
sample2_SemiBin_85.fa_contig_59161_polypolish.region001.gbk_region_1	sample2_SemiBin_85.fa_contig_59161_polypolish.region001	region	1	6530	FAM_01079
snj10_SemiBin_88.fa_contig_34387_polypolish.region001.gbk_region_1	snj10_SemiBin_88.fa_contig_34387_polypolish.region001	region	1	6530	FAM_01079
snj04_SemiBin_15.fa_contig_61898_polypolish.region001.gbk_region_1	snj04_SemiBin_15.fa_contig_61898_polypolish.region001	region	1	6530	FAM_01079
cpsnj15_SemiBin_12.fa_contig_10035_polypolish.region001.gbk_region_1	cpsnj15_SemiBin_12.fa_contig_10035_polypolish.region001	region	1	6530	FAM_01079
snj01_SemiBin_84.fa_contig_27053_polypolish.region001.gbk_region_1	snj01_SemiBin_84.fa_contig_27053_polypolish.region001	region	1	6530	FAM_01079
snj11_SemiBin_5.fa_contig_64114_polypolish.region001.gbk_region_1	snj11_SemiBin_5.fa_contig_64114_polypolish.region001	region	1	6530	FAM_01079
cpsnj14_SemiBin_111.fa_contig_50081_polypolish.region001.gbk_region_1	cpsnj14_SemiBin_111.fa_contig_50081_polypolish.region001	region	1	6530	FAM_01079
cpsnj09_SemiBin_35.fa_contig_21839_polypolish.region001.gbk_region_1	cpsnj09_SemiBin_35.fa_contig_21839_polypolish.region001	region	1	6530	FAM_01079
snj15_SemiBin_4.fa_contig_542_polypolish.region001.gbk_region_1	snj15_SemiBin_4.fa_contig_542_polypolish.region001	region	1	6530	FAM_01079
sample26_SemiBin_0.fa_contig_11023_polypolish.region002.gbk_region_2	sample26_SemiBin_0.fa_contig_11023_polypolish.region002	region	2	6530	FAM_01079
sample1_SemiBin_35.fa_contig_28170_polypolish.region001.gbk_region_1	sample1_SemiBin_35.fa_contig_28170_polypolish.region001	region	1	6538	FAM_01080
sample4_SemiBin_7.fa_contig_38300_polypolish.region001.gbk_region_1	sample4_SemiBin_7.fa_contig_38300_polypolish.region001	region	1	6538	FAM_01080
sample3_SemiBin_12.fa_contig_28300_polypolish.region001.gbk_region_1	sample3_SemiBin_12.fa_contig_28300_polypolish.region001	region	1	6538	FAM_01080
sample7_SemiBin_35.fa_contig_32010_polypolish.region001.gbk_region_1	sample7_SemiBin_35.fa_contig_32010_polypolish.region001	region	1	6538	FAM_01080
sample1_SemiBin_87.fa_contig_6721_polypolish.region001.gbk_region_1	sample1_SemiBin_87.fa_contig_6721_polypolish.region001	region	1	6554	FAM_01081
sample25_SemiBin_76.fa_contig_68159_polypolish.region001.gbk_region_1	sample25_SemiBin_76.fa_contig_68159_polypolish.region001	region	1	6554	FAM_01081
sample7_SemiBin_245.fa_contig_100351.region001.gbk_region_1	sample7_SemiBin_245.fa_contig_100351.region001	region	1	6554	FAM_01081
sample14_SemiBin_23.fa_contig_52557_polypolish.region001.gbk_region_1	sample14_SemiBin_23.fa_contig_52557_polypolish.region001	region	1	6554	FAM_01081
sample28_SemiBin_126.fa_contig_21645_polypolish.region001.gbk_region_1	sample28_SemiBin_126.fa_contig_21645_polypolish.region001	region	1	6554	FAM_01081
sample24_SemiBin_142.fa_contig_66582_polypolish.region001.gbk_region_1	sample24_SemiBin_142.fa_contig_66582_polypolish.region001	region	1	6554	FAM_01081
snj11_SemiBin_77.fa_contig_8398_polypolish.region001.gbk_region_1	snj11_SemiBin_77.fa_contig_8398_polypolish.region001	region	1	6570	FAM_01082
cpsnj11_SemiBin_97.fa_contig_2158_polypolish.region001.gbk_region_1	cpsnj11_SemiBin_97.fa_contig_2158_polypolish.region001	region	1	6570	FAM_01082
cpsnj09_SemiBin_11.fa_contig_225_polypolish.region001.gbk_region_1	cpsnj09_SemiBin_11.fa_contig_225_polypolish.region001	region	1	6613	FAM_01083
snj15_SemiBin_7.fa_contig_4715_polypolish.region001.gbk_region_1	snj15_SemiBin_7.fa_contig_4715_polypolish.region001	region	1	6613	FAM_01083
cpsnj16_SemiBin_16.fa_contig_13300_polypolish.region001.gbk_region_1	cpsnj16_SemiBin_16.fa_contig_13300_polypolish.region001	region	1	6613	FAM_01083
cpsnj14_SemiBin_232.fa_contig_42520_polypolish.region001.gbk_region_1	cpsnj14_SemiBin_232.fa_contig_42520_polypolish.region001	region	1	6613	FAM_01083
snj08_SemiBin_108.fa_contig_19294_polypolish.region001.gbk_region_1	snj08_SemiBin_108.fa_contig_19294_polypolish.region001	region	1	6613	FAM_01083
snj10_SemiBin_99.fa_contig_99_polypolish.region001.gbk_region_1	snj10_SemiBin_99.fa_contig_99_polypolish.region001	region	1	6613	FAM_01083
cpsnj03_SemiBin_81.fa_contig_24708_polypolish.region002.gbk_region_2	cpsnj03_SemiBin_81.fa_contig_24708_polypolish.region002	region	2	6613	FAM_01083
cpsnj14_SemiBin_17.fa_contig_8675_polypolish.region001.gbk_region_1	cpsnj14_SemiBin_17.fa_contig_8675_polypolish.region001	region	1	6613	FAM_01083
snj09_SemiBin_22.fa_contig_32840_polypolish.region001.gbk_region_1	snj09_SemiBin_22.fa_contig_32840_polypolish.region001	region	1	6613	FAM_01083
cpsnj10_SemiBin_167.fa_contig_69246_polypolish.region001.gbk_region_1	cpsnj10_SemiBin_167.fa_contig_69246_polypolish.region001	region	1	6613	FAM_01083
snj13_SemiBin_0.fa_contig_2275_polypolish.region001.gbk_region_1	snj13_SemiBin_0.fa_contig_2275_polypolish.region001	region	1	6613	FAM_01083
cpsnj10_SemiBin_14.fa_contig_6116_polypolish.region001.gbk_region_1	cpsnj10_SemiBin_14.fa_contig_6116_polypolish.region001	region	1	6613	FAM_01083
snj11_SemiBin_119.fa_contig_66578_polypolish.region001.gbk_region_1	snj11_SemiBin_119.fa_contig_66578_polypolish.region001	region	1	6613	FAM_01083
cpsnj01_SemiBin_25.fa_contig_8141_polypolish.region001.gbk_region_1	cpsnj01_SemiBin_25.fa_contig_8141_polypolish.region001	region	1	6613	FAM_01083
cpsnj11_SemiBin_99.fa_contig_15370_polypolish.region001.gbk_region_1	cpsnj11_SemiBin_99.fa_contig_15370_polypolish.region001	region	1	6613	FAM_01083
cpsnj15_SemiBin_25.fa_contig_375_polypolish.region001.gbk_region_1	cpsnj15_SemiBin_25.fa_contig_375_polypolish.region001	region	1	6613	FAM_01083
snj14_SemiBin_21.fa_contig_48593_polypolish.region001.gbk_region_1	snj14_SemiBin_21.fa_contig_48593_polypolish.region001	region	1	6613	FAM_01083
snj16_SemiBin_51.fa_contig_5627_polypolish.region001.gbk_region_1	snj16_SemiBin_51.fa_contig_5627_polypolish.region001	region	1	6613	FAM_01083
cpsnj15_SemiBin_37.fa_contig_20407_polypolish.region001.gbk_region_1	cpsnj15_SemiBin_37.fa_contig_20407_polypolish.region001	region	1	6613	FAM_01084
sample21_SemiBin_130.fa_contig_5452_polypolish.region001.gbk_region_1	sample21_SemiBin_130.fa_contig_5452_polypolish.region001	region	1	6613	FAM_01084
cpsnj10_SemiBin_125.fa_contig_5792_polypolish.region001.gbk_region_1	cpsnj10_SemiBin_125.fa_contig_5792_polypolish.region001	region	1	6613	FAM_01084
cpsnj13_SemiBin_86.fa_contig_33278_polypolish.region001.gbk_region_1	cpsnj13_SemiBin_86.fa_contig_33278_polypolish.region001	region	1	6613	FAM_01084
cpsnj16_SemiBin_33.fa_contig_3033_polypolish.region001.gbk_region_1	cpsnj16_SemiBin_33.fa_contig_3033_polypolish.region001	region	1	6613	FAM_01084
sample23_SemiBin_87.fa_contig_4598_polypolish.region001.gbk_region_1	sample23_SemiBin_87.fa_contig_4598_polypolish.region001	region	1	6613	FAM_01084
cpsnj19_SemiBin_198.fa_contig_1905_polypolish.region001.gbk_region_1	cpsnj19_SemiBin_198.fa_contig_1905_polypolish.region001	region	1	6613	FAM_01084
sample17_SemiBin_44.fa_contig_35565_polypolish.region001.gbk_region_1	sample17_SemiBin_44.fa_contig_35565_polypolish.region001	region	1	6613	FAM_01084
snj11_SemiBin_195.fa_contig_57075_polypolish.region001.gbk_region_1	snj11_SemiBin_195.fa_contig_57075_polypolish.region001	region	1	6613	FAM_01084
cpsnj14_SemiBin_168.fa_contig_5547_polypolish.region001.gbk_region_1	cpsnj14_SemiBin_168.fa_contig_5547_polypolish.region001	region	1	6613	FAM_01084
cpsnj09_SemiBin_626.fa_contig_31713_polypolish.region001.gbk_region_1	cpsnj09_SemiBin_626.fa_contig_31713_polypolish.region001	region	1	6613	FAM_01084
snj19_SemiBin_36.fa_contig_17327_polypolish.region001.gbk_region_1	snj19_SemiBin_36.fa_contig_17327_polypolish.region001	region	1	6613	FAM_01084
snj08_SemiBin_166.fa_contig_21832_polypolish.region001.gbk_region_1	snj08_SemiBin_166.fa_contig_21832_polypolish.region001	region	1	6613	FAM_01084
sample15_SemiBin_20.fa_contig_18584.region001.gbk_region_1	sample15_SemiBin_20.fa_contig_18584.region001	region	1	6613	FAM_01084
sample18_SemiBin_163.fa_contig_86033_polypolish.region001.gbk_region_1	sample18_SemiBin_163.fa_contig_86033_polypolish.region001	region	1	6613	FAM_01085
sample23_SemiBin_159.fa_contig_36838_polypolish.region001.gbk_region_1	sample23_SemiBin_159.fa_contig_36838_polypolish.region001	region	1	6613	FAM_01085
sample29_SemiBin_142.fa_contig_38621_polypolish.region002.gbk_region_2	sample29_SemiBin_142.fa_contig_38621_polypolish.region002	region	2	6613	FAM_01085
snj11_SemiBin_94.fa_contig_55339_polypolish.region001.gbk_region_1	snj11_SemiBin_94.fa_contig_55339_polypolish.region001	region	1	6613	FAM_01085
sample19_SemiBin_77.fa_contig_3479_polypolish.region001.gbk_region_1	sample19_SemiBin_77.fa_contig_3479_polypolish.region001	region	1	6613	FAM_01085
snj13_SemiBin_138.fa_contig_53330_polypolish.region001.gbk_region_1	snj13_SemiBin_138.fa_contig_53330_polypolish.region001	region	1	6613	FAM_01085
sample3_SemiBin_7.fa_contig_31828_polypolish.region001.gbk_region_1	sample3_SemiBin_7.fa_contig_31828_polypolish.region001	region	1	6613	FAM_01086
sample16_SemiBin_17.fa_contig_47597_polypolish.region001.gbk_region_1	sample16_SemiBin_17.fa_contig_47597_polypolish.region001	region	1	6613	FAM_01086
sample29_SemiBin_46.fa_contig_11972_polypolish.region001.gbk_region_1	sample29_SemiBin_46.fa_contig_11972_polypolish.region001	region	1	6613	FAM_01086
sample6_SemiBin_20.fa_contig_100349_polypolish.region001.gbk_region_1	sample6_SemiBin_20.fa_contig_100349_polypolish.region001	region	1	6613	FAM_01086
sample22_SemiBin_15.fa_contig_2747_polypolish.region001.gbk_region_1	sample22_SemiBin_15.fa_contig_2747_polypolish.region001	region	1	6613	FAM_01086
cpsnj03_SemiBin_56.fa_contig_57275_polypolish.region001.gbk_region_1	cpsnj03_SemiBin_56.fa_contig_57275_polypolish.region001	region	1	6613	FAM_01086
sample21_SemiBin_10.fa_contig_12774_polypolish.region001.gbk_region_1	sample21_SemiBin_10.fa_contig_12774_polypolish.region001	region	1	6613	FAM_01086
cpsnj19_SemiBin_60.fa_contig_29044_polypolish.region001.gbk_region_1	cpsnj19_SemiBin_60.fa_contig_29044_polypolish.region001	region	1	6613	FAM_01086
sample17_SemiBin_26.fa_contig_25249.region001.gbk_region_1	sample17_SemiBin_26.fa_contig_25249.region001	region	1	6613	FAM_01086
sample4_SemiBin_11.fa_contig_13760_polypolish.region001.gbk_region_1	sample4_SemiBin_11.fa_contig_13760_polypolish.region001	region	1	6613	FAM_01086
sample8_SemiBin_21.fa_contig_18866_polypolish.region001.gbk_region_1	sample8_SemiBin_21.fa_contig_18866_polypolish.region001	region	1	6613	FAM_01086
cpsnj20_SemiBin_76.fa_contig_55016_polypolish.region002.gbk_region_2	cpsnj20_SemiBin_76.fa_contig_55016_polypolish.region002	region	2	6613	FAM_01087
cpsnj08_SemiBin_74.fa_contig_63028_polypolish.region001.gbk_region_1	cpsnj08_SemiBin_74.fa_contig_63028_polypolish.region001	region	1	6613	FAM_01087
sample15_SemiBin_107.fa_contig_74668_polypolish.region001.gbk_region_1	sample15_SemiBin_107.fa_contig_74668_polypolish.region001	region	1	6613	FAM_01087
snj11_SemiBin_185.fa_contig_77447_polypolish.region002.gbk_region_2	snj11_SemiBin_185.fa_contig_77447_polypolish.region002	region	2	6613	FAM_01087
snj15_SemiBin_141.fa_contig_27402_polypolish.region001.gbk_region_1	snj15_SemiBin_141.fa_contig_27402_polypolish.region001	region	1	6613	FAM_01087
snj03_SemiBin_170.fa_contig_44877_polypolish.region001.gbk_region_1	snj03_SemiBin_170.fa_contig_44877_polypolish.region001	region	1	6613	FAM_01087
sample18_SemiBin_140.fa_contig_2110_polypolish.region001.gbk_region_1	sample18_SemiBin_140.fa_contig_2110_polypolish.region001	region	1	6613	FAM_01087
cpsnj10_SemiBin_139.fa_contig_13206_polypolish.region002.gbk_region_2	cpsnj10_SemiBin_139.fa_contig_13206_polypolish.region002	region	2	6613	FAM_01087
sample30_SemiBin_19.fa_contig_111289_polypolish.region001.gbk_region_1	sample30_SemiBin_19.fa_contig_111289_polypolish.region001	region	1	6613	FAM_01087
snj20_SemiBin_19.fa_contig_8325_polypolish.region001.gbk_region_1	snj20_SemiBin_19.fa_contig_8325_polypolish.region001	region	1	6613	FAM_01088
sample1_SemiBin_251.fa_contig_20791_polypolish.region001.gbk_region_1	sample1_SemiBin_251.fa_contig_20791_polypolish.region001	region	1	6613	FAM_01088
sample25_SemiBin_148.fa_contig_4393_polypolish.region001.gbk_region_1	sample25_SemiBin_148.fa_contig_4393_polypolish.region001	region	1	6613	FAM_01088
sample3_SemiBin_30.fa_contig_982_polypolish.region001.gbk_region_1	sample3_SemiBin_30.fa_contig_982_polypolish.region001	region	1	6613	FAM_01088
sample4_SemiBin_150.fa_contig_20700_polypolish.region001.gbk_region_1	sample4_SemiBin_150.fa_contig_20700_polypolish.region001	region	1	6613	FAM_01088
sample13_SemiBin_44.fa_contig_79787_polypolish.region001.gbk_region_1	sample13_SemiBin_44.fa_contig_79787_polypolish.region001	region	1	6613	FAM_01088
sample26_SemiBin_109.fa_contig_21789_polypolish.region001.gbk_region_1	sample26_SemiBin_109.fa_contig_21789_polypolish.region001	region	1	6613	FAM_01088
sample30_SemiBin_19.fa_contig_49540_polypolish.region001.gbk_region_1	sample30_SemiBin_19.fa_contig_49540_polypolish.region001	region	1	6613	FAM_01089
sample25_SemiBin_103.fa_contig_115201_polypolish.region001.gbk_region_1	sample25_SemiBin_103.fa_contig_115201_polypolish.region001	region	1	6613	FAM_01089
snj03_SemiBin_116.fa_contig_22545_polypolish.region001.gbk_region_1	snj03_SemiBin_116.fa_contig_22545_polypolish.region001	region	1	6613	FAM_01089
sample7_SemiBin_44.fa_contig_99799.region001.gbk_region_1	sample7_SemiBin_44.fa_contig_99799.region001	region	1	6613	FAM_01089
cpsnj09_SemiBin_96.fa_contig_23282_polypolish.region002.gbk_region_2	cpsnj09_SemiBin_96.fa_contig_23282_polypolish.region002	region	2	6613	FAM_01090
snj09_SemiBin_54.fa_contig_5196_polypolish.region001.gbk_region_1	snj09_SemiBin_54.fa_contig_5196_polypolish.region001	region	1	6613	FAM_01090
cpsnj10_SemiBin_22.fa_contig_4667_polypolish.region002.gbk_region_2	cpsnj10_SemiBin_22.fa_contig_4667_polypolish.region002	region	2	6613	FAM_01090
cpsnj10_SemiBin_87.fa_contig_10869_polypolish.region001.gbk_region_1	cpsnj10_SemiBin_87.fa_contig_10869_polypolish.region001	region	1	6613	FAM_01090
sample21_SemiBin_157.fa_contig_2155_polypolish.region001.gbk_region_1	sample21_SemiBin_157.fa_contig_2155_polypolish.region001	region	1	6613	FAM_01090
sample16_SemiBin_129.fa_contig_15455_polypolish.region001.gbk_region_1	sample16_SemiBin_129.fa_contig_15455_polypolish.region001	region	1	6613	FAM_01091
snj16_SemiBin_145.fa_contig_5938_polypolish.region001.gbk_region_1	snj16_SemiBin_145.fa_contig_5938_polypolish.region001	region	1	6613	FAM_01091
sample20_SemiBin_357.fa_contig_24641_polypolish.region001.gbk_region_1	sample20_SemiBin_357.fa_contig_24641_polypolish.region001	region	1	6613	FAM_01091
cpsnj19_SemiBin_67.fa_contig_4426_polypolish.region001.gbk_region_1	cpsnj19_SemiBin_67.fa_contig_4426_polypolish.region001	region	1	6613	FAM_01091
sample5_SemiBin_65.fa_contig_50511_polypolish.region001.gbk_region_1	sample5_SemiBin_65.fa_contig_50511_polypolish.region001	region	1	6613	FAM_01091
sample6_SemiBin_105.fa_contig_5767_polypolish.region001.gbk_region_1	sample6_SemiBin_105.fa_contig_5767_polypolish.region001	region	1	6613	FAM_01091
snj03_SemiBin_117.fa_contig_8397_polypolish.region002.gbk_region_2	snj03_SemiBin_117.fa_contig_8397_polypolish.region002	region	2	6613	FAM_01091
sample18_SemiBin_43.fa_contig_32968_polypolish.region002.gbk_region_2	sample18_SemiBin_43.fa_contig_32968_polypolish.region002	region	2	6617	FAM_01092
sample13_SemiBin_52.fa_contig_46642_polypolish.region001.gbk_region_1	sample13_SemiBin_52.fa_contig_46642_polypolish.region001	region	1	6617	FAM_01092
snj08_SemiBin_195.fa_contig_48653_polypolish.region001.gbk_region_1	snj08_SemiBin_195.fa_contig_48653_polypolish.region001	region	1	6621	FAM_01093
sample13_SemiBin_68.fa_contig_418_polypolish.region001.gbk_region_1	sample13_SemiBin_68.fa_contig_418_polypolish.region001	region	1	6621	FAM_01093
sample22_SemiBin_101.fa_contig_7414_polypolish.region001.gbk_region_1	sample22_SemiBin_101.fa_contig_7414_polypolish.region001	region	1	6621	FAM_01093
cpsnj13_SemiBin_1.fa_contig_9677_polypolish.region001.gbk_region_1	cpsnj13_SemiBin_1.fa_contig_9677_polypolish.region001	region	1	6621	FAM_01093
sample23_SemiBin_11.fa_contig_9895_polypolish.region001.gbk_region_1	sample23_SemiBin_11.fa_contig_9895_polypolish.region001	region	1	6621	FAM_01093
sample25_SemiBin_12.fa_contig_6703_polypolish.region001.gbk_region_1	sample25_SemiBin_12.fa_contig_6703_polypolish.region001	region	1	6621	FAM_01093
cpsnj09_SemiBin_2.fa_contig_31353_polypolish.region001.gbk_region_1	cpsnj09_SemiBin_2.fa_contig_31353_polypolish.region001	region	1	6621	FAM_01093
sample7_SemiBin_57.fa_contig_7267_polypolish.region001.gbk_region_1	sample7_SemiBin_57.fa_contig_7267_polypolish.region001	region	1	6670	FAM_01094
sample23_SemiBin_35.fa_contig_4835_polypolish.region001.gbk_region_1	sample23_SemiBin_35.fa_contig_4835_polypolish.region001	region	1	6670	FAM_01094
sample25_SemiBin_112.fa_contig_29326_polypolish.region001.gbk_region_1	sample25_SemiBin_112.fa_contig_29326_polypolish.region001	region	1	6670	FAM_01094
sample16_SemiBin_258.fa_contig_35491_polypolish.region001.gbk_region_1	sample16_SemiBin_258.fa_contig_35491_polypolish.region001	region	1	6670	FAM_01094
sample21_SemiBin_318.fa_contig_6874_polypolish.region001.gbk_region_1	sample21_SemiBin_318.fa_contig_6874_polypolish.region001	region	1	6670	FAM_01094
sample22_SemiBin_55.fa_contig_4655_polypolish.region001.gbk_region_1	sample22_SemiBin_55.fa_contig_4655_polypolish.region001	region	1	6670	FAM_01094
sample1_SemiBin_74.fa_contig_41497_polypolish.region001.gbk_region_1	sample1_SemiBin_74.fa_contig_41497_polypolish.region001	region	1	6670	FAM_01094
sample18_SemiBin_116.fa_contig_9521_polypolish.region001.gbk_region_1	sample18_SemiBin_116.fa_contig_9521_polypolish.region001	region	1	6670	FAM_01095
sample4_SemiBin_45.fa_contig_23482_polypolish.region001.gbk_region_1	sample4_SemiBin_45.fa_contig_23482_polypolish.region001	region	1	6670	FAM_01095
sample2_SemiBin_59.fa_contig_57682_polypolish.region001.gbk_region_1	sample2_SemiBin_59.fa_contig_57682_polypolish.region001	region	1	6670	FAM_01095
snj13_SemiBin_95.fa_contig_11164_polypolish.region002.gbk_region_2	snj13_SemiBin_95.fa_contig_11164_polypolish.region002	region	2	6678	FAM_01096
snj16_SemiBin_24.fa_contig_577_polypolish.region001.gbk_region_1	snj16_SemiBin_24.fa_contig_577_polypolish.region001	region	1	6678	FAM_01096
snj08_SemiBin_14.fa_contig_7561_polypolish.region001.gbk_region_1	snj08_SemiBin_14.fa_contig_7561_polypolish.region001	region	1	6678	FAM_01096
snj20_SemiBin_24.fa_contig_24415_polypolish.region001.gbk_region_1	snj20_SemiBin_24.fa_contig_24415_polypolish.region001	region	1	6678	FAM_01096
cpsnj14_SemiBin_107.fa_contig_3861_polypolish.region001.gbk_region_1	cpsnj14_SemiBin_107.fa_contig_3861_polypolish.region001	region	1	6714	FAM_01097
sample17_SemiBin_79.fa_contig_22787_polypolish.region001.gbk_region_1	sample17_SemiBin_79.fa_contig_22787_polypolish.region001	region	1	6714	FAM_01097
sample22_SemiBin_62.fa_contig_50364_polypolish.region001.gbk_region_1	sample22_SemiBin_62.fa_contig_50364_polypolish.region001	region	1	6714	FAM_01097
cpsnj10_SemiBin_79.fa_contig_24133_polypolish.region001.gbk_region_1	cpsnj10_SemiBin_79.fa_contig_24133_polypolish.region001	region	1	6714	FAM_01097
sample16_SemiBin_88.fa_contig_109407_polypolish.region001.gbk_region_1	sample16_SemiBin_88.fa_contig_109407_polypolish.region001	region	1	6714	FAM_01097
sample7_SemiBin_72.fa_contig_27468_polypolish.region001.gbk_region_1	sample7_SemiBin_72.fa_contig_27468_polypolish.region001	region	1	6714	FAM_01097
snj04_SemiBin_36.fa_contig_4585_polypolish.region001.gbk_region_1	snj04_SemiBin_36.fa_contig_4585_polypolish.region001	region	1	6714	FAM_01097
sample6_SemiBin_6.fa_contig_10163_polypolish.region001.gbk_region_1	sample6_SemiBin_6.fa_contig_10163_polypolish.region001	region	1	6714	FAM_01097
cpsnj13_SemiBin_40.fa_contig_10502_polypolish.region001.gbk_region_1	cpsnj13_SemiBin_40.fa_contig_10502_polypolish.region001	region	1	6714	FAM_01097
sample15_SemiBin_201.fa_contig_31015.region001.gbk_region_1	sample15_SemiBin_201.fa_contig_31015.region001	region	1	6714	FAM_01097
sample13_SemiBin_2.fa_contig_7915_polypolish.region001.gbk_region_1	sample13_SemiBin_2.fa_contig_7915_polypolish.region001	region	1	6714	FAM_01097
cpsnj03_SemiBin_1483.fa_contig_30407_polypolish.region001.gbk_region_1	cpsnj03_SemiBin_1483.fa_contig_30407_polypolish.region001	region	1	6714	FAM_01097
sample18_SemiBin_78.fa_contig_19455_polypolish.region001.gbk_region_1	sample18_SemiBin_78.fa_contig_19455_polypolish.region001	region	1	6714	FAM_01097
sample25_SemiBin_5.fa_contig_13301_polypolish.region001.gbk_region_1	sample25_SemiBin_5.fa_contig_13301_polypolish.region001	region	1	6714	FAM_01097
sample21_SemiBin_81.fa_contig_4291_polypolish.region001.gbk_region_1	sample21_SemiBin_81.fa_contig_4291_polypolish.region001	region	1	6714	FAM_01097
snj02_SemiBin_17.fa_contig_14042_polypolish.region001.gbk_region_1	snj02_SemiBin_17.fa_contig_14042_polypolish.region001	region	1	6730	FAM_01098
cpsnj02_SemiBin_64.fa_contig_76378_polypolish.region001.gbk_region_1	cpsnj02_SemiBin_64.fa_contig_76378_polypolish.region001	region	1	6730	FAM_01098
sample11_SemiBin_164.fa_contig_6577_polypolish.region001.gbk_region_1	sample11_SemiBin_164.fa_contig_6577_polypolish.region001	region	1	6734	FAM_01099
