sample,chao1,simpson,shannon,Site,Ecosystem
SRR25158284,4336.2492395181725,0.971356876486542,7.327567196849012,SMAG,Agricultural Land
SRR25158234,5820.805146189536,0.9713709252941176,7.468136069832728,SMAG,Agricultural Land
SRR25158488,4806.101524109104,0.9713591807199224,7.376627323733007,SMAG,Forest
SRR25158406,4642.646481293607,0.971365683943512,7.356833145563473,SMAG,Forest
SRR25158272,3026.1756686035687,0.9713514118506602,7.075431733034768,SMAG,Agricultural Land
SRR25158318,3685.227097132905,0.9713455023310736,7.260724887957243,SMAG,Agricultural Land
SRR25158525,4837.4405419928535,0.9713754792864748,7.460534801721719,SMAG,Forest
SRR25158537,3785.777901376695,0.9713234715756914,7.295816419924181,SMAG,Forest
SRR25158175,3620.562134174784,0.9713513727514403,7.251842223797444,SMAG,Agricultural Land
SRR25158521,4227.669293906819,0.97137153848797,7.296753446903716,SMAG,Agricultural Land
SRR25158298,842.5388860470595,0.9711442122403784,5.944511944089967,SMAG,Forest
SRR25158321,4269.744052843846,0.9713540918721004,7.385026362951696,SMAG,Agricultural Land
SRR25158324,3961.5833742666855,0.9713791821193192,7.260025021027581,SMAG,Agricultural Land
SRR25158456,3855.49956110162,0.9713816856092228,7.368752796300337,SMAG,Wetland
SRR25158483,4644.12930020445,0.971375320241675,7.381748747480432,SMAG,Agricultural Land
SRR25158414,4938.8037609305775,0.9713864395088192,7.429780565068099,SMAG,Agricultural Land
SRR25158240,3990.803024777853,0.9713701735009288,7.226282919234432,SMAG,Forest
SRR25158427,4481.960250296901,0.971363053981126,7.304448019885437,SMAG,Wetland
SRR25158496,5113.332533878939,0.9713837962022632,7.484698181617154,SMAG,Agricultural Land
SRR25158457,3952.540522702616,0.9713275922930245,7.271997823169299,SMAG,Grassland
SRR25158535,3455.844418497073,0.9713768254781734,7.176542539262657,SMAG,Wetland
SRR25158391,4096.143169257459,0.9713584559646022,7.284070378088693,SMAG,Agricultural Land
SRR25158460,4408.068610017417,0.9713725558874058,7.351195276804674,SMAG,Grassland
SRR25158442,4137.095586250001,0.9713234649006292,7.3096222111052,SMAG,Agricultural Land
SRR25158385,2394.7829432948065,0.9713484742235496,6.866215176366491,SMAG,Grassland
SRR25158259,3934.593982694683,0.9713198409232052,7.272172014502042,SMAG,Agricultural Land
SRR25158238,5969.147137490518,0.971355591123672,7.496533163914333,SMAG,Agricultural Land
SRR25158509,3212.7219807386505,0.971365437806986,7.054531009239834,SMAG,Forest
SRR25158527,4567.184331976215,0.9713639386784192,7.375865095523178,SMAG,Wetland
SRR25158309,2015.8765834590952,0.9712726811847112,6.36808744680287,SMAG,Wetland
SRR25158231,3834.538240811135,0.9712718293907104,7.211925656050175,SMAG,Agricultural Land
SRR25158443,4637.930919666782,0.9713688498649178,7.431949166162747,SMAG,Agricultural Land
SRR25158326,4810.992507218662,0.971347626230154,7.440285466113154,SMAG,Agricultural Land
SRR25158431,3614.8983673163625,0.9713492198345068,7.169896630486287,SMAG,Agricultural Land
SRR25158373,4201.306963437434,0.9713812724030628,7.222324379840477,SMAG,Agricultural Land
SRR25158197,2760.37815042071,0.9713866650537656,7.016734814253417,SMAG,Agricultural Land
SRR25158461,3271.984807221153,0.9713031283698011,7.096430360431437,SMAG,Forest
SRR25158181,3709.2443663125473,0.9713781665917628,6.974116446087194,SMAG,Agricultural Land
SRR25158441,2158.243247590433,0.9712924718011192,6.598479679322558,SMAG,Wetland
SRR25158440,4484.670265994392,0.9713685404593962,7.377084001471901,SMAG,Forest
SRR25158232,5609.194973656977,0.9712686400878904,7.450545696419177,SMAG,Agricultural Land
SRR25158433,3847.643347569252,0.9713650194990912,7.288884010577875,SMAG,Wetland
SRR25158241,2926.5315556467126,0.971375646158187,6.819975942053841,SMAG,Agricultural Land
SRR25158217,2593.314553385675,0.9713592963036916,6.791921184536489,SMAG,Agricultural Land
10_350,4292.338707157836,0.9713680274216911,7.294696857473935,Shanghai,Urban
CPSNJ20_350,4488.934755224407,0.971372392966016,7.543204158622806,Nanjing,Urban
SNJ13_350,5498.521932308692,0.9713217644606192,7.634120684858822,Nanjing,Urban
25_350,5320.83016986808,0.9713850663115,7.554666433943241,Shanghai,Urban
CPSNJ14_350,4641.062832822506,0.9712959029272756,7.571934404198641,Nanjing,Urban
19_350,4799.050559706184,0.971376919803458,7.528927606226136,Shanghai,Urban
28_350,6036.047496265848,0.9713817253118536,7.6754070044633185,Shanghai,Urban
4_350,4175.652160350458,0.9713109330412002,7.4184501581278095,Shanghai,Urban
SNJ08_350,5151.663447320782,0.9713605222868446,7.608009143248637,Nanjing,Urban
15_350,5605.248342285215,0.9713689023226564,7.5218595909577,Shanghai,Urban
1_350,4159.337501183751,0.9713486958408272,7.43164865756085,Shanghai,Urban
14_350,6367.125359956131,0.9713750121516368,7.687505519121187,Shanghai,Urban
CPSNJ09_350,3372.492190346519,0.9713010877808328,7.242590652811198,Nanjing,Urban
CPSNJ08_350,6044.157190286481,0.9713765630908462,7.731424399559183,Nanjing,Urban
CPSNJ02_350,5222.964707935595,0.9713877203581142,7.683358056642445,Nanjing,Urban
22_350,5251.406506986464,0.9713782538712212,7.5329965229128675,Shanghai,Urban
CPSNJ19_350,4010.306503858881,0.9713572092342968,7.428859197763933,Nanjing,Urban
11_350,5836.517575932287,0.9713794129077472,7.690380848091097,Shanghai,Urban
CPSNJ15_350,5241.989509356622,0.9713455763044206,7.736034783449315,Nanjing,Urban
5_350,4050.778022347628,0.9713572631913858,7.332830428173479,Shanghai,Urban
CPSNJ13_350,3804.848108083377,0.9712917974553148,7.389671939561952,Nanjing,Urban
3_350,4114.3119854189,0.971327394860305,7.402735037144266,Shanghai,Urban
CPSNJ16_350,3901.63138916391,0.9713440012117512,7.389801927240083,Nanjing,Urban
7_350,4350.416086180094,0.9713728050959534,7.371778136324118,Shanghai,Urban
CPSNJ01_350,4600.7029167081055,0.9713751915258596,7.58892147896656,Nanjing,Urban
SNJ16_350,6485.587836681586,0.9713392987272184,7.830050096097348,Nanjing,Urban
CPSNJ03_350,4041.845217039373,0.9713396690838768,7.423456247541542,Nanjing,Urban
29_350,5220.315369163969,0.9713717251492856,7.6283791676657104,Shanghai,Urban
6_350,6186.684993403818,0.971372378942675,7.709522971609276,Shanghai,Urban
CPSNJ11_350,3741.898495036427,0.9713387206328632,7.363220002091192,Nanjing,Urban
SNJ19_350,4903.631453728155,0.9713626595443656,7.52402502603627,Nanjing,Urban
CPSNJ10_350,4917.641903623314,0.971331384701834,7.588526327817535,Nanjing,Urban
23_350,5302.392341819375,0.971364033620188,7.637272701249042,Shanghai,Urban
SNJ14_350,5226.291587827412,0.9713361613300124,7.601370249756433,Nanjing,Urban
SNJ15_350,5542.072088525281,0.9713290873682948,7.693118185007823,Nanjing,Urban
13_350,4270.553051324592,0.9713844411536752,7.384293603943328,Shanghai,Urban
SNJ02_350,6030.284842806867,0.9713776282388324,7.690641614225224,Nanjing,Urban
24_350,6623.838105938176,0.9712790956584224,7.836274541422074,Shanghai,Urban
SNJ20_350,6782.3736534230375,0.9713704583445892,7.870127521851487,Nanjing,Urban
SNJ01_350,6253.765371923892,0.9713680216498944,7.7928932792792125,Nanjing,Urban
21_350,6013.29411441134,0.9713803599088782,7.656187539370027,Shanghai,Urban
12_350,4551.470976796919,0.971369594625438,7.577652149493968,Shanghai,Urban
27_350,6463.779035495657,0.9713706710115868,7.777575375010348,Shanghai,Urban
20_350,5148.823371024249,0.9712395356085696,7.564416468448493,Shanghai,Urban
30_350,4734.137608840349,0.9713798752951684,7.656584899631605,Shanghai,Urban
SNJ10_350,5740.148712714829,0.9713275791242884,7.689695304339292,Nanjing,Urban
SNJ09_350,4899.927311117212,0.9713382128753112,7.490017833148431,Nanjing,Urban
8_350,4806.844858397924,0.9713482718028468,7.445776575068903,Shanghai,Urban
9_350,5558.090645390509,0.9713834303670804,7.6405998410698786,Shanghai,Urban
SNJ04_350,5889.713598613303,0.9713657362331488,7.786089190863528,Nanjing,Urban
18_350,4559.069974417414,0.97136454688296,7.330862613412695,Shanghai,Urban
SNJ03_350,5662.624529780663,0.9713649615638932,7.642769691112946,Nanjing,Urban
2_350,4511.624712882374,0.9713130975303969,7.468406823222912,Shanghai,Urban
CPSNJ04_350,4945.559837707969,0.9713542716368054,7.6184592624663745,Nanjing,Urban
16_350,5454.434668247824,0.9713518125632592,7.501987640511359,Shanghai,Urban
SNJ11_350,5015.684396007032,0.9713443369271264,7.546212507268937,Nanjing,Urban
26_350,5382.866486011247,0.9713781193121004,7.58151825804092,Shanghai,Urban
17_350,5476.257575735388,0.9713838689777202,7.467957764250261,Shanghai,Urban
D010_350,1046.628579214223,0.9711682513934164,3.3949068169002348,Dog,Canine Gut
D038_350,1204.2325803220187,0.9711975593257602,4.078645054066307,Dog,Canine Gut
D039_350,1038.4006351999044,0.9711898687501168,3.2311870549297987,Dog,Canine Gut
D021_350,1195.060318650751,0.9711367975481864,3.608527432108505,Dog,Canine Gut
D047_350,970.2512085868188,0.971061578609852,2.4367109052211706,Dog,Canine Gut
D019_350,1102.3771465026357,0.9711370985770584,3.4889471319144394,Dog,Canine Gut
D001_350,1567.5871261450511,0.9711568741959892,3.287633190101922,Dog,Canine Gut
D023_350,1422.9275855498047,0.9711714793735606,3.360703815400752,Dog,Canine Gut
D015_350,1099.5458090711911,0.9710644292858778,3.6797435377513463,Dog,Canine Gut
D007_350,1785.626878660267,0.9711256120576038,3.08086862632369,Dog,Canine Gut
D029_350,1480.332178135801,0.9709857190867852,3.890173413637035,Dog,Canine Gut
D012_350,1116.3065490333906,0.9711430801130388,3.3176781310826406,Dog,Canine Gut
D026_350,1192.8502533845904,0.9710157782738096,3.773437905011794,Dog,Canine Gut
D042_350,1168.2390842359537,0.9711054392316304,2.6267364461549625,Dog,Canine Gut
D016_350,1215.0977444709515,0.9712089427800866,3.3552086624137902,Dog,Canine Gut
D014_350,755.817425319477,0.9709863280941472,2.3928615359680414,Dog,Canine Gut
D008_350,1990.7616573413825,0.9710738703588316,3.1532234176710383,Dog,Canine Gut
D049_350,941.223802632874,0.9710929911993604,3.119180529170931,Dog,Canine Gut
D024_350,341.34558349993165,0.970665172415885,0.5390892903513251,Dog,Canine Gut
D022_350,1448.8024144149144,0.9710705037024698,3.08373388672171,Dog,Canine Gut
D004_350,2485.8690926392323,0.9712207819600756,3.8428718557269423,Dog,Canine Gut
D033_350,1015.2136396059988,0.9709383344005684,2.394293797991781,Dog,Canine Gut
D045_350,977.7145802220376,0.9710611955160676,2.67018729913926,Dog,Canine Gut
D011_350,1025.3021039027592,0.971205083664253,3.2027626599867998,Dog,Canine Gut
D000_350,1751.5421422822008,0.9711136033870016,3.1483185785108785,Dog,Canine Gut
D050_350,1375.7192685164273,0.9706376915833456,2.596048848596012,Dog,Canine Gut
D046_350,1101.1350610343236,0.9710863128864144,2.7303775638029437,Dog,Canine Gut
D020_350,1054.368485869544,0.971156849730018,3.3338787647676327,Dog,Canine Gut
D035_350,1186.7669684534856,0.97100288404599,3.2804719933940887,Dog,Canine Gut
D041_350,1425.288447338752,0.9711345894950216,3.130144714929024,Dog,Canine Gut
D025_350,1725.4398456806412,0.971023882007084,3.0781007506155067,Dog,Canine Gut
D017_350,831.3805970940211,0.9710882005308694,2.265874399403031,Dog,Canine Gut
D031_350,1202.1078109758346,0.971012392535984,3.131318307502367,Dog,Canine Gut
D028_350,831.4300958939857,0.9712108419044788,3.025921152211232,Dog,Canine Gut
D003_350,2646.259106953413,0.971223602944395,3.784932763476556,Dog,Canine Gut
D006_350,1485.84090117608,0.9710397438903084,3.3010501801380703,Dog,Canine Gut
D005_350,2624.6647758428903,0.9711655912493103,3.736200756284508,Dog,Canine Gut
D027_350,1552.3511652262168,0.971083662381566,3.8025397196340553,Dog,Canine Gut
D018_350,1394.1235130763137,0.9710096810316756,2.9612151725244944,Dog,Canine Gut
D002_350,921.7562851566056,0.9712405187462811,2.0933699497667013,Dog,Canine Gut
D052_350,748.8204493797273,0.9710936997974792,1.9903959190922813,Dog,Canine Gut
D034_350,1110.747060515858,0.971170686579792,3.3131633103573312,Dog,Canine Gut
D040_350,1192.2528699200204,0.971156639769219,3.353803686723761,Dog,Canine Gut
D051_350,1218.4421507299278,0.9710262052719856,2.9620125840827174,Dog,Canine Gut
D030_350,1536.8757015048443,0.9710873604771252,3.533243836378975,Dog,Canine Gut
D013_350,1116.7131230947898,0.9711006825241004,2.9188537894063384,Dog,Canine Gut
D043_350,1815.9132624908727,0.9712158772743368,3.149683241005596,Dog,Canine Gut
D044_350,1419.7134747558696,0.971201566989894,3.251397101789235,Dog,Canine Gut
D032_350,753.2969152405165,0.9711047380641684,2.6119351709312104,Dog,Canine Gut
D036_350,1097.0765593509077,0.9711462514463314,3.5100750852683005,Dog,Canine Gut
D037_350,1068.7431135397817,0.9704852528111814,2.535095920831969,Dog,Canine Gut
D048_350,1093.8879063757076,0.970964275418666,2.7040447840303714,Dog,Canine Gut
