Mag ID,Completeness,Contamination,GUNC Quality,MIMAG,Drep_95,Sample,Nr contigs,Quality,N50,L50
cpsnj10_SemiBin_18,91.6,1.27,High quality,F,F,cpsnj10,18,High quality,193064,5
cpsnj10_SemiBin_191,68.26,0.59,Medium quality,F,F,cpsnj10,6,Medium quality,853186,2
cpsnj10_SemiBin_19,88.63,0.78,Medium quality,F,F,cpsnj10,3,Medium quality,2186283,1
cpsnj10_SemiBin_1,98.23,8.18,Medium quality,F,F,cpsnj10,20,Medium quality,808661,4
cpsnj10_SemiBin_208,53.87,0.19,Medium quality,F,F,cpsnj10,14,Medium quality,185892,5
cpsnj10_SemiBin_209,73.75,6.86,Medium quality,F,T,cpsnj10,14,Medium quality,359243,5
cpsnj10_SemiBin_210,56.12,1.95,Medium quality,F,F,cpsnj10,12,Medium quality,323865,3
cpsnj10_SemiBin_217,59.14,0.06,Medium quality,F,T,cpsnj10,20,Medium quality,139609,7
cpsnj10_SemiBin_219,57.91,0.56,Medium quality,F,F,cpsnj10,29,Medium quality,157514,10
cpsnj10_SemiBin_21,92.89,1.11,High quality,T,T,cpsnj10,11,HQ-MIMAG,703477,3
cpsnj10_SemiBin_224,54.92,1.51,Medium quality,F,T,cpsnj10,46,Medium quality,173473,11
cpsnj10_SemiBin_22,95.19,1.9,High quality,T,T,cpsnj10,7,HQ-MIMAG,2041396,2
cpsnj10_SemiBin_238,54.03,8.17,Medium quality,F,T,cpsnj10,51,Medium quality,163958,7
cpsnj10_SemiBin_23,97.88,0.77,High quality,T,T,cpsnj10,6,HQ-MIMAG,1172371,2
cpsnj10_SemiBin_244,53,0.93,Medium quality,F,T,cpsnj10,31,Medium quality,245989,10
cpsnj10_SemiBin_247,63.22,3.64,Medium quality,F,F,cpsnj10,10,Medium quality,425997,3
cpsnj10_SemiBin_24,79.74,1.3,Medium quality,F,F,cpsnj10,14,Medium quality,262817,4
cpsnj10_SemiBin_25,89.66,1.36,Medium quality,F,F,cpsnj10,13,Medium quality,446348,4
cpsnj10_SemiBin_265,54.41,0.89,Medium quality,F,F,cpsnj10,13,Medium quality,184753,4
cpsnj10_SemiBin_26,95.8,2.8,High quality,F,F,cpsnj10,15,High quality,741603,3
cpsnj10_SemiBin_27,84.39,2.65,Medium quality,F,F,cpsnj10,17,Medium quality,387583,4
cpsnj10_SemiBin_281,51.36,5.32,Medium quality,F,F,cpsnj10,33,Medium quality,148665,11
cpsnj10_SemiBin_28,93.9,9.3,Medium quality,F,F,cpsnj10,33,Medium quality,400495,6
cpsnj10_SemiBin_291,70.38,0.59,Medium quality,F,F,cpsnj10,14,Medium quality,239434,5
cpsnj10_SemiBin_293,50.02,4.96,Medium quality,F,F,cpsnj10,20,Medium quality,233047,6
cpsnj10_SemiBin_29,93.24,1.77,High quality,F,F,cpsnj10,9,High quality,819963,4
cpsnj10_SemiBin_2,98.63,4.19,High quality,T,T,cpsnj10,10,HQ-MIMAG,1075740,3
cpsnj10_SemiBin_302,50.64,0.28,Medium quality,F,T,cpsnj10,51,Medium quality,151306,14
cpsnj10_SemiBin_30,94.27,1.7,High quality,T,T,cpsnj10,7,HQ-MIMAG,1224984,2
cpsnj10_SemiBin_31,87.26,0.89,Medium quality,F,F,cpsnj10,14,Medium quality,459492,4
cpsnj10_SemiBin_33,87.02,3.25,Medium quality,F,T,cpsnj10,15,Medium quality,277756,4
cpsnj10_SemiBin_34,84.76,2.35,Medium quality,F,T,cpsnj10,19,Medium quality,399647,6
cpsnj10_SemiBin_35,93.32,2.7,High quality,T,T,cpsnj10,17,HQ-MIMAG,764876,3
cpsnj10_SemiBin_361,62.17,9.96,Medium quality,F,T,cpsnj10,65,Medium quality,102563,18
cpsnj10_SemiBin_36,91.51,3.19,High quality,T,T,cpsnj10,18,HQ-MIMAG,565729,5
cpsnj10_SemiBin_38,93.81,1.92,High quality,T,T,cpsnj10,10,HQ-MIMAG,732205,4
cpsnj10_SemiBin_39,100,5.26,Medium quality,F,T,cpsnj10,34,Medium quality,260165,9
cpsnj10_SemiBin_3,96.65,3.45,High quality,T,T,cpsnj10,17,HQ-MIMAG,908625,3
cpsnj10_SemiBin_40,86.15,0.32,Medium quality,F,F,cpsnj10,7,Medium quality,988379,2
cpsnj10_SemiBin_41,88.23,6.33,Medium quality,F,F,cpsnj10,23,Medium quality,307050,6
cpsnj10_SemiBin_42,91.61,5.31,Medium quality,F,F,cpsnj10,7,Medium quality,797910,3
cpsnj10_SemiBin_43,93,0.58,High quality,F,T,cpsnj10,17,High quality,324981,5
cpsnj10_SemiBin_44,92.25,2.06,High quality,T,T,cpsnj10,10,HQ-MIMAG,442241,3
cpsnj10_SemiBin_45,84.87,3.02,Medium quality,F,T,cpsnj10,28,Medium quality,448127,7
cpsnj10_SemiBin_469,50.43,2.69,Medium quality,F,F,cpsnj10,11,Medium quality,119125,4
cpsnj10_SemiBin_46,82.85,4.57,Medium quality,F,F,cpsnj10,23,Medium quality,223458,6
cpsnj10_SemiBin_47,84.71,0.68,Medium quality,F,F,cpsnj10,4,Medium quality,1390131,2
cpsnj10_SemiBin_49,86.34,6.11,Medium quality,F,F,cpsnj10,30,Medium quality,243310,8
cpsnj10_SemiBin_4,97.76,0.05,High quality,T,T,cpsnj10,3,HQ-MIMAG,2483596,1
cpsnj10_SemiBin_50,75.23,1.41,Medium quality,F,F,cpsnj10,17,Medium quality,270105,6
cpsnj10_SemiBin_51,74.68,1.31,Medium quality,F,F,cpsnj10,10,Medium quality,462420,3
cpsnj10_SemiBin_523,70.44,3.25,Medium quality,F,F,cpsnj10,9,Medium quality,520925,2
cpsnj10_SemiBin_52,83.5,2.44,Medium quality,F,T,cpsnj10,18,Medium quality,705919,5
cpsnj10_SemiBin_53,75.36,2.22,Medium quality,F,F,cpsnj10,12,Medium quality,248859,4
cpsnj10_SemiBin_55,87.84,5.21,Medium quality,F,F,cpsnj10,29,Medium quality,362875,6
cpsnj10_SemiBin_56,82.48,3.28,Medium quality,F,T,cpsnj10,27,Medium quality,428731,7
cpsnj10_SemiBin_57,63.22,0.91,Medium quality,F,T,cpsnj10,11,Medium quality,290331,4
cpsnj10_SemiBin_58,78.67,2.94,Medium quality,F,T,cpsnj10,11,Medium quality,404876,4
cpsnj10_SemiBin_59,85.09,1.02,Medium quality,F,T,cpsnj10,5,Medium quality,1058128,2
cpsnj10_SemiBin_5,100,0.71,High quality,T,T,cpsnj10,1,HQ-MIMAG,7019367,1
cpsnj10_SemiBin_60,78.99,5.23,Medium quality,F,F,cpsnj10,12,Medium quality,806386,3
cpsnj10_SemiBin_62,80.6,5.78,Medium quality,F,F,cpsnj10,30,Medium quality,345872,7
cpsnj10_SemiBin_63,83.28,2.47,Medium quality,F,F,cpsnj10,35,Medium quality,127387,11
cpsnj10_SemiBin_64,87.72,2.62,Medium quality,F,F,cpsnj10,14,Medium quality,437304,5
cpsnj10_SemiBin_658,52.87,5.25,Medium quality,F,F,cpsnj10,13,Medium quality,300368,4
cpsnj10_SemiBin_65,59.74,0.58,Medium quality,F,T,cpsnj10,28,Medium quality,148888,9
cpsnj10_SemiBin_66,89.31,6.85,Medium quality,F,F,cpsnj10,25,Medium quality,494502,4
cpsnj10_SemiBin_67,74.66,2.92,Medium quality,F,F,cpsnj10,58,Medium quality,120896,17
cpsnj10_SemiBin_68,82.37,8.58,Medium quality,F,F,cpsnj10,10,Medium quality,504107,2
cpsnj10_SemiBin_69,74.37,0.61,Medium quality,F,F,cpsnj10,15,Medium quality,237459,4
cpsnj10_SemiBin_6,95.46,5.72,Medium quality,F,T,cpsnj10,18,Medium quality,520287,4
cpsnj10_SemiBin_70,76.26,0.38,Medium quality,F,F,cpsnj10,20,Medium quality,469357,5
cpsnj10_SemiBin_71,70.29,1.51,Medium quality,F,T,cpsnj10,18,Medium quality,178042,6
cpsnj10_SemiBin_736,52.72,7.9,Medium quality,F,T,cpsnj10,16,Medium quality,314801,5
cpsnj10_SemiBin_73,68.83,4.4,Medium quality,F,T,cpsnj10,58,Medium quality,104117,16
cpsnj10_SemiBin_74,86.19,4.82,Medium quality,F,F,cpsnj10,26,Medium quality,442846,6
cpsnj10_SemiBin_75,74.35,3.31,Medium quality,F,F,cpsnj10,17,Medium quality,380464,5
cpsnj10_SemiBin_76,77.25,1.9,Medium quality,F,F,cpsnj10,17,Medium quality,476741,6
cpsnj10_SemiBin_77,65.81,7.61,Medium quality,F,T,cpsnj10,66,Medium quality,161922,15
cpsnj10_SemiBin_78,60.41,0.19,Medium quality,F,F,cpsnj10,5,Medium quality,486064,2
cpsnj10_SemiBin_79,74.58,0.54,Medium quality,F,F,cpsnj10,6,Medium quality,2467782,1
cpsnj10_SemiBin_7,90.51,1.25,High quality,T,F,cpsnj10,15,HQ-MIMAG,391048,4
cpsnj10_SemiBin_81,66.22,3.18,Medium quality,F,F,cpsnj10,12,Medium quality,369873,3
cpsnj10_SemiBin_827,50.92,0.61,Medium quality,F,F,cpsnj10,12,Medium quality,127182,4
cpsnj10_SemiBin_82,53.49,0.39,Medium quality,F,F,cpsnj10,30,Medium quality,201429,8
cpsnj10_SemiBin_83,74.29,0.83,Medium quality,F,T,cpsnj10,13,Medium quality,858761,4
cpsnj10_SemiBin_85,100,3.07,High quality,T,F,cpsnj10,10,HQ-MIMAG,876017,3
cpsnj10_SemiBin_87,77.33,3.2,Medium quality,F,T,cpsnj10,17,Medium quality,605706,5
cpsnj10_SemiBin_88,57.88,0.86,Medium quality,F,T,cpsnj10,28,Medium quality,221137,6
cpsnj10_SemiBin_89,68.43,2.93,Medium quality,F,F,cpsnj10,26,Medium quality,293530,7
cpsnj10_SemiBin_8,93.91,0.35,High quality,T,T,cpsnj10,16,HQ-MIMAG,447529,5
cpsnj10_SemiBin_90,73.6,0.13,Medium quality,F,T,cpsnj10,29,Medium quality,198375,8
cpsnj10_SemiBin_91,72.6,8.62,Medium quality,F,F,cpsnj10,33,Medium quality,193483,9
cpsnj10_SemiBin_92,72.71,3.99,Medium quality,F,F,cpsnj10,8,Medium quality,1083317,3
cpsnj10_SemiBin_93,68.68,1.02,Medium quality,F,T,cpsnj10,15,Medium quality,373343,4
cpsnj10_SemiBin_94,67.11,4.81,Medium quality,F,T,cpsnj10,12,Medium quality,436631,4
cpsnj10_SemiBin_95,73.55,2.02,Medium quality,F,T,cpsnj10,32,Medium quality,241851,8
cpsnj10_SemiBin_968,63.1,8.27,Medium quality,F,T,cpsnj10,56,Medium quality,142793,17
cpsnj10_SemiBin_96,70.64,1.39,Medium quality,F,F,cpsnj10,7,Medium quality,394049,3
cpsnj10_SemiBin_97,64.37,4.43,Medium quality,F,T,cpsnj10,57,Medium quality,89179,16
cpsnj10_SemiBin_99,52.16,8.25,Medium quality,F,T,cpsnj10,36,Medium quality,226158,9
cpsnj10_SemiBin_9,96.89,5.32,Medium quality,F,F,cpsnj10,6,Medium quality,2592769,2
cpsnj11_SemiBin_0,95.75,0.28,High quality,T,T,cpsnj11,9,HQ-MIMAG,793751,2
cpsnj11_SemiBin_100,74.04,3.53,Medium quality,F,T,cpsnj11,32,Medium quality,355068,9
cpsnj11_SemiBin_101,84.35,5.96,Medium quality,F,T,cpsnj11,21,Medium quality,593235,4
cpsnj11_SemiBin_102,67.04,0.31,Medium quality,F,F,cpsnj11,12,Medium quality,297843,4
cpsnj11_SemiBin_103,71.26,0.09,Medium quality,F,T,cpsnj11,10,Medium quality,184977,4
cpsnj11_SemiBin_104,59.71,1.1,Medium quality,F,F,cpsnj11,5,Medium quality,504431,2
cpsnj11_SemiBin_106,94.95,5.7,Medium quality,F,F,cpsnj11,23,Medium quality,331561,8
cpsnj11_SemiBin_107,74.68,0.89,Medium quality,F,T,cpsnj11,45,Medium quality,172471,12
cpsnj11_SemiBin_10,98.69,1.01,High quality,T,F,cpsnj11,21,HQ-MIMAG,435108,5
cpsnj11_SemiBin_110,62.2,3.28,Medium quality,F,T,cpsnj11,86,Medium quality,171371,21
cpsnj11_SemiBin_111,92.61,2.1,High quality,T,T,cpsnj11,7,HQ-MIMAG,2175389,2
cpsnj11_SemiBin_112,81.43,0.08,Medium quality,F,T,cpsnj11,5,Medium quality,512524,2
cpsnj11_SemiBin_115,73.02,1.54,Medium quality,F,T,cpsnj11,20,Medium quality,316620,5
cpsnj11_SemiBin_116,68.58,2.04,Medium quality,F,F,cpsnj11,22,Medium quality,316816,5
cpsnj11_SemiBin_118,72.15,9.74,Medium quality,F,F,cpsnj11,64,Medium quality,134763,17
cpsnj11_SemiBin_119,67.48,9.38,Medium quality,F,F,cpsnj11,21,Medium quality,459672,5
cpsnj11_SemiBin_11,100,1.54,High quality,T,F,cpsnj11,8,HQ-MIMAG,836082,2
cpsnj11_SemiBin_120,65.51,7.73,Medium quality,F,T,cpsnj11,45,Medium quality,110799,12
cpsnj11_SemiBin_121,52.04,0.44,Medium quality,F,T,cpsnj11,12,Medium quality,230425,4
cpsnj11_SemiBin_122,65.16,2.72,Medium quality,F,T,cpsnj11,32,Medium quality,142323,8
cpsnj11_SemiBin_123,52.25,7.79,Medium quality,F,T,cpsnj11,48,Medium quality,225772,12
cpsnj11_SemiBin_124,76.89,1.82,Medium quality,F,F,cpsnj11,23,Medium quality,311630,7
cpsnj11_SemiBin_125,80.61,3.12,Medium quality,F,F,cpsnj11,18,Medium quality,419336,5
cpsnj11_SemiBin_128,54.82,2.41,Medium quality,F,T,cpsnj11,21,Medium quality,163373,6
cpsnj11_SemiBin_129,90.05,1.54,High quality,T,F,cpsnj11,5,HQ-MIMAG,1253007,2
cpsnj11_SemiBin_12,97.44,2.38,High quality,T,F,cpsnj11,12,HQ-MIMAG,482404,4
cpsnj11_SemiBin_130,62.29,0.48,Medium quality,F,F,cpsnj11,11,Medium quality,417524,4
cpsnj11_SemiBin_131,82.86,8.42,Medium quality,F,F,cpsnj11,12,Medium quality,1354418,2
cpsnj11_SemiBin_133,54.04,0.35,Medium quality,F,T,cpsnj11,1,Medium quality,3111982,1
cpsnj11_SemiBin_134,95.19,3.51,High quality,F,F,cpsnj11,21,High quality,464969,5
cpsnj11_SemiBin_137,58.43,0.12,Medium quality,F,T,cpsnj11,3,Medium quality,1488934,1
cpsnj11_SemiBin_13,98.61,0.8,High quality,T,T,cpsnj11,7,HQ-MIMAG,1122569,3
cpsnj11_SemiBin_140,52.82,0.44,Medium quality,F,F,cpsnj11,9,Medium quality,355199,3
cpsnj11_SemiBin_141,88.35,4.29,Medium quality,F,T,cpsnj11,20,Medium quality,495374,5
cpsnj11_SemiBin_142,68.96,1.25,Medium quality,F,F,cpsnj11,57,Medium quality,267108,14
cpsnj11_SemiBin_143,95.59,0.24,High quality,T,T,cpsnj11,5,HQ-MIMAG,1865351,2
cpsnj11_SemiBin_14,95.02,1.28,High quality,T,T,cpsnj11,2,HQ-MIMAG,3768612,1
cpsnj11_SemiBin_151,54.34,4.92,Medium quality,F,F,cpsnj11,32,Medium quality,141300,9
cpsnj11_SemiBin_152,82.5,5.77,Medium quality,F,F,cpsnj11,8,Medium quality,728130,3
cpsnj11_SemiBin_153,64.21,0.3,Medium quality,F,F,cpsnj11,4,Medium quality,1053278,2
cpsnj11_SemiBin_156,76.58,5.9,Medium quality,F,F,cpsnj11,20,Medium quality,442824,4
cpsnj11_SemiBin_158,71.91,0.58,Medium quality,F,F,cpsnj11,10,Medium quality,617249,3
cpsnj11_SemiBin_15,100,0.03,High quality,T,F,cpsnj11,7,HQ-MIMAG,752231,2
cpsnj11_SemiBin_162,79.11,1.76,Medium quality,F,F,cpsnj11,9,Medium quality,1471836,2
cpsnj11_SemiBin_164,51.69,0.14,Medium quality,F,F,cpsnj11,7,Medium quality,288039,3
cpsnj11_SemiBin_167,64.45,3.79,Medium quality,F,T,cpsnj11,20,Medium quality,266873,7
cpsnj11_SemiBin_16,91.09,0.3,High quality,T,T,cpsnj11,25,HQ-MIMAG,176364,8
cpsnj11_SemiBin_174,52.77,0.74,Medium quality,F,F,cpsnj11,38,Medium quality,167425,11
cpsnj11_SemiBin_176,58.6,1.13,Medium quality,F,T,cpsnj11,16,Medium quality,220534,6
cpsnj11_SemiBin_179,70.49,0.54,Medium quality,F,F,cpsnj11,26,Medium quality,207944,5
cpsnj11_SemiBin_17,96.63,2.02,High quality,T,F,cpsnj11,12,HQ-MIMAG,573211,3
cpsnj11_SemiBin_1855,51.46,8.84,Medium quality,F,T,cpsnj11,77,Medium quality,75819,22
cpsnj11_SemiBin_1859,52.68,9.97,Medium quality,F,T,cpsnj11,78,Medium quality,59362,21
cpsnj11_SemiBin_1862,57.69,4.56,Medium quality,F,T,cpsnj11,32,Medium quality,153962,9
cpsnj11_SemiBin_1865,51.65,9.91,Medium quality,F,T,cpsnj11,39,Medium quality,129185,11
cpsnj11_SemiBin_188,72.28,3.8,Medium quality,F,F,cpsnj11,16,Medium quality,343537,5
cpsnj11_SemiBin_18,97.62,5.61,Medium quality,F,F,cpsnj11,15,Medium quality,616344,5
cpsnj11_SemiBin_190,58.98,0.27,Medium quality,F,F,cpsnj11,13,Medium quality,290061,4
cpsnj11_SemiBin_192,63.74,1.66,Medium quality,F,T,cpsnj11,16,Medium quality,246056,4
cpsnj11_SemiBin_195,63.19,2.17,Medium quality,F,F,cpsnj11,5,Medium quality,3535576,1
cpsnj11_SemiBin_198,62.2,2.22,Medium quality,F,F,cpsnj11,24,Medium quality,322485,7
cpsnj11_SemiBin_19,87.91,3.92,Medium quality,F,F,cpsnj11,1,Medium quality,2701854,1
cpsnj11_SemiBin_1,95.35,0.55,High quality,T,F,cpsnj11,3,HQ-MIMAG,1574686,1
cpsnj11_SemiBin_200,86.28,5.5,Medium quality,F,F,cpsnj11,23,Medium quality,363487,7
cpsnj11_SemiBin_207,56.36,8.66,Medium quality,F,F,cpsnj11,23,Medium quality,434585,5
cpsnj11_SemiBin_208,58.53,1.26,Medium quality,F,F,cpsnj11,9,Medium quality,560423,3
cpsnj11_SemiBin_209,68.86,1.65,Medium quality,F,T,cpsnj11,17,Medium quality,224760,5
cpsnj11_SemiBin_20,96.97,3.15,High quality,T,T,cpsnj11,19,HQ-MIMAG,600997,4
cpsnj11_SemiBin_217,65.18,2.09,Medium quality,F,F,cpsnj11,13,Medium quality,351272,4
cpsnj11_SemiBin_21,90.63,2.11,High quality,T,F,cpsnj11,4,HQ-MIMAG,1014955,2
cpsnj11_SemiBin_221,64.65,1.26,Medium quality,F,T,cpsnj11,8,Medium quality,381050,3
cpsnj11_SemiBin_22,90.52,3.57,High quality,F,F,cpsnj11,19,High quality,658085,3
cpsnj11_SemiBin_230,53.79,0.05,Medium quality,F,T,cpsnj11,5,Medium quality,311239,2
cpsnj11_SemiBin_234,64.89,0.61,Medium quality,F,F,cpsnj11,7,Medium quality,606667,3
cpsnj11_SemiBin_235,74.17,3.65,Medium quality,F,F,cpsnj11,21,Medium quality,385903,6
cpsnj11_SemiBin_23,93.26,0.48,High quality,T,T,cpsnj11,2,HQ-MIMAG,3614884,1
cpsnj11_SemiBin_24,89.94,0.95,Medium quality,F,T,cpsnj11,23,Medium quality,568634,6
cpsnj11_SemiBin_26,91.75,3.71,High quality,T,F,cpsnj11,21,HQ-MIMAG,417883,5
cpsnj11_SemiBin_271,67.96,1.77,Medium quality,F,F,cpsnj11,28,Medium quality,180891,8
cpsnj11_SemiBin_27,89.27,0.18,Medium quality,F,F,cpsnj11,14,Medium quality,345946,4
cpsnj11_SemiBin_284,51.09,0.43,Medium quality,F,F,cpsnj11,15,Medium quality,179368,5
cpsnj11_SemiBin_286,50.08,1.06,Medium quality,F,T,cpsnj11,12,Medium quality,162484,3
cpsnj11_SemiBin_28,93.09,1.1,High quality,T,F,cpsnj11,13,HQ-MIMAG,781589,3
cpsnj11_SemiBin_293,51.87,1.3,Medium quality,F,F,cpsnj11,15,Medium quality,327522,5
cpsnj11_SemiBin_29,93.03,4.3,High quality,T,F,cpsnj11,25,HQ-MIMAG,534632,6
cpsnj11_SemiBin_2,97.76,0.57,High quality,T,T,cpsnj11,1,HQ-MIMAG,4863267,1
cpsnj11_SemiBin_301,56.49,1.46,Medium quality,F,T,cpsnj11,20,Medium quality,243612,5
cpsnj11_SemiBin_30,95.33,6.47,Medium quality,F,F,cpsnj11,4,Medium quality,701039,2
cpsnj11_SemiBin_31,90.44,1.19,High quality,T,F,cpsnj11,10,HQ-MIMAG,1103792,2
cpsnj11_SemiBin_329,98.89,1.27,High quality,F,F,cpsnj11,8,High quality,298427,2
cpsnj11_SemiBin_32,89.18,0.55,Medium quality,F,F,cpsnj11,10,Medium quality,856074,2
cpsnj11_SemiBin_33,83.91,0.58,Medium quality,F,F,cpsnj11,6,Medium quality,1232175,2
cpsnj11_SemiBin_345,83.37,0.21,Medium quality,F,T,cpsnj11,2,Medium quality,1764458,1
cpsnj11_SemiBin_348,50.48,7.16,Medium quality,F,T,cpsnj11,29,Medium quality,291487,8
cpsnj11_SemiBin_349,58.03,0.16,Medium quality,F,F,cpsnj11,15,Medium quality,262714,5
cpsnj11_SemiBin_34,97.65,0.91,High quality,T,T,cpsnj11,14,HQ-MIMAG,994324,4
cpsnj11_SemiBin_35,94.84,0.78,High quality,T,T,cpsnj11,11,HQ-MIMAG,1149654,3
cpsnj11_SemiBin_361,50.01,1.87,Medium quality,F,T,cpsnj11,24,Medium quality,236628,7
cpsnj11_SemiBin_37,90.91,0.44,High quality,T,F,cpsnj11,7,HQ-MIMAG,1041633,2
cpsnj11_SemiBin_38,84.28,0.15,Medium quality,F,T,cpsnj11,11,Medium quality,306145,4
cpsnj11_SemiBin_397,62.93,5.39,Medium quality,F,T,cpsnj11,15,Medium quality,257777,4
cpsnj11_SemiBin_39,92.26,0.09,High quality,T,T,cpsnj11,6,HQ-MIMAG,1523526,2
cpsnj11_SemiBin_3,94.72,0.4,High quality,T,F,cpsnj11,3,HQ-MIMAG,2596882,1
cpsnj11_SemiBin_40,90.92,8.76,Medium quality,F,F,cpsnj11,10,Medium quality,978162,3
cpsnj11_SemiBin_41,90.72,4.92,High quality,T,T,cpsnj11,54,HQ-MIMAG,256425,12
cpsnj11_SemiBin_42,94.92,0.38,High quality,F,T,cpsnj11,16,High quality,660334,4
cpsnj11_SemiBin_43,96.78,4.17,High quality,F,T,cpsnj11,19,High quality,601393,5
cpsnj11_SemiBin_44,86.87,5.35,Medium quality,F,F,cpsnj11,3,Medium quality,3065610,1
cpsnj11_SemiBin_46,80.1,1.55,Medium quality,F,F,cpsnj11,11,Medium quality,481928,4
cpsnj11_SemiBin_47,91.59,1.33,High quality,T,T,cpsnj11,14,HQ-MIMAG,419507,4
cpsnj11_SemiBin_48,92.58,1.35,High quality,F,F,cpsnj11,9,High quality,1375378,2
cpsnj11_SemiBin_49,86.7,6,Medium quality,F,F,cpsnj11,21,Medium quality,350891,5
cpsnj11_SemiBin_4,100,0.35,High quality,T,F,cpsnj11,8,HQ-MIMAG,1036325,3
cpsnj11_SemiBin_501,61.06,9.54,Medium quality,F,T,cpsnj11,43,Medium quality,201128,10
cpsnj11_SemiBin_50,83.51,0.58,Medium quality,F,T,cpsnj11,18,Medium quality,401151,5
cpsnj11_SemiBin_51,90.26,6.69,Medium quality,F,F,cpsnj11,27,Medium quality,550809,5
cpsnj11_SemiBin_52,87.6,1.12,Medium quality,F,T,cpsnj11,7,Medium quality,1554177,2
cpsnj11_SemiBin_53,77.93,0.5,Medium quality,F,T,cpsnj11,8,Medium quality,362117,3
cpsnj11_SemiBin_54,93.42,1.17,High quality,F,F,cpsnj11,19,High quality,563477,5
cpsnj11_SemiBin_55,87.28,0.44,Medium quality,F,F,cpsnj11,8,Medium quality,895991,3
cpsnj11_SemiBin_56,78.62,6.29,Medium quality,F,F,cpsnj11,19,Medium quality,546107,5
cpsnj11_SemiBin_57,86.87,0.28,Medium quality,F,F,cpsnj11,3,Medium quality,1740333,2
cpsnj11_SemiBin_58,85,7.02,Medium quality,F,F,cpsnj11,15,Medium quality,496203,5
cpsnj11_SemiBin_59,84.83,1.82,Medium quality,F,F,cpsnj11,15,Medium quality,520919,4
cpsnj11_SemiBin_5,95.54,5.8,Medium quality,F,F,cpsnj11,2,Medium quality,8143848,1
cpsnj11_SemiBin_601,54.09,9.6,Medium quality,F,T,cpsnj11,21,Medium quality,244986,5
cpsnj11_SemiBin_603,51.26,5.47,Medium quality,F,T,cpsnj11,71,Medium quality,71381,23
cpsnj11_SemiBin_60,85.66,3.86,Medium quality,F,T,cpsnj11,11,Medium quality,840901,4
cpsnj11_SemiBin_61,91.09,8.35,Medium quality,F,F,cpsnj11,8,Medium quality,432543,3
cpsnj11_SemiBin_62,83.13,1.68,Medium quality,F,F,cpsnj11,25,Medium quality,315824,6
cpsnj11_SemiBin_63,90.2,1.96,High quality,T,T,cpsnj11,23,HQ-MIMAG,522152,4
cpsnj11_SemiBin_64,76.87,0.55,Medium quality,F,F,cpsnj11,11,Medium quality,237821,4
cpsnj11_SemiBin_65,85.65,0.52,Medium quality,F,F,cpsnj11,9,Medium quality,649034,3
cpsnj11_SemiBin_66,79.65,0.19,Medium quality,F,F,cpsnj11,8,Medium quality,1418910,2
cpsnj11_SemiBin_675,50.63,2.59,Medium quality,F,T,cpsnj11,14,Medium quality,372407,5
cpsnj11_SemiBin_67,79.31,0.7,Medium quality,F,T,cpsnj11,15,Medium quality,494222,4
cpsnj11_SemiBin_68,91.26,3.69,High quality,T,F,cpsnj11,14,HQ-MIMAG,564269,5
cpsnj11_SemiBin_69,77.72,5.36,Medium quality,F,F,cpsnj11,17,Medium quality,250897,6
cpsnj11_SemiBin_6,100,0.31,High quality,T,T,cpsnj11,9,HQ-MIMAG,3201735,1
cpsnj11_SemiBin_70,82.36,5.85,Medium quality,F,F,cpsnj11,19,Medium quality,431311,7
cpsnj11_SemiBin_71,73.22,3.75,Medium quality,F,T,cpsnj11,40,Medium quality,284838,11
cpsnj11_SemiBin_73,76.29,2.22,Medium quality,F,T,cpsnj11,26,Medium quality,250791,8
cpsnj11_SemiBin_74,81.78,1.63,Medium quality,F,T,cpsnj11,22,Medium quality,436395,5
cpsnj11_SemiBin_75,73.42,0.62,Medium quality,F,F,cpsnj11,12,Medium quality,596317,3
cpsnj11_SemiBin_76,76.31,3.38,Medium quality,F,T,cpsnj11,10,Medium quality,488246,3
cpsnj11_SemiBin_77,72.33,1.69,Medium quality,F,F,cpsnj11,12,Medium quality,520790,3
cpsnj11_SemiBin_78,90.55,9.23,Medium quality,F,T,cpsnj11,22,Medium quality,527344,5
cpsnj11_SemiBin_79,81.12,0.89,Medium quality,F,F,cpsnj11,19,Medium quality,305682,5
cpsnj11_SemiBin_7,100,0.57,High quality,T,T,cpsnj11,4,HQ-MIMAG,1659127,2
cpsnj11_SemiBin_81,81.74,5.67,Medium quality,F,F,cpsnj11,14,Medium quality,538808,4
cpsnj11_SemiBin_82,79.16,0.81,Medium quality,F,F,cpsnj11,8,Medium quality,1036712,3
cpsnj11_SemiBin_83,95.46,8.19,Medium quality,F,F,cpsnj11,4,Medium quality,1677247,2
cpsnj11_SemiBin_84,59.03,5.52,Medium quality,F,F,cpsnj11,13,Medium quality,349061,3
cpsnj11_SemiBin_85,73.46,2.9,Medium quality,F,T,cpsnj11,29,Medium quality,368180,9
cpsnj11_SemiBin_88,81.89,3.45,Medium quality,F,T,cpsnj11,20,Medium quality,274801,4
cpsnj11_SemiBin_89,85.06,3.29,Medium quality,F,T,cpsnj11,8,Medium quality,828835,3
cpsnj11_SemiBin_8,92.44,0.52,High quality,F,F,cpsnj11,20,High quality,311727,5
cpsnj11_SemiBin_90,78.63,1.37,Medium quality,F,F,cpsnj11,19,Medium quality,369459,5
cpsnj11_SemiBin_91,65.6,0.66,Medium quality,F,T,cpsnj11,10,Medium quality,337132,4
