#seq_name,length,cov.,circ.,repeat,mult.,alt_group,graph_path,MAG
cpsnj11_contig_63752,46241,9,Y,N,1,*,63752,
cpsnj11_contig_62348,46226,4,Y,N,1,*,62348,
cpsnj11_contig_45635,46186,5,Y,N,1,*,45635,
cpsnj11_contig_64899,46126,10,Y,N,1,*,64899,
cpsnj11_contig_61715,46101,7,Y,N,1,*,61715,
cpsnj11_contig_64273,46038,6,Y,N,1,*,64273,
cpsnj11_contig_64566,46005,20,Y,N,3,*,64566,
cpsnj11_contig_30752,45939,18,Y,N,3,*,30752,
cpsnj11_contig_64307,45936,13,Y,N,2,*,64307,
cpsnj11_contig_62180,45864,7,Y,N,1,*,62180,
cpsnj11_contig_64727,45818,21,Y,N,3,*,64727,
cpsnj11_contig_38642,45781,23,Y,N,3,*,38642,
cpsnj11_contig_62965,45750,14,Y,N,2,*,62965,
cpsnj11_contig_64710,45679,4,Y,N,1,*,64710,
cpsnj11_contig_64950,45658,40,Y,N,6,*,64950,
cpsnj11_contig_63977,45584,4,Y,N,1,*,63977,
cpsnj11_contig_63233,45559,10,Y,N,1,*,63233,
cpsnj11_contig_36807,45485,4,Y,N,1,*,36807,
cpsnj11_contig_64402,45380,13,Y,N,2,*,64402,
cpsnj11_contig_62690,45367,3,Y,N,1,*,62690,
cpsnj11_contig_47996,45342,4,Y,N,1,*,47996,
cpsnj11_contig_64916,45338,5,Y,N,1,*,64916,
cpsnj11_contig_51087,45302,16,Y,N,3,*,51087,
cpsnj11_contig_62103,45186,25,Y,N,4,*,62103,
cpsnj11_contig_63859,45099,16,Y,N,2,*,63859,
cpsnj11_contig_64909,45094,3,Y,N,1,*,64909,
cpsnj11_contig_60385,45045,4,Y,N,1,*,60385,
cpsnj11_contig_54474,44888,12,Y,N,1,*,54474,
cpsnj11_contig_63560,44881,14,Y,N,2,*,63560,
cpsnj11_contig_63952,44877,9,Y,N,1,*,63952,
cpsnj11_contig_62561,44732,3,Y,N,1,*,62561,
cpsnj11_contig_64493,44729,5,Y,N,1,*,64493,
cpsnj11_contig_64941,44708,19,Y,N,3,*,64941,
cpsnj11_contig_64321,44593,8,Y,N,1,*,64321,
cpsnj11_contig_64288,44553,30,Y,N,5,*,64288,
cpsnj11_contig_64902,44395,20,Y,N,3,*,64902,
cpsnj11_contig_60913,44148,4,Y,N,1,*,60913,
cpsnj11_contig_63619,43890,7,Y,N,1,*,63619,
cpsnj11_contig_62165,43771,18,Y,N,3,*,62165,
cpsnj11_contig_59618,43770,8,Y,N,1,*,59618,
cpsnj11_contig_27353,43751,17,Y,N,3,*,27353,
cpsnj11_contig_64906,43715,20,Y,N,3,*,64906,
cpsnj11_contig_64352,43588,10,Y,N,1,*,64352,
cpsnj11_contig_60376,43504,9,Y,N,1,*,60376,
cpsnj11_contig_32929,43495,27,Y,N,4,*,32929,
cpsnj11_contig_62067,43381,14,Y,N,1,*,62067,
cpsnj11_contig_41674,43368,9,Y,N,1,*,41674,
cpsnj11_contig_60924,43365,29,Y,N,4,*,60924,
cpsnj11_contig_64782,43365,12,Y,N,2,*,64782,
cpsnj11_contig_3198,43359,4,Y,N,1,*,3198,
cpsnj11_contig_64144,43315,7,Y,N,1,*,64144,
cpsnj11_contig_21802,43300,28,Y,N,4,*,21802,
cpsnj11_contig_61506,43188,14,Y,N,1,*,61506,
cpsnj11_contig_64850,43183,8,Y,N,2,*,64850,
cpsnj11_contig_63339,43151,16,Y,N,2,*,63339,
cpsnj11_contig_61888,42960,41,Y,N,6,*,61888,
cpsnj11_contig_64260,42953,5,Y,N,1,*,64260,
cpsnj11_contig_1166,42853,8,Y,N,1,*,1166,
cpsnj11_contig_64783,42797,10,Y,N,1,*,64783,
cpsnj11_contig_61107,42762,4,Y,N,1,*,61107,
cpsnj11_contig_64067,42610,4,Y,N,1,*,64067,
cpsnj11_contig_64829,42557,8,Y,N,1,*,64829,
cpsnj11_contig_18878,42509,39,Y,N,6,*,18878,
cpsnj11_contig_64813,42499,8,Y,N,1,*,64813,
cpsnj11_contig_64922,42384,33,Y,N,5,*,64922,
cpsnj11_contig_63124,42369,9,Y,N,1,*,63124,
cpsnj11_contig_64166,42338,5,Y,N,1,*,64166,
cpsnj11_contig_64638,42177,9,Y,N,1,*,64638,
cpsnj11_contig_64012,42104,7,Y,N,1,*,64012,
cpsnj11_contig_48264,42014,19,Y,N,2,*,48264,
cpsnj11_contig_47290,41926,7,Y,N,1,*,47290,
cpsnj11_contig_25449,41749,24,Y,N,3,*,25449,
cpsnj11_contig_64811,41705,9,Y,N,1,*,64811,
cpsnj11_contig_64001,41631,5,Y,N,1,*,64001,
cpsnj11_contig_63846,41593,7,Y,N,1,*,63846,
cpsnj11_contig_64512,41567,13,Y,N,2,*,64512,
cpsnj11_contig_64522,41489,6,Y,N,1,*,64522,
cpsnj11_contig_64541,41472,6,Y,N,1,*,64541,
cpsnj11_contig_29915,41242,4,Y,N,1,*,29915,
cpsnj11_contig_61301,41229,5,Y,N,1,*,61301,
cpsnj11_contig_62422,41095,18,Y,N,2,*,62422,
cpsnj11_contig_61682,41088,23,Y,N,4,*,61682,
cpsnj11_contig_64809,41057,8,Y,N,1,*,64809,
cpsnj11_contig_12927,40853,14,Y,N,2,*,12927,
cpsnj11_contig_64765,40826,7,Y,N,1,*,64765,
cpsnj11_contig_64914,40809,10,Y,N,2,*,64914,
cpsnj11_contig_61314,40761,6,Y,N,1,*,61314,
cpsnj11_contig_64445,40753,3,Y,Y,1,*,64445,
cpsnj11_contig_64939,40669,7,Y,N,1,*,64939,
cpsnj11_contig_61196,40668,6,Y,N,1,*,61196,
cpsnj11_contig_50253,40618,14,Y,N,2,*,50253,
cpsnj11_contig_50804,40580,11,Y,N,2,*,50804,
cpsnj11_contig_64930,40573,6,Y,N,1,*,64930,
cpsnj11_contig_64442,40565,9,Y,N,1,*,64442,
cpsnj11_contig_64639,40396,7,Y,N,1,*,64639,
cpsnj11_contig_64932,40279,4,Y,N,1,*,64932,
cpsnj11_contig_63074,40202,8,Y,N,1,*,63074,
cpsnj11_contig_64349,40116,13,Y,N,1,*,64349,
cpsnj11_contig_63081,40092,3,Y,Y,1,*,63081,
cpsnj11_contig_64521,40065,12,Y,N,2,*,64521,
cpsnj11_contig_64272,40002,5,Y,N,1,*,64272,
cpsnj11_contig_64754,39960,6,Y,N,1,*,64754,
cpsnj11_contig_64718,39829,11,Y,N,2,*,64718,
cpsnj11_contig_62874,39797,4,Y,N,1,*,62874,
cpsnj11_contig_60994,39666,15,Y,N,3,*,60994,
cpsnj11_contig_64469,39508,4,Y,N,1,*,64469,
cpsnj11_contig_1695,39406,8,Y,N,1,*,1695,
cpsnj11_contig_64940,39381,13,Y,N,1,*,64940,
cpsnj11_contig_63454,39336,4,Y,N,1,*,63454,
cpsnj11_contig_64487,39144,4,Y,N,1,*,64487,
cpsnj11_contig_61761,39133,7,Y,N,1,*,61761,
cpsnj11_contig_64830,38977,9,Y,N,1,*,64830,
cpsnj11_contig_62434,38942,15,Y,N,2,*,62434,
cpsnj11_contig_64716,38930,18,Y,N,3,*,64716,
cpsnj11_contig_60647,38898,11,Y,N,2,*,60647,
cpsnj11_contig_64878,38820,6,Y,N,1,*,64878,
cpsnj11_contig_64605,38787,31,Y,N,4,*,64605,
cpsnj11_contig_63601,38761,13,Y,N,1,*,63601,
cpsnj11_contig_64934,38708,7,Y,N,1,*,64934,
cpsnj11_contig_60549,38694,4,Y,N,1,*,60549,
cpsnj11_contig_63945,38585,8,Y,N,1,*,63945,
cpsnj11_contig_64801,38523,16,Y,N,2,*,64801,
cpsnj11_contig_64359,38506,84,Y,N,14,*,64359,
cpsnj11_contig_61882,38493,57,Y,N,9,*,61882,
cpsnj11_contig_64101,38466,8,Y,N,1,*,64101,
cpsnj11_contig_46609,38453,15,Y,N,2,*,46609,
cpsnj11_contig_61012,38280,9,Y,N,1,*,61012,
cpsnj11_contig_21393,38121,4,Y,N,1,*,21393,
cpsnj11_contig_61355,38063,124,Y,N,20,*,61355,
cpsnj11_contig_61913,38055,5,Y,N,1,*,61913,
cpsnj11_contig_64661,37892,9,Y,N,1,*,64661,
cpsnj11_contig_15866,37825,10,Y,N,1,*,15866,
cpsnj11_contig_63841,37812,5,Y,N,1,*,63841,
cpsnj11_contig_11320,36850,16,Y,N,2,*,11320,
cpsnj11_contig_64455,36700,6,Y,N,1,*,64455,
cpsnj11_contig_23527,36550,3,Y,N,1,*,23527,
cpsnj11_contig_41087,36427,24,Y,N,3,*,41087,
cpsnj11_contig_63909,36221,12,Y,N,2,*,63909,
cpsnj11_contig_64735,35953,12,Y,N,2,*,64735,
cpsnj11_contig_46348,35530,9,Y,N,1,*,46348,
cpsnj11_contig_49070,35477,7,Y,Y,1,372,49070,
cpsnj11_contig_9803,35293,12,Y,N,1,*,9803,
cpsnj11_contig_64924,35257,8,Y,N,1,*,64924,
cpsnj11_contig_64570,34861,9,Y,N,1,*,64570,
cpsnj11_contig_60884,33974,17,Y,N,3,*,60884,
cpsnj11_contig_64942,33859,5,Y,N,1,*,64942,
cpsnj11_contig_63915,33790,10,Y,N,1,*,63915,
cpsnj11_contig_62896,33380,6,Y,N,1,*,62896,
cpsnj11_contig_35313,33356,3,Y,Y,1,302,35313,
cpsnj11_contig_39126,33235,3,Y,Y,1,320,39126,
cpsnj11_contig_62026,33177,4,Y,N,1,*,62026,
cpsnj11_contig_63604,33117,3,Y,Y,1,*,63604,
cpsnj11_contig_11452,33102,8,Y,N,1,*,11452,
cpsnj11_contig_5006,32782,18,Y,N,2,*,5006,
cpsnj11_contig_45256,32731,4,Y,Y,1,348,45256,
cpsnj11_contig_64311,31881,24,Y,N,3,*,64311,
cpsnj11_contig_64919,31380,6,Y,N,1,*,64919,
cpsnj11_contig_31571,31243,8,Y,Y,1,8722,31571,
cpsnj11_contig_64955,30900,10,Y,N,1,*,64955,
cpsnj11_contig_43952,30785,20,Y,N,3,*,43952,
cpsnj11_contig_44857,29629,10,Y,N,1,*,44857,
cpsnj11_contig_63441,29447,10,Y,N,2,*,63441,
cpsnj11_contig_24603,29345,3,Y,Y,1,220,24603,
cpsnj11_contig_64715,29339,20,Y,Y,3,9204,64715,
cpsnj11_contig_12049,29137,8,Y,N,1,*,12049,
cpsnj11_contig_34683,28864,3,Y,Y,1,294,34683,
cpsnj11_contig_64927,27983,4,Y,N,1,*,64927,
cpsnj11_contig_64864,27597,4,Y,N,1,*,64864,
cpsnj11_contig_60554,27476,5,Y,N,1,*,60554,
cpsnj11_contig_47928,27160,7,Y,Y,1,362,47928,
cpsnj11_contig_44050,26680,5,Y,Y,1,*,44050,
cpsnj11_contig_64897,25624,18,Y,N,3,*,64897,
cpsnj11_contig_42565,25603,6,Y,Y,1,332,42565,
cpsnj11_contig_49871,25121,10,Y,Y,1,374,49871,
cpsnj11_contig_63999,25116,5,Y,N,1,*,63999,
cpsnj11_contig_18975,24455,3,Y,Y,1,170,18975,
cpsnj11_contig_14767,23299,6,Y,Y,3,7710,14767,
cpsnj11_contig_14561,23232,6,Y,Y,1,134,14561,
cpsnj11_contig_34830,22467,4,Y,Y,1,298,34830,
cpsnj11_contig_64812,22078,4,Y,N,1,*,64812,
cpsnj11_contig_63647,21857,21,Y,N,2,*,63647,
cpsnj11_contig_63959,21810,44,Y,N,6,*,63959,
cpsnj11_contig_2875,21669,11,Y,Y,2,42,2875,
cpsnj11_contig_54988,21402,7,Y,Y,3,394,54988,
cpsnj11_contig_64777,20963,13,Y,N,2,*,64777,
cpsnj11_contig_62903,20877,46,Y,N,7,*,62903,
cpsnj11_contig_62849,20862,12,Y,N,1,*,62849,
cpsnj11_contig_2466,20497,4,Y,Y,2,36,2466,
cpsnj11_contig_60388,20284,3,Y,Y,1,400,60388,
cpsnj11_contig_64936,20060,7,Y,N,1,*,64936,
cpsnj11_contig_64792,19873,5,Y,Y,1,*,64792,
cpsnj11_contig_1399,19724,8,Y,Y,2,26,1399,
cpsnj11_contig_61341,19682,5,Y,N,1,*,61341,
cpsnj11_contig_31569,18815,7,Y,Y,1,266,31569,
cpsnj11_contig_46540,18611,4,Y,Y,1,*,46540,
cpsnj11_contig_31378,18402,3,Y,Y,1,8718,31378,
cpsnj11_contig_337,18090,4,Y,Y,2,10,337,
cpsnj11_contig_64731,17672,14,Y,N,2,*,64731,
cpsnj11_contig_19879,17185,6,Y,Y,1,176,19879,
cpsnj11_contig_51385,17113,9,Y,Y,1,9198,51385,
cpsnj11_contig_19039,16958,3,Y,N,1,*,19039,
cpsnj11_contig_27643,16948,5,Y,Y,1,242,27643,
cpsnj11_contig_52166,16644,15,Y,Y,2,7146,52166,
cpsnj11_contig_64266,16408,38,Y,N,5,*,64266,
cpsnj11_contig_61591,16355,7,Y,N,1,*,61591,
cpsnj11_contig_34851,16326,14,Y,N,2,*,34851,
cpsnj11_contig_8470,16024,3,Y,Y,1,86,8470,
cpsnj11_contig_42965,15783,4,Y,Y,1,9092,42965,
cpsnj11_contig_45178,15673,3,Y,Y,1,6626,45178,
cpsnj11_contig_53295,15555,4,Y,Y,1,9236,53295,
cpsnj11_contig_43698,15468,10,Y,N,2,*,43698,
cpsnj11_contig_44287,15457,4,Y,Y,1,9138,44287,
cpsnj11_contig_48615,15224,4,Y,Y,2,366,48615,
cpsnj11_contig_64860,15147,8,Y,N,1,*,64860,
cpsnj11_contig_44060,14868,7,Y,Y,1,336,44060,
cpsnj11_contig_1171,14770,7,Y,Y,2,20,1171,
cpsnj11_contig_27148,14447,5,Y,Y,1,8506,27148,
cpsnj11_contig_13164,14412,4,Y,Y,4,130,13164,
cpsnj11_contig_64831,14323,12,Y,N,2,*,64831,
cpsnj11_contig_62746,14172,3,Y,Y,1,452,62746,
cpsnj11_contig_61385,13965,33,Y,N,5,*,61385,
cpsnj11_contig_1186,13680,7,Y,Y,1,6220,1186,
cpsnj11_contig_63362,13528,26,Y,N,3,*,63362,
cpsnj11_contig_64751,13451,6,Y,N,1,*,64751,
cpsnj11_contig_31568,13329,15,Y,Y,1,264,31568,
cpsnj11_contig_62543,12932,4,Y,N,1,*,62543,
cpsnj11_contig_63350,12883,8,Y,N,1,*,63350,
cpsnj11_contig_62376,12655,46,Y,N,8,*,62376,
cpsnj11_contig_64117,12571,24,Y,N,4,*,64117,
cpsnj11_contig_17479,12342,5,Y,Y,1,7914,17479,
cpsnj11_contig_32842,12277,3,Y,Y,1,8984,32842,
cpsnj11_contig_61243,11874,9,Y,Y,4,6254,61243,
cpsnj11_contig_30808,11749,4,Y,Y,1,8672,30808,
cpsnj11_contig_62377,11720,22,Y,N,3,*,62377,
cpsnj11_contig_63482,11422,9,Y,N,1,*,63482,
cpsnj11_contig_9223,11411,4,Y,Y,2,98,9223,
cpsnj11_contig_62819,11156,12,Y,N,2,*,62819,
cpsnj11_contig_61410,11098,11,Y,Y,2,9450,61410,
cpsnj11_contig_63813,11062,17,Y,N,3,*,63813,
cpsnj11_contig_64558,10912,15,Y,N,2,*,64558,
cpsnj11_contig_44161,10808,3,Y,Y,1,9134,44161,
cpsnj11_contig_35697,10726,6,Y,Y,1,6382,35697,
cpsnj11_contig_64883,10545,7,Y,N,1,*,64883,
cpsnj11_contig_22763,10288,6,Y,Y,1,9546,22763,
cpsnj11_contig_26359,10123,32,Y,Y,10,*,26359,
cpsnj11_contig_406,9959,5,Y,N,1,*,406,
cpsnj11_contig_19274,9689,8,Y,N,1,*,19274,
cpsnj11_contig_52277,9262,9,Y,N,1,*,52277,
cpsnj11_contig_15199,9086,4,Y,N,1,*,15199,
cpsnj11_contig_64032,8757,4,Y,Y,1,*,64032,
cpsnj11_contig_46528,8654,25,Y,Y,3,8662,46528,
cpsnj11_contig_64954,8186,7,Y,N,1,*,64954,
cpsnj11_contig_63732,8166,11,Y,N,2,*,63732,
cpsnj11_contig_61573,8143,7,Y,N,1,*,61573,
cpsnj11_contig_63020,8007,8,Y,N,1,*,63020,
cpsnj11_contig_47289,7934,194,Y,Y,30,*,47289,
cpsnj11_contig_54225,7693,18,Y,N,2,*,54225,
cpsnj11_contig_1206,7291,4,Y,Y,1,9270,1206,
cpsnj11_contig_56484,6878,4,Y,N,1,*,56484,
cpsnj11_contig_63051,6868,20,Y,N,2,*,63051,
cpsnj11_contig_39856,6414,6,Y,Y,1,322,39856,
cpsnj11_contig_8811,5462,6,Y,N,1,*,8811,
cpsnj11_contig_33381,4801,21,Y,Y,3,7060,33381,
cpsnj11_contig_61653,3973,3,Y,Y,1,6470,61653,
cpsnj11_contig_35262,3516,4,Y,Y,1,8854,35262,
cpsnj11_contig_60946,3341,4,Y,Y,1,9352,60946,
cpsnj11_contig_5141,2052,3,Y,Y,1,6722,5141,
cpsnj11_contig_33774,1809,3,Y,Y,1,8804,33774,
cpsnj11_contig_61068,1620,6,Y,Y,1,6620,61068,
cpsnj11_contig_34852,1218,3,Y,Y,1,*,34852,
cpsnj11_contig_11212,937,10,Y,Y,1,9472,11212,
cpsnj11_contig_7805,715,13,Y,Y,2,9298,7805,
cpsnj11_contig_13660,641,10,Y,Y,3,*,13660,
cpsnj11_contig_6290,536,7,Y,Y,1,6846,6290,
cpsnj11_contig_3259,520,7,Y,Y,1,6504,3259,
cpsnj11_contig_6830,512,5,Y,Y,1,72,6830,
cpsnj11_contig_30962,487,118,Y,Y,20,*,30962,
cpsnj13_contig_35001,113081,8,Y,N,1,*,35001,
cpsnj13_contig_57726,100122,9,Y,N,2,*,57726,
cpsnj13_contig_54880,95364,34,Y,N,6,*,54880,
cpsnj13_contig_55809,93541,9,Y,N,1,*,55809,
cpsnj13_contig_14544,93152,4,Y,N,1,*,14544,
cpsnj13_contig_19368,80056,6,Y,N,1,*,19368,
cpsnj13_contig_9345,75016,4,Y,N,1,*,9345,
cpsnj13_contig_57983,72403,9,Y,N,2,*,57983,
cpsnj13_contig_57734,72382,4,Y,N,1,*,57734,
cpsnj13_contig_55639,70793,15,Y,N,2,*,55639,
cpsnj13_contig_39179,69972,4,Y,N,1,*,39179,
cpsnj13_contig_56897,69675,7,Y,N,1,*,56897,
cpsnj13_contig_57245,68886,25,Y,N,4,*,57245,
cpsnj13_contig_41041,68043,81,Y,N,15,*,41041,
cpsnj13_contig_57518,67748,41,Y,N,8,*,57518,
cpsnj13_contig_5447,66858,13,Y,N,2,*,5447,
cpsnj13_contig_57396,66633,4,Y,N,1,*,57396,
cpsnj13_contig_57237,66591,18,Y,N,3,*,57237,
cpsnj13_contig_58081,64426,11,Y,N,2,*,58081,
cpsnj13_contig_33849,64358,22,Y,N,4,*,33849,
cpsnj13_contig_57304,64087,6,Y,N,1,*,57304,
cpsnj13_contig_43318,63875,33,Y,N,6,*,43318,
cpsnj13_contig_51818,62996,40,Y,N,7,*,51818,
cpsnj13_contig_27547,62398,13,Y,N,2,*,27547,
cpsnj13_contig_56311,61561,7,Y,N,1,*,56311,
cpsnj13_contig_57689,60933,5,Y,N,1,*,57689,
cpsnj13_contig_19457,60774,16,Y,N,2,*,19457,
cpsnj13_contig_57379,60062,6,Y,N,2,*,57379,
cpsnj13_contig_57692,59396,8,Y,N,1,*,57692,
cpsnj13_contig_57602,59295,8,Y,N,1,*,57602,
cpsnj13_contig_57986,58932,31,Y,N,6,*,57986,
cpsnj13_contig_57875,58338,4,Y,N,1,*,57875,
cpsnj13_contig_57009,57293,7,Y,N,1,*,57009,
cpsnj13_contig_22177,56485,7,Y,N,1,*,22177,
cpsnj13_contig_57443,56152,9,Y,N,2,*,57443,
cpsnj13_contig_40116,55189,4,Y,N,1,*,40116,
cpsnj13_contig_57144,55137,14,Y,N,2,*,57144,
cpsnj13_contig_57724,54997,6,Y,N,1,*,57724,
cpsnj13_contig_179,53838,5,Y,N,1,*,179,
cpsnj13_contig_57645,53372,17,Y,N,3,*,57645,
cpsnj13_contig_18303,53122,13,Y,N,2,*,18303,
cpsnj13_contig_57815,52320,4,Y,N,1,*,57815,
cpsnj13_contig_24585,52267,12,Y,N,2,*,24585,
cpsnj13_contig_56691,52261,11,Y,N,2,*,56691,
cpsnj13_contig_58052,51921,4,Y,N,1,*,58052,
cpsnj13_contig_57797,51734,3,Y,N,1,*,57797,
cpsnj13_contig_56421,51601,6,Y,N,2,*,56421,
cpsnj13_contig_57910,50646,4,Y,N,1,*,57910,
cpsnj13_contig_57817,50605,39,Y,N,7,*,57817,
cpsnj13_contig_57433,50431,3,Y,N,1,*,57433,
cpsnj13_contig_57344,50270,5,Y,N,1,*,57344,
cpsnj13_contig_56119,49890,9,Y,N,2,*,56119,
cpsnj13_contig_57583,49762,18,Y,N,3,*,57583,
cpsnj13_contig_57937,49523,10,Y,N,2,*,57937,
cpsnj13_contig_56046,49464,17,Y,N,3,*,56046,
cpsnj13_contig_58035,49452,4,Y,N,1,*,58035,
cpsnj13_contig_57984,49393,18,Y,N,3,*,57984,
cpsnj13_contig_58086,49388,5,Y,N,1,*,58086,
cpsnj13_contig_43280,49286,31,Y,N,5,*,43280,
cpsnj13_contig_58094,49212,9,Y,N,1,*,58094,
cpsnj13_contig_57907,49161,28,Y,N,5,*,57907,
cpsnj13_contig_54814,49159,14,Y,N,3,*,54814,
cpsnj13_contig_55520,48904,5,Y,N,1,*,55520,
cpsnj13_contig_57567,48556,6,Y,N,1,*,57567,
cpsnj13_contig_55446,48529,16,Y,N,3,*,55446,
cpsnj13_contig_57389,48056,4,Y,N,1,*,57389,
cpsnj13_contig_57565,47996,11,Y,N,2,*,57565,
cpsnj13_contig_57862,47973,6,Y,N,1,*,57862,
cpsnj13_contig_55445,47937,23,Y,N,4,*,55445,
cpsnj13_contig_58075,47792,3,Y,N,1,*,58075,
cpsnj13_contig_57497,47125,8,Y,N,1,*,57497,
cpsnj13_contig_57392,46846,18,Y,N,3,*,57392,
cpsnj13_contig_54684,46443,20,Y,N,4,*,54684,
cpsnj13_contig_57789,46413,6,Y,N,1,*,57789,
cpsnj13_contig_58071,46310,10,Y,N,1,*,58071,
cpsnj13_contig_56747,46282,9,Y,N,1,*,56747,
cpsnj13_contig_41066,45549,5,Y,N,1,*,41066,
cpsnj13_contig_17323,45469,11,Y,N,1,*,17323,
cpsnj13_contig_56986,45411,8,Y,N,1,*,56986,
cpsnj13_contig_57318,45389,6,Y,N,1,*,57318,
cpsnj13_contig_56076,45338,8,Y,N,2,*,56076,
cpsnj13_contig_56245,45326,11,Y,N,2,*,56245,
cpsnj13_contig_57783,45227,6,Y,N,1,*,57783,
cpsnj13_contig_54563,45188,7,Y,N,1,*,54563,
cpsnj13_contig_55129,45036,13,Y,N,2,*,55129,
cpsnj13_contig_54755,45014,5,Y,Y,1,*,54755,
cpsnj13_contig_56712,44901,12,Y,N,2,*,56712,
cpsnj13_contig_46996,44762,9,Y,N,1,*,46996,
cpsnj13_contig_55767,44696,26,Y,N,4,*,55767,
cpsnj13_contig_57758,44676,10,Y,N,1,*,57758,
cpsnj13_contig_56520,44614,6,Y,N,1,*,56520,
cpsnj13_contig_57101,44520,17,Y,N,3,*,57101,
cpsnj13_contig_19456,44485,6,Y,N,1,*,19456,
cpsnj13_contig_55073,44452,4,Y,N,1,*,55073,
cpsnj13_contig_58079,44438,6,Y,N,1,*,58079,
cpsnj13_contig_57430,44306,4,Y,N,1,*,57430,
cpsnj13_contig_57979,44245,3,Y,N,1,*,57979,
cpsnj13_contig_54733,44215,7,Y,N,1,*,54733,
cpsnj13_contig_57587,44212,11,Y,N,1,*,57587,
cpsnj13_contig_57859,44173,6,Y,N,1,*,57859,
cpsnj13_contig_58082,44153,9,Y,N,1,*,58082,
cpsnj13_contig_11242,43892,10,Y,N,1,*,11242,
cpsnj13_contig_58069,43830,5,Y,N,1,*,58069,
cpsnj13_contig_58016,43556,11,Y,N,2,*,58016,
cpsnj13_contig_22954,43317,13,Y,N,2,*,22954,
cpsnj13_contig_55989,43230,4,Y,N,1,*,55989,
cpsnj13_contig_57998,43227,5,Y,N,1,*,57998,
cpsnj13_contig_55225,43186,3,Y,Y,1,*,55225,
cpsnj13_contig_57888,42902,13,Y,N,2,*,57888,
cpsnj13_contig_57729,42735,6,Y,N,1,*,57729,
cpsnj13_contig_57054,42673,10,Y,N,1,*,57054,
cpsnj13_contig_57759,42667,7,Y,Y,2,*,57759,
cpsnj13_contig_57038,42596,45,Y,N,8,*,57038,
cpsnj13_contig_43775,42313,6,Y,N,1,*,43775,
cpsnj13_contig_54804,42233,14,Y,N,2,*,54804,
cpsnj13_contig_54285,42178,25,Y,N,4,*,54285,
cpsnj13_contig_57716,42078,4,Y,N,1,*,57716,
cpsnj13_contig_58066,41556,13,Y,N,2,*,58066,
cpsnj13_contig_58093,41447,6,Y,N,1,*,58093,
cpsnj13_contig_55592,41387,3,Y,Y,1,366,55592,
cpsnj13_contig_33550,41324,4,Y,N,1,*,33550,
cpsnj13_contig_57987,41231,5,Y,N,1,*,57987,
cpsnj13_contig_58055,41108,8,Y,N,1,*,58055,
cpsnj13_contig_57126,41075,16,Y,N,3,*,57126,
cpsnj13_contig_8974,40973,6,Y,N,1,*,8974,
cpsnj13_contig_57691,40963,17,Y,N,3,*,57691,
cpsnj13_contig_6910,40956,5,Y,Y,2,*,6910,
cpsnj13_contig_57880,40929,5,Y,N,1,*,57880,
cpsnj13_contig_55469,40855,13,Y,N,2,*,55469,
cpsnj13_contig_46560,40832,16,Y,N,3,*,46560,
cpsnj13_contig_58053,40806,4,Y,N,1,*,58053,
cpsnj13_contig_57938,40674,6,Y,N,1,*,57938,
cpsnj13_contig_55589,40624,7,Y,N,1,*,55589,
cpsnj13_contig_57414,40549,16,Y,N,3,*,57414,
cpsnj13_contig_58019,40543,3,Y,N,1,*,58019,
cpsnj13_contig_40966,40219,10,Y,N,1,*,40966,
cpsnj13_contig_58095,40200,4,Y,N,1,*,58095,
cpsnj13_contig_57869,40146,7,Y,N,1,*,57869,
cpsnj13_contig_57673,40119,6,Y,N,1,*,57673,
cpsnj13_contig_57882,40080,13,Y,N,2,*,57882,
cpsnj13_contig_58073,39886,3,Y,Y,1,*,58073,
cpsnj13_contig_56810,39655,11,Y,N,1,*,56810,
cpsnj13_contig_18447,39623,7,Y,N,1,*,18447,
cpsnj13_contig_57826,39562,5,Y,N,1,*,57826,
cpsnj13_contig_54923,39551,10,Y,N,1,*,54923,
cpsnj13_contig_57971,39543,10,Y,N,1,*,57971,
cpsnj13_contig_57968,39516,7,Y,N,1,*,57968,
cpsnj13_contig_51605,39410,5,Y,N,1,*,51605,
cpsnj13_contig_57638,39385,6,Y,N,1,*,57638,
cpsnj13_contig_56907,38787,4,Y,N,1,*,56907,
cpsnj13_contig_58099,38545,8,Y,N,1,*,58099,
cpsnj13_contig_57737,38505,6,Y,N,1,*,57737,
cpsnj13_contig_56962,38444,10,Y,N,2,*,56962,
cpsnj13_contig_55192,38363,4,Y,N,1,*,55192,
cpsnj13_contig_57595,38361,20,Y,N,3,*,57595,
cpsnj13_contig_55822,38322,7,Y,N,1,*,55822,
cpsnj13_contig_57798,38194,4,Y,N,1,*,57798,
cpsnj13_contig_12407,38139,8,Y,N,1,*,12407,
cpsnj13_contig_56084,38116,14,Y,N,2,*,56084,
cpsnj13_contig_58072,37913,11,Y,N,2,*,58072,
cpsnj13_contig_54552,37711,8,Y,N,1,*,54552,
cpsnj13_contig_57294,37709,35,Y,N,6,*,57294,
cpsnj13_contig_57914,37215,12,Y,N,2,*,57914,
cpsnj13_contig_57827,37171,8,Y,N,1,*,57827,
cpsnj13_contig_45630,37091,6,Y,N,1,*,45630,
cpsnj13_contig_57889,36839,3,Y,N,1,*,57889,
cpsnj13_contig_17814,36054,3,Y,Y,1,138,17814,
cpsnj13_contig_56066,35248,6,Y,N,1,*,56066,
cpsnj13_contig_58100,34828,7,Y,N,1,*,58100,
cpsnj13_contig_2340,34382,5,Y,N,1,*,2340,
