Record	GBK	Record_Type	Record_Number	CC	Family
sample17_SemiBin_67.fa.gz_k141_19435.region001.gbk_region_1	sample17_SemiBin_67.fa.gz_k141_19435.region001	region	1	69	FAM_00052
snj19_SemiBin_60.fa.gz_k141_2259133.region001.gbk_region_1	snj19_SemiBin_60.fa.gz_k141_2259133.region001	region	1	69	FAM_00052
cpsnj13_SemiBin_73.fa.gz_k141_2097625.region001.gbk_region_1	cpsnj13_SemiBin_73.fa.gz_k141_2097625.region001	region	1	69	FAM_00052
sample16_SemiBin_8.fa.gz_k141_3950988.region001.gbk_region_1	sample16_SemiBin_8.fa.gz_k141_3950988.region001	region	1	69	FAM_00052
sample28_SemiBin_32.fa.gz_k141_5905153.region001.gbk_region_1	sample28_SemiBin_32.fa.gz_k141_5905153.region001	region	1	69	FAM_00053
cpsnj19_SemiBin_28.fa.gz_k141_259422.region001.gbk_region_1	cpsnj19_SemiBin_28.fa.gz_k141_259422.region001	region	1	69	FAM_00053
sample16_SemiBin_8.fa.gz_k141_4178665.region001.gbk_region_1	sample16_SemiBin_8.fa.gz_k141_4178665.region001	region	1	69	FAM_00053
sample22_SemiBin_49.fa.gz_k141_1085219.region001.gbk_region_1	sample22_SemiBin_49.fa.gz_k141_1085219.region001	region	1	69	FAM_00053
snj19_SemiBin_60.fa.gz_k141_55482.region001.gbk_region_1	snj19_SemiBin_60.fa.gz_k141_55482.region001	region	1	69	FAM_00053
sample15_SemiBin_36.fa.gz_k141_5260293.region001.gbk_region_1	sample15_SemiBin_36.fa.gz_k141_5260293.region001	region	1	69	FAM_00053
sample1_SemiBin_60.fa.gz_k141_2984499.region001.gbk_region_1	sample1_SemiBin_60.fa.gz_k141_2984499.region001	region	1	69	FAM_00053
cpsnj01_SemiBin_22.fa.gz_k141_2519096.region001.gbk_region_1	cpsnj01_SemiBin_22.fa.gz_k141_2519096.region001	region	1	69	FAM_00053
cpsnj02_SemiBin_8.fa.gz_k141_1503585.region001.gbk_region_1	cpsnj02_SemiBin_8.fa.gz_k141_1503585.region001	region	1	69	FAM_00053
sample26_SemiBin_44.fa.gz_k141_1586142.region001.gbk_region_1	sample26_SemiBin_44.fa.gz_k141_1586142.region001	region	1	69	FAM_00053
sample10_SemiBin_124.fa.gz_k141_1549559.region001.gbk_region_1	sample10_SemiBin_124.fa.gz_k141_1549559.region001	region	1	69	FAM_00053
sample17_SemiBin_67.fa.gz_k141_4747614.region001.gbk_region_1	sample17_SemiBin_67.fa.gz_k141_4747614.region001	region	1	69	FAM_00053
cpsnj11_SemiBin_126.fa.gz_k141_2439627.region001.gbk_region_1	cpsnj11_SemiBin_126.fa.gz_k141_2439627.region001	region	1	69	FAM_00053
sample28_SemiBin_32.fa.gz_k141_4645619.region001.gbk_region_1	sample28_SemiBin_32.fa.gz_k141_4645619.region001	region	1	69	FAM_00053
snj04_SemiBin_21.fa.gz_k141_1065177.region001.gbk_region_1	snj04_SemiBin_21.fa.gz_k141_1065177.region001	region	1	69	FAM_00053
cpsnj03_SemiBin_38.fa.gz_k141_3048724.region001.gbk_region_1	cpsnj03_SemiBin_38.fa.gz_k141_3048724.region001	region	1	69	FAM_00053
cpsnj13_SemiBin_73.fa.gz_k141_784980.region001.gbk_region_1	cpsnj13_SemiBin_73.fa.gz_k141_784980.region001	region	1	69	FAM_00053
sample15_SemiBin_241.fa.gz_k141_5526739.region001.gbk_region_1	sample15_SemiBin_241.fa.gz_k141_5526739.region001	region	1	69	FAM_00053
sample18_SemiBin_201.fa.gz_k141_4740694.region001.gbk_region_1	sample18_SemiBin_201.fa.gz_k141_4740694.region001	region	1	69	FAM_00053
sample10_SemiBin_27.fa.gz_k141_3258781.region001.gbk_region_1	sample10_SemiBin_27.fa.gz_k141_3258781.region001	region	1	69	FAM_00053
sample19_SemiBin_81.fa.gz_k141_5200815.region001.gbk_region_1	sample19_SemiBin_81.fa.gz_k141_5200815.region001	region	1	69	FAM_00054
cpsnj19_SemiBin_3.fa.gz_k141_2900106.region001.gbk_region_1	cpsnj19_SemiBin_3.fa.gz_k141_2900106.region001	region	1	69	FAM_00054
sample22_SemiBin_85.fa.gz_k141_5807031.region001.gbk_region_1	sample22_SemiBin_85.fa.gz_k141_5807031.region001	region	1	69	FAM_00054
sample19_SemiBin_81.fa.gz_k141_2026586.region001.gbk_region_1	sample19_SemiBin_81.fa.gz_k141_2026586.region001	region	1	69	FAM_00054
sample10_SemiBin_7.fa.gz_k141_5316193.region001.gbk_region_1	sample10_SemiBin_7.fa.gz_k141_5316193.region001	region	1	69	FAM_00054
snj03_SemiBin_173.fa.gz_k141_2331668.region001.gbk_region_1	snj03_SemiBin_173.fa.gz_k141_2331668.region001	region	1	69	FAM_00055
sample22_SemiBin_26.fa.gz_k141_1280801.region001.gbk_region_1	sample22_SemiBin_26.fa.gz_k141_1280801.region001	region	1	69	FAM_00055
sample18_SemiBin_122.fa.gz_k141_5928956.region001.gbk_region_1	sample18_SemiBin_122.fa.gz_k141_5928956.region001	region	1	69	FAM_00055
sample3_SemiBin_27.fa.gz_k141_2079652.region001.gbk_region_1	sample3_SemiBin_27.fa.gz_k141_2079652.region001	region	1	69	FAM_00055
sample20_SemiBin_12.fa.gz_k141_549356.region001.gbk_region_1	sample20_SemiBin_12.fa.gz_k141_549356.region001	region	1	69	FAM_00055
cpsnj13_SemiBin_142.fa.gz_k141_1374065.region001.gbk_region_1	cpsnj13_SemiBin_142.fa.gz_k141_1374065.region001	region	1	69	FAM_00055
snj19_SemiBin_166.fa.gz_k141_2187000.region001.gbk_region_1	snj19_SemiBin_166.fa.gz_k141_2187000.region001	region	1	69	FAM_00055
sample15_SemiBin_86.fa.gz_k141_743228.region001.gbk_region_1	sample15_SemiBin_86.fa.gz_k141_743228.region001	region	1	69	FAM_00055
sample16_SemiBin_56.fa.gz_k141_2337824.region001.gbk_region_1	sample16_SemiBin_56.fa.gz_k141_2337824.region001	region	1	69	FAM_00055
snj08_SemiBin_65.fa.gz_k141_1224341.region001.gbk_region_1	snj08_SemiBin_65.fa.gz_k141_1224341.region001	region	1	69	FAM_00055
cpsnj03_SemiBin_22.fa.gz_k141_2491104.region001.gbk_region_1	cpsnj03_SemiBin_22.fa.gz_k141_2491104.region001	region	1	69	FAM_00055
sample7_SemiBin_67.fa.gz_k141_3976155.region001.gbk_region_1	sample7_SemiBin_67.fa.gz_k141_3976155.region001	region	1	69	FAM_00055
sample6_SemiBin_15.fa.gz_k141_4736378.region001.gbk_region_1	sample6_SemiBin_15.fa.gz_k141_4736378.region001	region	1	69	FAM_00055
sample2_SemiBin_10.fa.gz_k141_1017366.region001.gbk_region_1	sample2_SemiBin_10.fa.gz_k141_1017366.region001	region	1	69	FAM_00055
sample5_SemiBin_7.fa.gz_k141_1749478.region001.gbk_region_1	sample5_SemiBin_7.fa.gz_k141_1749478.region001	region	1	69	FAM_00055
sample21_SemiBin_17.fa.gz_k141_4871184.region001.gbk_region_1	sample21_SemiBin_17.fa.gz_k141_4871184.region001	region	1	69	FAM_00055
sample28_SemiBin_63.fa.gz_k141_1463681.region001.gbk_region_1	sample28_SemiBin_63.fa.gz_k141_1463681.region001	region	1	69	FAM_00055
sample9_SemiBin_34.fa.gz_k141_5304083.region001.gbk_region_1	sample9_SemiBin_34.fa.gz_k141_5304083.region001	region	1	69	FAM_00055
sample4_SemiBin_32.fa.gz_k141_1355806.region001.gbk_region_1	sample4_SemiBin_32.fa.gz_k141_1355806.region001	region	1	69	FAM_00055
snj09_SemiBin_65.fa.gz_k141_3198953.region001.gbk_region_1	snj09_SemiBin_65.fa.gz_k141_3198953.region001	region	1	69	FAM_00055
sample4_SemiBin_32.fa.gz_k141_642494.region001.gbk_region_1	sample4_SemiBin_32.fa.gz_k141_642494.region001	region	1	69	FAM_00055
cpsnj19_SemiBin_57.fa.gz_k141_1727275.region001.gbk_region_1	cpsnj19_SemiBin_57.fa.gz_k141_1727275.region001	region	1	69	FAM_00055
cpsnj03_SemiBin_22.fa.gz_k141_2540264.region001.gbk_region_1	cpsnj03_SemiBin_22.fa.gz_k141_2540264.region001	region	1	69	FAM_00055
snj13_SemiBin_16.fa.gz_k141_2336147.region001.gbk_region_1	snj13_SemiBin_16.fa.gz_k141_2336147.region001	region	1	69	FAM_00055
sample7_SemiBin_67.fa.gz_k141_1697893.region001.gbk_region_1	sample7_SemiBin_67.fa.gz_k141_1697893.region001	region	1	69	FAM_00055
snj11_SemiBin_80.fa.gz_k141_869013.region001.gbk_region_1	snj11_SemiBin_80.fa.gz_k141_869013.region001	region	1	69	FAM_00055
cpsnj13_SemiBin_142.fa.gz_k141_1698827.region001.gbk_region_1	cpsnj13_SemiBin_142.fa.gz_k141_1698827.region001	region	1	69	FAM_00055
cpsnj09_SemiBin_65.fa.gz_k141_728051.region001.gbk_region_1	cpsnj09_SemiBin_65.fa.gz_k141_728051.region001	region	1	69	FAM_00056
sample13_SemiBin_99.fa.gz_k141_1470589.region001.gbk_region_1	sample13_SemiBin_99.fa.gz_k141_1470589.region001	region	1	69	FAM_00056
sample5_SemiBin_100.fa.gz_k141_1506199.region001.gbk_region_1	sample5_SemiBin_100.fa.gz_k141_1506199.region001	region	1	69	FAM_00056
sample22_SemiBin_7.fa.gz_k141_1052613.region001.gbk_region_1	sample22_SemiBin_7.fa.gz_k141_1052613.region001	region	1	69	FAM_00056
sample18_SemiBin_6.fa.gz_k141_3355951.region001.gbk_region_1	sample18_SemiBin_6.fa.gz_k141_3355951.region001	region	1	69	FAM_00056
cpsnj14_SemiBin_34.fa.gz_k141_713900.region001.gbk_region_1	cpsnj14_SemiBin_34.fa.gz_k141_713900.region001	region	1	69	FAM_00056
sample15_SemiBin_9.fa.gz_k141_4354591.region001.gbk_region_1	sample15_SemiBin_9.fa.gz_k141_4354591.region001	region	1	69	FAM_00056
cpsnj10_SemiBin_32.fa.gz_k141_16203.region001.gbk_region_1	cpsnj10_SemiBin_32.fa.gz_k141_16203.region001	region	1	69	FAM_00056
sample1_SemiBin_110.fa.gz_k141_186497.region001.gbk_region_1	sample1_SemiBin_110.fa.gz_k141_186497.region001	region	1	69	FAM_00056
sample14_SemiBin_19.fa.gz_k141_1569530.region001.gbk_region_1	sample14_SemiBin_19.fa.gz_k141_1569530.region001	region	1	69	FAM_00056
sample7_SemiBin_38.fa.gz_k141_2021460.region001.gbk_region_1	sample7_SemiBin_38.fa.gz_k141_2021460.region001	region	1	69	FAM_00056
sample10_SemiBin_64.fa.gz_k141_2305669.region001.gbk_region_1	sample10_SemiBin_64.fa.gz_k141_2305669.region001	region	1	69	FAM_00056
sample7_SemiBin_37.fa.gz_k141_4262216.region001.gbk_region_1	sample7_SemiBin_37.fa.gz_k141_4262216.region001	region	1	69	FAM_00056
sample15_SemiBin_8.fa.gz_k141_4631350.region001.gbk_region_1	sample15_SemiBin_8.fa.gz_k141_4631350.region001	region	1	69	FAM_00056
cpsnj13_SemiBin_2.fa.gz_k141_592032.region001.gbk_region_1	cpsnj13_SemiBin_2.fa.gz_k141_592032.region001	region	1	69	FAM_00057
cpsnj09_SemiBin_53.fa.gz_k141_1591601.region001.gbk_region_1	cpsnj09_SemiBin_53.fa.gz_k141_1591601.region001	region	1	69	FAM_00057
snj09_SemiBin_45.fa.gz_k141_2748475.region001.gbk_region_1	snj09_SemiBin_45.fa.gz_k141_2748475.region001	region	1	69	FAM_00057
cpsnj10_SemiBin_93.fa.gz_k141_1673241.region001.gbk_region_1	cpsnj10_SemiBin_93.fa.gz_k141_1673241.region001	region	1	69	FAM_00057
cpsnj10_SemiBin_90.fa.gz_k141_2703714.region001.gbk_region_1	cpsnj10_SemiBin_90.fa.gz_k141_2703714.region001	region	1	69	FAM_00057
snj09_SemiBin_21.fa.gz_k141_3217091.region001.gbk_region_1	snj09_SemiBin_21.fa.gz_k141_3217091.region001	region	1	69	FAM_00057
cpsnj09_SemiBin_18.fa.gz_k141_568606.region001.gbk_region_1	cpsnj09_SemiBin_18.fa.gz_k141_568606.region001	region	1	69	FAM_00057
sample5_SemiBin_88.fa.gz_k141_357106.region001.gbk_region_1	sample5_SemiBin_88.fa.gz_k141_357106.region001	region	1	69	FAM_00058
sample28_SemiBin_63.fa.gz_k141_1581439.region001.gbk_region_1	sample28_SemiBin_63.fa.gz_k141_1581439.region001	region	1	69	FAM_00058
sample26_SemiBin_130.fa.gz_k141_2877090.region001.gbk_region_1	sample26_SemiBin_130.fa.gz_k141_2877090.region001	region	1	69	FAM_00058
cpsnj19_SemiBin_3.fa.gz_k141_1509646.region001.gbk_region_1	cpsnj19_SemiBin_3.fa.gz_k141_1509646.region001	region	1	69	FAM_00058
cpsnj10_SemiBin_93.fa.gz_k141_673745.region001.gbk_region_1	cpsnj10_SemiBin_93.fa.gz_k141_673745.region001	region	1	69	FAM_00058
sample23_SemiBin_6.fa.gz_k141_4429799.region001.gbk_region_1	sample23_SemiBin_6.fa.gz_k141_4429799.region001	region	1	69	FAM_00058
sample22_SemiBin_26.fa.gz_k141_1982980.region001.gbk_region_1	sample22_SemiBin_26.fa.gz_k141_1982980.region001	region	1	69	FAM_00058
sample18_SemiBin_122.fa.gz_k141_2336926.region001.gbk_region_1	sample18_SemiBin_122.fa.gz_k141_2336926.region001	region	1	69	FAM_00058
snj15_SemiBin_23.fa.gz_k141_2026448.region001.gbk_region_1	snj15_SemiBin_23.fa.gz_k141_2026448.region001	region	1	69	FAM_00058
sample7_SemiBin_37.fa.gz_k141_925001.region001.gbk_region_1	sample7_SemiBin_37.fa.gz_k141_925001.region001	region	1	69	FAM_00058
cpsnj14_SemiBin_34.fa.gz_k141_1428469.region001.gbk_region_1	cpsnj14_SemiBin_34.fa.gz_k141_1428469.region001	region	1	69	FAM_00058
sample8_SemiBin_16.fa.gz_k141_864364.region001.gbk_region_1	sample8_SemiBin_16.fa.gz_k141_864364.region001	region	1	69	FAM_00058
cpsnj09_SemiBin_13.fa.gz_k141_1444624.region001.gbk_region_1	cpsnj09_SemiBin_13.fa.gz_k141_1444624.region001	region	1	69	FAM_00058
sample9_SemiBin_20.fa.gz_k141_5011512.region001.gbk_region_1	sample9_SemiBin_20.fa.gz_k141_5011512.region001	region	1	69	FAM_00058
snj11_SemiBin_80.fa.gz_k141_462890.region001.gbk_region_1	snj11_SemiBin_80.fa.gz_k141_462890.region001	region	1	69	FAM_00058
sample15_SemiBin_241.fa.gz_k141_5322979.region001.gbk_region_1	sample15_SemiBin_241.fa.gz_k141_5322979.region001	region	1	69	FAM_00058
sample3_SemiBin_27.fa.gz_k141_2662207.region001.gbk_region_1	sample3_SemiBin_27.fa.gz_k141_2662207.region001	region	1	69	FAM_00058
sample4_SemiBin_32.fa.gz_k141_2307140.region001.gbk_region_1	sample4_SemiBin_32.fa.gz_k141_2307140.region001	region	1	69	FAM_00058
sample8_SemiBin_16.fa.gz_k141_2351325.region001.gbk_region_1	sample8_SemiBin_16.fa.gz_k141_2351325.region001	region	1	69	FAM_00059
sample18_SemiBin_122.fa.gz_k141_1647064.region001.gbk_region_1	sample18_SemiBin_122.fa.gz_k141_1647064.region001	region	1	69	FAM_00059
sample2_SemiBin_10.fa.gz_k141_1618839.region001.gbk_region_1	sample2_SemiBin_10.fa.gz_k141_1618839.region001	region	1	69	FAM_00059
cpsnj14_SemiBin_34.fa.gz_k141_2108701.region001.gbk_region_1	cpsnj14_SemiBin_34.fa.gz_k141_2108701.region001	region	1	69	FAM_00059
cpsnj11_SemiBin_126.fa.gz_k141_3865130.region001.gbk_region_1	cpsnj11_SemiBin_126.fa.gz_k141_3865130.region001	region	1	69	FAM_00060
sample4_SemiBin_41.fa.gz_k141_1476792.region001.gbk_region_1	sample4_SemiBin_41.fa.gz_k141_1476792.region001	region	1	69	FAM_00060
cpsnj13_SemiBin_73.fa.gz_k141_652818.region001.gbk_region_1	cpsnj13_SemiBin_73.fa.gz_k141_652818.region001	region	1	69	FAM_00060
cpsnj13_SemiBin_2.fa.gz_k141_3371854.region001.gbk_region_1	cpsnj13_SemiBin_2.fa.gz_k141_3371854.region001	region	1	69	FAM_00061
sample1_SemiBin_110.fa.gz_k141_521578.region001.gbk_region_1	sample1_SemiBin_110.fa.gz_k141_521578.region001	region	1	69	FAM_00061
cpsnj10_SemiBin_90.fa.gz_k141_4063096.region001.gbk_region_1	cpsnj10_SemiBin_90.fa.gz_k141_4063096.region001	region	1	69	FAM_00061
cpsnj13_SemiBin_87.fa.gz_k141_1143188.region001.gbk_region_1	cpsnj13_SemiBin_87.fa.gz_k141_1143188.region001	region	1	69	FAM_00061
sample9_SemiBin_20.fa.gz_k141_5659458.region001.gbk_region_1	sample9_SemiBin_20.fa.gz_k141_5659458.region001	region	1	69	FAM_00062
cpsnj09_SemiBin_53.fa.gz_k141_2220217.region001.gbk_region_1	cpsnj09_SemiBin_53.fa.gz_k141_2220217.region001	region	1	69	FAM_00062
snj09_SemiBin_21.fa.gz_k141_2199119.region001.gbk_region_1	snj09_SemiBin_21.fa.gz_k141_2199119.region001	region	1	69	FAM_00062
cpsnj09_SemiBin_88.fa.gz_k141_5088.region001.gbk_region_1	cpsnj09_SemiBin_88.fa.gz_k141_5088.region001	region	1	69	FAM_00063
cpsnj14_SemiBin_59.fa.gz_k141_790323.region001.gbk_region_1	cpsnj14_SemiBin_59.fa.gz_k141_790323.region001	region	1	69	FAM_00063
sample7_SemiBin_106.fa.gz_k141_3490620.region001.gbk_region_1	sample7_SemiBin_106.fa.gz_k141_3490620.region001	region	1	69	FAM_00063
cpsnj19_SemiBin_8.fa.gz_k141_1875248.region001.gbk_region_1	cpsnj19_SemiBin_8.fa.gz_k141_1875248.region001	region	1	73	FAM_00064
snj15_SemiBin_0.fa.gz_k141_1557006.region001.gbk_region_1	snj15_SemiBin_0.fa.gz_k141_1557006.region001	region	1	73	FAM_00064
sample13_SemiBin_10.fa.gz_k141_3898226.region001.gbk_region_1	sample13_SemiBin_10.fa.gz_k141_3898226.region001	region	1	73	FAM_00064
sample6_SemiBin_72.fa.gz_k141_3692893.region001.gbk_region_1	sample6_SemiBin_72.fa.gz_k141_3692893.region001	region	1	73	FAM_00064
sample17_SemiBin_71.fa.gz_k141_3910223.region001.gbk_region_1	sample17_SemiBin_71.fa.gz_k141_3910223.region001	region	1	73	FAM_00064
sample9_SemiBin_27.fa.gz_k141_146456.region001.gbk_region_1	sample9_SemiBin_27.fa.gz_k141_146456.region001	region	1	73	FAM_00064
sample5_SemiBin_26.fa.gz_k141_1856916.region001.gbk_region_1	sample5_SemiBin_26.fa.gz_k141_1856916.region001	region	1	73	FAM_00064
snj01_SemiBin_39.fa.gz_k141_974609.region001.gbk_region_1	snj01_SemiBin_39.fa.gz_k141_974609.region001	region	1	83	FAM_00065
snj20_SemiBin_40.fa.gz_k141_1401621.region001.gbk_region_1	snj20_SemiBin_40.fa.gz_k141_1401621.region001	region	1	83	FAM_00065
snj19_SemiBin_13.fa.gz_k141_2412480.region001.gbk_region_1	snj19_SemiBin_13.fa.gz_k141_2412480.region001	region	1	83	FAM_00065
cpsnj01_SemiBin_25.fa.gz_k141_93469.region001.gbk_region_1	cpsnj01_SemiBin_25.fa.gz_k141_93469.region001	region	1	83	FAM_00065
cpsnj19_SemiBin_13.fa.gz_k141_2839789.region001.gbk_region_1	cpsnj19_SemiBin_13.fa.gz_k141_2839789.region001	region	1	83	FAM_00065
cpsnj10_SemiBin_141.fa.gz_k141_1195362.region001.gbk_region_1	cpsnj10_SemiBin_141.fa.gz_k141_1195362.region001	region	1	83	FAM_00065
cpsnj10_SemiBin_184.fa.gz_k141_2409143.region001.gbk_region_1	cpsnj10_SemiBin_184.fa.gz_k141_2409143.region001	region	1	83	FAM_00066
snj14_SemiBin_3.fa.gz_k141_121054.region001.gbk_region_1	snj14_SemiBin_3.fa.gz_k141_121054.region001	region	1	83	FAM_00066
sample15_SemiBin_80.fa.gz_k141_4442572.region001.gbk_region_1	sample15_SemiBin_80.fa.gz_k141_4442572.region001	region	1	83	FAM_00066
cpsnj13_SemiBin_20.fa.gz_k141_1251611.region001.gbk_region_1	cpsnj13_SemiBin_20.fa.gz_k141_1251611.region001	region	1	83	FAM_00066
sample10_SemiBin_55.fa.gz_k141_1103272.region001.gbk_region_1	sample10_SemiBin_55.fa.gz_k141_1103272.region001	region	1	83	FAM_00066
cpsnj01_SemiBin_96.fa.gz_k141_2815378.region001.gbk_region_1	cpsnj01_SemiBin_96.fa.gz_k141_2815378.region001	region	1	83	FAM_00066
cpsnj10_SemiBin_99.fa.gz_k141_703367.region001.gbk_region_1	cpsnj10_SemiBin_99.fa.gz_k141_703367.region001	region	1	83	FAM_00066
cpsnj10_SemiBin_67.fa.gz_k141_1098426.region001.gbk_region_1	cpsnj10_SemiBin_67.fa.gz_k141_1098426.region001	region	1	83	FAM_00066
sample17_SemiBin_13.fa.gz_k141_1224392.region001.gbk_region_1	sample17_SemiBin_13.fa.gz_k141_1224392.region001	region	1	83	FAM_00066
snj09_SemiBin_46.fa.gz_k141_1707234.region001.gbk_region_1	snj09_SemiBin_46.fa.gz_k141_1707234.region001	region	1	83	FAM_00066
snj10_SemiBin_31.fa.gz_k141_2240028.region001.gbk_region_1	snj10_SemiBin_31.fa.gz_k141_2240028.region001	region	1	83	FAM_00066
sample22_SemiBin_47.fa.gz_k141_4051199.region001.gbk_region_1	sample22_SemiBin_47.fa.gz_k141_4051199.region001	region	1	83	FAM_00066
sample7_SemiBin_41.fa.gz_k141_478391.region001.gbk_region_1	sample7_SemiBin_41.fa.gz_k141_478391.region001	region	1	83	FAM_00066
cpsnj16_SemiBin_17.fa.gz_k141_2284902.region001.gbk_region_1	cpsnj16_SemiBin_17.fa.gz_k141_2284902.region001	region	1	87	FAM_00067
snj16_SemiBin_65.fa.gz_k141_2396680.region001.gbk_region_1	snj16_SemiBin_65.fa.gz_k141_2396680.region001	region	1	87	FAM_00067
sample4_SemiBin_1.fa.gz_k141_1822046.region001.gbk_region_1	sample4_SemiBin_1.fa.gz_k141_1822046.region001	region	1	87	FAM_00067
snj15_SemiBin_13.fa.gz_k141_34825.region001.gbk_region_1	snj15_SemiBin_13.fa.gz_k141_34825.region001	region	1	87	FAM_00067
snj03_SemiBin_107.fa.gz_k141_683458.region001.gbk_region_1	snj03_SemiBin_107.fa.gz_k141_683458.region001	region	1	87	FAM_00067
sample8_SemiBin_3.fa.gz_k141_812984.region001.gbk_region_1	sample8_SemiBin_3.fa.gz_k141_812984.region001	region	1	87	FAM_00067
cpsnj03_SemiBin_77.fa.gz_k141_2240600.region001.gbk_region_1	cpsnj03_SemiBin_77.fa.gz_k141_2240600.region001	region	1	87	FAM_00067
snj11_SemiBin_32.fa.gz_k141_1187220.region001.gbk_region_1	snj11_SemiBin_32.fa.gz_k141_1187220.region001	region	1	87	FAM_00067
sample13_SemiBin_105.fa.gz_k141_938119.region001.gbk_region_1	sample13_SemiBin_105.fa.gz_k141_938119.region001	region	1	87	FAM_00067
sample3_SemiBin_79.fa.gz_k141_401518.region001.gbk_region_1	sample3_SemiBin_79.fa.gz_k141_401518.region001	region	1	87	FAM_00067
cpsnj11_SemiBin_38.fa.gz_k141_901526.region001.gbk_region_1	cpsnj11_SemiBin_38.fa.gz_k141_901526.region001	region	1	87	FAM_00068
snj08_SemiBin_31.fa.gz_k141_2904863.region001.gbk_region_1	snj08_SemiBin_31.fa.gz_k141_2904863.region001	region	1	87	FAM_00068
sample3_SemiBin_79.fa.gz_k141_487168.region001.gbk_region_1	sample3_SemiBin_79.fa.gz_k141_487168.region001	region	1	87	FAM_00068
cpsnj20_SemiBin_37.fa.gz_k141_1740765.region001.gbk_region_1	cpsnj20_SemiBin_37.fa.gz_k141_1740765.region001	region	1	87	FAM_00069
sample15_SemiBin_20.fa.gz_k141_1292588.region001.gbk_region_1	sample15_SemiBin_20.fa.gz_k141_1292588.region001	region	1	87	FAM_00069
cpsnj14_SemiBin_36.fa.gz_k141_3101158.region001.gbk_region_1	cpsnj14_SemiBin_36.fa.gz_k141_3101158.region001	region	1	87	FAM_00069
cpsnj20_SemiBin_30.fa.gz_k141_2421718.region001.gbk_region_1	cpsnj20_SemiBin_30.fa.gz_k141_2421718.region001	region	1	87	FAM_00070
sample3_SemiBin_77.fa.gz_k141_2480365.region001.gbk_region_1	sample3_SemiBin_77.fa.gz_k141_2480365.region001	region	1	87	FAM_00070
sample13_SemiBin_72.fa.gz_k141_981127.region001.gbk_region_1	sample13_SemiBin_72.fa.gz_k141_981127.region001	region	1	87	FAM_00070
sample16_SemiBin_61.fa.gz_k141_1449751.region001.gbk_region_1	sample16_SemiBin_61.fa.gz_k141_1449751.region001	region	1	91	FAM_00071
snj13_SemiBin_7.fa.gz_k141_2242324.region001.gbk_region_1	snj13_SemiBin_7.fa.gz_k141_2242324.region001	region	1	91	FAM_00071
snj13_SemiBin_7.fa.gz_k141_1455933.region001.gbk_region_1	snj13_SemiBin_7.fa.gz_k141_1455933.region001	region	1	91	FAM_00071
cpsnj13_SemiBin_80.fa.gz_k141_2722531.region001.gbk_region_1	cpsnj13_SemiBin_80.fa.gz_k141_2722531.region001	region	1	91	FAM_00071
cpsnj11_SemiBin_84.fa.gz_k141_3956974.region001.gbk_region_1	cpsnj11_SemiBin_84.fa.gz_k141_3956974.region001	region	1	91	FAM_00071
sample4_SemiBin_16.fa.gz_k141_2013998.region001.gbk_region_1	sample4_SemiBin_16.fa.gz_k141_2013998.region001	region	1	91	FAM_00072
sample7_SemiBin_61.fa.gz_k141_5473370.region001.gbk_region_1	sample7_SemiBin_61.fa.gz_k141_5473370.region001	region	1	91	FAM_00072
sample16_SemiBin_12.fa.gz_k141_132839.region001.gbk_region_1	sample16_SemiBin_12.fa.gz_k141_132839.region001	region	1	91	FAM_00072
sample3_SemiBin_94.fa.gz_k141_1783328.region001.gbk_region_1	sample3_SemiBin_94.fa.gz_k141_1783328.region001	region	1	91	FAM_00072
sample7_SemiBin_61.fa.gz_k141_5324422.region001.gbk_region_1	sample7_SemiBin_61.fa.gz_k141_5324422.region001	region	1	91	FAM_00072
sample16_SemiBin_12.fa.gz_k141_1112474.region001.gbk_region_1	sample16_SemiBin_12.fa.gz_k141_1112474.region001	region	1	91	FAM_00072
sample3_SemiBin_94.fa.gz_k141_94911.region001.gbk_region_1	sample3_SemiBin_94.fa.gz_k141_94911.region001	region	1	91	FAM_00072
sample5_SemiBin_94.fa.gz_k141_1609420.region001.gbk_region_1	sample5_SemiBin_94.fa.gz_k141_1609420.region001	region	1	91	FAM_00072
sample8_SemiBin_36.fa.gz_k141_433907.region001.gbk_region_1	sample8_SemiBin_36.fa.gz_k141_433907.region001	region	1	91	FAM_00072
sample10_SemiBin_84.fa.gz_k141_336303.region001.gbk_region_1	sample10_SemiBin_84.fa.gz_k141_336303.region001	region	1	91	FAM_00072
sample15_SemiBin_32.fa.gz_k141_4571106.region001.gbk_region_1	sample15_SemiBin_32.fa.gz_k141_4571106.region001	region	1	91	FAM_00072
sample16_SemiBin_81.fa.gz_k141_5268761.region001.gbk_region_1	sample16_SemiBin_81.fa.gz_k141_5268761.region001	region	1	99	FAM_00073
sample7_SemiBin_116.fa.gz_k141_3264791.region001.gbk_region_1	sample7_SemiBin_116.fa.gz_k141_3264791.region001	region	1	99	FAM_00073
snj04_SemiBin_30.fa.gz_k141_1799388.region001.gbk_region_1	snj04_SemiBin_30.fa.gz_k141_1799388.region001	region	1	99	FAM_00073
sample10_SemiBin_10.fa.gz_k141_5028366.region001.gbk_region_1	sample10_SemiBin_10.fa.gz_k141_5028366.region001	region	1	99	FAM_00073
sample21_SemiBin_44.fa.gz_k141_1886036.region001.gbk_region_1	sample21_SemiBin_44.fa.gz_k141_1886036.region001	region	1	99	FAM_00073
