Protein id	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
tmp_contig_15623_polypolish@@@snj16_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	290	289	92.39	35.64	289	WP_071766402.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15624_polypolish@@@s14_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	288	293	96.25	44.37	284	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15628_polypolish@@@s20_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	145	153	93.46	44.22	147	WP_049440615.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_1562_polypolish@@@cpsnj15_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac3_1.fasta_1	aac(3)-I	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	152	152	95.39	66.90	145	WP_011540937.1	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
tmp_contig_15631_polypolish@@@cpsnj11_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	324	319	99.37	45.65	322	WP_063842272.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_15644_polypolish@@@cpsnj01_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac3_1.fasta_1	aac(3)-I	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	154	165	91.52	62.50	152	WP_063840260.1	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
tmp_contig_15644_polypolish@@@cpsnj01_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	279	305	86.89	55.35	271	WP_010926363.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_15652_polypolish@@@s30_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	295	293	97.95	70.38	287	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15661_polypolish@@@s18_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	288	302	81.46	41.02	256	WP_071766622.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15664_polypolish@@@cpsnj11_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	291	293	87.71	44.75	257	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_1566_polypolish@@@snj02_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	300	293	88.05	44.57	258	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15670_polypolish@@@snj02_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	151	294	48.64	53.85	143	WP_063842712.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_15671_polypolish@@@s17_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	144	155	89.03	43.66	142	WP_053518652.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_1567_polypolish_2@@@snj16_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	304	318	91.19	61.77	293	WP_122630832.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15688_polypolish@@@s9_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	292	293	88.74	49.23	260	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_1568_polypolish@@@cpsnj11_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	306	318	86.16	55.76	278	WP_122630832.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15697_polypolish@@@snj10_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	289	302	81.46	40.55	254	WP_071766622.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_156985_polypolish@@@s1_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	313	290	97.24	45.58	283	WP_078703439.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_1569_polypolish@@@cpsnj08_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_d2.fasta_1	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	272	272	96.32	49.26	270	WP_012045014.1	class D beta-lactamase	NF012161.0	class D beta-lactamase
tmp_contig_15705_polypolish@@@s20_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	287	318	83.02	53.18	267	WP_122630832.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15705_polypolish@@@snj20_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	298	293	97.27	68.77	285	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15706_polypolish@@@snj10_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	300	316	93.67	51.00	300	WP_063842948.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15715_polypolish@@@cpsnj13_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	301	302	97.68	53.67	300	WP_063842701.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15720_polypolish@@@cpsnj04_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	218	287	76.31	60.73	219	WP_111263186.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_1572_polypolish@@@s15_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	311	293	90.10	45.66	265	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_1572_polypolish@@@snj13_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac3_1.fasta_1	aac(3)-I	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	149	152	97.37	64.86	148	ABL71428.1	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
tmp_contig_15733@@@s14_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	279	302	87.75	44.40	268	WP_107999608.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_15738_polypolish@@@s20_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	291	293	86.01	45.06	253	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_1574@@@s14_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	300	302	99.34	33.76	311	WP_063842702.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15752_polypolish@@@cpsnj14_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	305	316	96.84	51.47	307	WP_063842948.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15760_polypolish@@@snj01_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	254	303	81.52	68.40	250	WP_122630831.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15765_polypolish@@@snj09_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aph3p.fasta_1	aph(3')	APH(3') family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	269	267	96.25	41.73	266	WP_087587933.1	APH(3') family aminoglycoside O-phosphotransferase	NF033068.1	APH(3') family aminoglycoside O-phosphotransferase
tmp_contig_1576_polypolish@@@cpsnj11_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	277	293	88.74	54.79	261	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15772_polypolish@@@s8_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac3_1.fasta_1	aac(3)-I	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	154	165	90.91	70.00	150	WP_063840260.1	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
tmp_contig_15777_polypolish@@@snj20_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	202	289	67.82	46.70	197	WP_041884311.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_15791_polypolish@@@cpsnj10_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	287	289	96.19	35.35	297	WP_071766402.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15809_polypolish@@@s23_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	278	293	90.78	59.70	268	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_1580_polypolish@@@snj19_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	145	152	95.39	45.89	146	WP_013263788.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_15813_polypolish@@@s20_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	145	146	99.32	44.52	146	WP_032874497.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_15826_polypolish@@@cpsnj15_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	290	285	91.58	42.91	275	WP_063864745.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15826_polypolish@@@snj08_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	319	293	90.10	45.86	266	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15829_polypolish@@@s6_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	291	285	95.79	44.21	285	WP_063864745.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_158329_polypolish@@@s1_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	297	319	86.21	39.44	284	WP_063842272.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_15834_polypolish@@@snj11_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	288	293	97.95	42.86	287	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15847_polypolish@@@cpsnj15_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	274	303	77.56	82.98	235	WP_122630831.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_1584_polypolish@@@s10_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	279	293	98.29	55.52	290	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15854_polypolish@@@s18_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	298	302	96.36	41.86	301	WP_063842702.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15855_polypolish@@@snj11_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	147	152	96.05	52.05	146	WP_063840325.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_15857_polypolish_2@@@cpsnj08_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	289	285	92.63	38.25	285	WP_063864745.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_15864_polypolish@@@snj10_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	287	293	88.05	47.67	258	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_158680_polypolish@@@s1_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	289	293	88.74	42.53	261	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15875_polypolish@@@cpsnj02_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	145	153	92.81	45.21	146	WP_049440615.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_15876_polypolish@@@cpsnj14_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	273	293	88.74	50.57	263	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15878_polypolish@@@s30_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	146	146	98.63	41.10	146	WP_004801433.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_15880_polypolish@@@s8_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	145	152	96.05	44.97	149	WP_063840325.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_15885_polypolish@@@s12_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	299	302	98.68	67.67	300	WP_063842702.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15885_polypolish@@@s23_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	297	285	96.84	43.16	285	WP_063864745.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15886_polypolish@@@cpsnj02_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	222	294	72.79	40.18	219	WP_011088970.1	metallo-beta-lactamase	NF012229.1	metallo-beta-lactamase
tmp_contig_15888_polypolish@@@snj04_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	285	295	92.88	43.07	274	WP_122630833.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_1588_polypolish@@@s10_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	284	293	86.69	49.80	255	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15891_polypolish@@@s22_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	286	293	86.69	46.88	256	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15900_polypolish@@@cpsnj09_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	291	285	95.44	40.14	284	WP_063864745.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_159066_polypolish@@@s1_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aph3p.fasta_1	aph(3')	APH(3') family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	262	268	96.64	39.02	264	WP_031129630.1	APH(3') family aminoglycoside O-phosphotransferase	NF033068.1	APH(3') family aminoglycoside O-phosphotransferase
tmp_contig_15906_polypolish@@@cpsnj13_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	289	293	90.44	57.74	265	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_159104_polypolish@@@s1_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	251	319	77.43	51.81	249	WP_063842272.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_15911_polypolish@@@snj13_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac6p_2.fasta_1	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	144	149	95.97	56.64	143	WP_085334908.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
tmp_contig_15933_polypolish@@@cpsnj11_medaka_polypolish.fasta.PolcaCorrected.fa.gz-erm_2.fasta_1	erm	23S ribosomal RNA methyltransferase Erm	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	252	300	82.00	36.18	246	WP_139847607.1	23S ribosomal RNA methyltransferase Erm	NF000499.1	23S ribosomal RNA methyltransferase Erm
tmp_contig_15938_polypolish@@@snj01_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	284	316	93.35	51.35	296	WP_063842948.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_1593_polypolish@@@s29_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_a.fasta_1	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	276	345	85.80	33.67	300	WP_063842277.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
tmp_contig_15941_polypolish@@@cpsnj02_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	267	287	77.70	60.79	227	WP_173179784.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15942_polypolish@@@s19_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	307	294	97.62	40.41	292	WP_015684602.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_15942_polypolish@@@snj08_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_d1.fasta_1	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	257	609	36.45	53.59	237	WP_063839877.1	class D beta-lactamase	NF000270.1	class D beta-lactamase
tmp_contig_15948_polypolish@@@snj15_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	295	290	98.62	44.48	290	WP_063860467.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
tmp_contig_159555_polypolish@@@s1_medaka_polypolish.fasta.PolcaCorrected.fa.gz-aac3_1.fasta_1	aac(3)-I	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	153	154	92.86	62.24	143	WP_079459897.1	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
tmp_contig_15962_polypolish@@@cpsnj04_medaka_polypolish.fasta.PolcaCorrected.fa.gz-class_b3.fasta_1	bla	subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	277	293	90.10	59.62	265	WP_219860713.1	subclass B3 metallo-beta-lactamase	NF033105.1	subclass B3 metallo-beta-lactamase
