genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
sample28_SemiBin_48.fa,85.5495568208226,NA,NA,NA,NA,NA,500_0,NA,NA,1,NA,NA,NA,NA
cpsnj15_SemiBin_49.fa,54.31631945195622,NA,NA,NA,NA,NA,501_0,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_71.fa,61.90853790004061,NA,NA,NA,NA,NA,502_0,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_76.fa,60.085957876118975,NA,NA,NA,NA,NA,503_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_89.fa,70.79053237111987,NA,NA,NA,NA,NA,504_0,NA,NA,1,NA,NA,NA,NA
cpsnj15_SemiBin_5.fa,89.61577943410997,NA,NA,NA,NA,NA,505_1,NA,NA,1,NA,NA,NA,NA
snj15_SemiBin_74.fa,52.23338502010108,NA,NA,NA,NA,NA,505_2,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_19.fa,77.6598128259869,NA,NA,NA,NA,NA,506_1,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_12.fa,79.1326906901107,NA,NA,NA,NA,NA,506_2,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_15.fa,82.2386038680528,NA,NA,NA,NA,NA,506_3,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_183.fa,73.90279445470705,NA,NA,NA,NA,NA,506_4,NA,NA,1,NA,NA,NA,NA
sample24_SemiBin_6.fa,80.02880091482761,NA,NA,NA,NA,NA,506_5,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_15.fa,74.42203625521203,NA,NA,NA,NA,NA,506_6,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_49.fa,80.21284395498718,NA,NA,NA,NA,NA,506_7,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_19.fa,73.64444309432946,NA,NA,NA,NA,NA,506_8,NA,NA,1,NA,NA,NA,NA
sample2_SemiBin_73.fa,74.21521094546361,NA,NA,NA,NA,NA,506_9,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_158.fa,89.12530260018207,NA,NA,NA,NA,NA,506_10,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_51.fa,69.58288283376346,NA,NA,NA,NA,NA,506_11,NA,NA,1,NA,NA,NA,NA
sample10_SemiBin_56.fa,71.1522276537104,NA,NA,NA,NA,NA,506_12,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_28.fa,73.64843896962353,NA,NA,NA,NA,NA,506_13,NA,NA,1,NA,NA,NA,NA
sample14_SemiBin_14.fa,67.95614615651151,NA,NA,NA,NA,NA,506_14,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_79.fa,74.01577103879445,NA,NA,NA,NA,NA,506_15,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_128.fa,65.38852134925922,NA,NA,NA,NA,NA,506_16,NA,NA,1,NA,NA,NA,NA
sample3_SemiBin_48.fa,66.07209490888118,NA,NA,NA,NA,NA,507_1,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_69.fa,70.32155297416665,NA,NA,NA,NA,NA,507_2,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_585.fa,10.742926242677504,NA,NA,NA,NA,NA,507_3,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_180.fa,53.46269871521415,NA,NA,NA,NA,NA,508_1,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_89.fa,56.39641909582775,NA,NA,NA,NA,NA,508_2,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_197.fa,54.43235158706096,NA,NA,NA,NA,NA,508_3,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_163.fa,21.908607295282124,NA,NA,NA,NA,NA,508_4,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_113.fa,34.46746958526045,NA,NA,NA,NA,NA,509_0,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_1433.fa,15.197428676799037,NA,NA,NA,NA,NA,510_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_104.fa,41.56826034271802,NA,NA,NA,NA,NA,511_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_350.fa,27.791555823248917,NA,NA,NA,NA,NA,512_0,NA,NA,1,NA,NA,NA,NA
snj19_SemiBin_108.fa,38.00169374554156,NA,NA,NA,NA,NA,513_0,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_50.fa,74.24016831552179,NA,NA,NA,NA,NA,514_1,NA,NA,1,NA,NA,NA,NA
snj19_SemiBin_46.fa,69.4197099086487,NA,NA,NA,NA,NA,514_2,NA,NA,1,NA,NA,NA,NA
cpsnj03_SemiBin_77.fa,63.40854681408282,NA,NA,NA,NA,NA,514_3,NA,NA,1,NA,NA,NA,NA
snj03_SemiBin_154.fa,41.9110673754484,NA,NA,NA,NA,NA,514_4,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_103.fa,73.23529214898399,NA,NA,NA,NA,NA,514_5,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_64.fa,75.12719826784897,NA,NA,NA,NA,NA,515_0,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_83.fa,50.53885494525486,NA,NA,NA,NA,NA,516_0,NA,NA,1,NA,NA,NA,NA
sample11_SemiBin_26.fa,70.04450460142984,NA,NA,NA,NA,NA,517_1,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_118.fa,18.47644990451071,NA,NA,NA,NA,NA,517_2,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_58.fa,88.03146439602476,NA,NA,NA,NA,NA,518_1,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_38.fa,77.60539719203992,NA,NA,NA,NA,NA,518_2,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_65.fa,72.61904989452637,NA,NA,NA,NA,NA,518_3,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_38.fa,75.4708772206316,NA,NA,NA,NA,NA,518_4,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_55.fa,60.15772540467263,NA,NA,NA,NA,NA,518_5,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_125.fa,30.64173252220878,NA,NA,NA,NA,NA,518_6,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_136.fa,10.268566774770015,NA,NA,NA,NA,NA,518_7,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_66.fa,65.36861842878943,NA,NA,NA,NA,NA,519_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_97.fa,71.86452427984723,NA,NA,NA,NA,NA,520_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_167.fa,55.41382660711484,NA,NA,NA,NA,NA,521_0,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_60.fa,70.1151347119027,NA,NA,NA,NA,NA,522_1,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_10.fa,89.34003108035596,NA,NA,NA,NA,NA,522_2,NA,NA,1,NA,NA,NA,NA
snj14_SemiBin_30.fa,74.55433432236569,NA,NA,NA,NA,NA,522_3,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_68.fa,70.98541115405668,NA,NA,NA,NA,NA,522_4,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_88.fa,60.9184943991316,NA,NA,NA,NA,NA,523_1,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_49.fa,81.1160681375499,NA,NA,NA,NA,NA,523_2,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_220.fa,44.57073056084276,NA,NA,NA,NA,NA,523_3,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_42.fa,55.00076001023145,NA,NA,NA,NA,NA,523_4,NA,NA,1,NA,NA,NA,NA
sample11_SemiBin_2.fa,70.63221979880178,NA,NA,NA,NA,NA,524_1,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_0.fa,92.4358162317336,NA,NA,NA,NA,NA,524_2,NA,NA,1,NA,NA,NA,NA
sample12_SemiBin_32.fa,46.297282633670775,NA,NA,NA,NA,NA,524_3,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_122.fa,27.795833847186863,NA,NA,NA,NA,NA,525_0,NA,NA,1,NA,NA,NA,NA
cpsnj11_SemiBin_43.fa,77.82957918438055,NA,NA,NA,NA,NA,526_1,NA,NA,1,NA,NA,NA,NA
snj11_SemiBin_62.fa,41.83849484681015,NA,NA,NA,NA,NA,526_2,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_144.fa,34.9430941298047,NA,NA,NA,NA,NA,526_3,NA,NA,1,NA,NA,NA,NA
snj08_SemiBin_51.fa,60.01845712286752,NA,NA,NA,NA,NA,526_4,NA,NA,1,NA,NA,NA,NA
sample11_SemiBin_9.fa,47.25938397753975,NA,NA,NA,NA,NA,527_0,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_3.fa,92.61299878499864,NA,NA,NA,NA,NA,528_0,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_85.fa,62.50385030514737,NA,NA,NA,NA,NA,529_1,NA,NA,1,NA,NA,NA,NA
snj19_SemiBin_63.fa,68.69302385044834,NA,NA,NA,NA,NA,529_2,NA,NA,1,NA,NA,NA,NA
cpsnj03_SemiBin_62.fa,67.65603971053282,NA,NA,NA,NA,NA,529_3,NA,NA,1,NA,NA,NA,NA
snj11_SemiBin_184.fa,56.843283339106925,NA,NA,NA,NA,NA,530_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_95.fa,69.02506125481501,NA,NA,NA,NA,NA,531_1,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_182.fa,56.01891633450471,NA,NA,NA,NA,NA,531_2,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_38.fa,84.07171114437557,NA,NA,NA,NA,NA,532_0,NA,NA,1,NA,NA,NA,NA
cpsnj08_SemiBin_80.fa,67.48679983323159,NA,NA,NA,NA,NA,533_0,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_703.fa,29.94210714822062,NA,NA,NA,NA,NA,534_0,NA,NA,1,NA,NA,NA,NA
sample11_SemiBin_8.fa,77.94985678300118,NA,NA,NA,NA,NA,535_1,NA,NA,1,NA,NA,NA,NA
sample12_SemiBin_8.fa,63.66970023471213,NA,NA,NA,NA,NA,535_2,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_64.fa,60.84545864241013,NA,NA,NA,NA,NA,535_3,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_18.fa,78.19139490473934,NA,NA,NA,NA,NA,535_4,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_133.fa,35.17384600744264,NA,NA,NA,NA,NA,535_5,NA,NA,1,NA,NA,NA,NA
snj20_SemiBin_41.fa,62.54602497707613,NA,NA,NA,NA,NA,536_0,NA,NA,1,NA,NA,NA,NA
snj20_SemiBin_51.fa,53.300816698716304,NA,NA,NA,NA,NA,537_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_14.fa,90.98314573865598,NA,NA,NA,NA,NA,538_0,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_84.fa,67.1427601553897,NA,NA,NA,NA,NA,539_0,NA,NA,1,NA,NA,NA,NA
cpsnj11_SemiBin_85.fa,60.75303009669352,NA,NA,NA,NA,NA,540_0,NA,NA,1,NA,NA,NA,NA
snj20_SemiBin_84.fa,51.38761624217764,NA,NA,NA,NA,NA,541_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_132.fa,77.83996008551136,NA,NA,NA,NA,NA,542_0,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_385.fa,10.280743662917814,NA,NA,NA,NA,NA,543_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_313.fa,52.88737442372905,NA,NA,NA,NA,NA,544_0,NA,NA,1,NA,NA,NA,NA
snj01_SemiBin_33.fa,71.25224749467122,NA,NA,NA,NA,NA,545_0,NA,NA,1,NA,NA,NA,NA
sample11_SemiBin_25.fa,76.77834724877265,NA,NA,NA,NA,NA,546_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_109.fa,59.27300334736459,NA,NA,NA,NA,NA,547_0,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_69.fa,35.44016268959986,NA,NA,NA,NA,NA,548_0,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_81.fa,38.48892356889724,NA,NA,NA,NA,NA,549_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_92.fa,71.58227688906194,NA,NA,NA,NA,NA,550_0,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_180.fa,68.90874760070791,NA,NA,NA,NA,NA,551_1,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_68.fa,61.67011247928006,NA,NA,NA,NA,NA,551_2,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_122.fa,52.26396242435834,NA,NA,NA,NA,NA,552_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_138.fa,47.97626887671828,NA,NA,NA,NA,NA,553_0,NA,NA,1,NA,NA,NA,NA
cpsnj03_SemiBin_778.fa,17.774025887890815,NA,NA,NA,NA,NA,554_1,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_223.fa,61.10823829164403,NA,NA,NA,NA,NA,554_2,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_94.fa,67.51068119435428,NA,NA,NA,NA,NA,555_1,NA,NA,1,NA,NA,NA,NA
snj14_SemiBin_71.fa,79.19444305561123,NA,NA,NA,NA,NA,555_2,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_67.fa,65.90616320747094,NA,NA,NA,NA,NA,555_3,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_169.fa,52.39983598225469,NA,NA,NA,NA,NA,555_4,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_88.fa,84.12861878238627,NA,NA,NA,NA,NA,556_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_93.fa,67.639921910274,NA,NA,NA,NA,NA,557_0,NA,NA,1,NA,NA,NA,NA
sample5_SemiBin_61.fa,54.05035881163765,NA,NA,NA,NA,NA,558_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_75.fa,94.41935625047148,NA,NA,NA,NA,NA,559_0,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_72.fa,58.88931288207074,NA,NA,NA,NA,NA,560_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_126.fa,71.74229936598068,NA,NA,NA,NA,NA,561_1,NA,NA,1,NA,NA,NA,NA
sample3_SemiBin_60.fa,44.95446161140524,NA,NA,NA,NA,NA,561_2,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_178.fa,55.21898701598041,NA,NA,NA,NA,NA,562_0,NA,NA,1,NA,NA,NA,NA
sample2_SemiBin_27.fa,70.70363850204727,NA,NA,NA,NA,NA,563_1,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_52.fa,74.71673739055925,NA,NA,NA,NA,NA,563_2,NA,NA,1,NA,NA,NA,NA
sample5_SemiBin_227.fa,52.95767779185101,NA,NA,NA,NA,NA,563_3,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_77.fa,63.1363813651106,NA,NA,NA,NA,NA,563_4,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_142.fa,48.19697741513669,NA,NA,NA,NA,NA,563_5,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_238.fa,55.54985613005308,NA,NA,NA,NA,NA,563_6,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_110.fa,46.818227628021646,NA,NA,NA,NA,NA,563_7,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_87.fa,36.424993096930535,NA,NA,NA,NA,NA,564_0,NA,NA,1,NA,NA,NA,NA
sample5_SemiBin_18.fa,70.65741188068736,NA,NA,NA,NA,NA,565_0,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_394.fa,47.243427617637984,NA,NA,NA,NA,NA,566_0,NA,NA,1,NA,NA,NA,NA
sample23_SemiBin_100.fa,54.79555376374096,NA,NA,NA,NA,NA,567_0,NA,NA,1,NA,NA,NA,NA
cpsnj11_SemiBin_101.fa,56.4466133829267,NA,NA,NA,NA,NA,568_1,NA,NA,1,NA,NA,NA,NA
snj11_SemiBin_107.fa,53.86866410955006,NA,NA,NA,NA,NA,568_2,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_42.fa,63.21137139491467,NA,NA,NA,NA,NA,569_1,NA,NA,1,NA,NA,NA,NA
snj19_SemiBin_76.fa,42.8441478128052,NA,NA,NA,NA,NA,569_2,NA,NA,1,NA,NA,NA,NA
cpsnj20_SemiBin_114.fa,19.470451714700676,NA,NA,NA,NA,NA,569_3,NA,NA,1,NA,NA,NA,NA
snj01_SemiBin_96.fa,36.66492077574926,NA,NA,NA,NA,NA,569_4,NA,NA,1,NA,NA,NA,NA
sample24_SemiBin_31.fa,54.61210430655575,NA,NA,NA,NA,NA,570_1,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_62.fa,55.34036780172465,NA,NA,NA,NA,NA,570_2,NA,NA,1,NA,NA,NA,NA
sample23_SemiBin_444.fa,14.64095231685808,NA,NA,NA,NA,NA,570_3,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_109.fa,36.18280909933786,NA,NA,NA,NA,NA,570_4,NA,NA,1,NA,NA,NA,NA
sample28_SemiBin_61.fa,59.63540051123524,NA,NA,NA,NA,NA,570_5,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_145.fa,43.78544149942879,NA,NA,NA,NA,NA,571_0,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_1598.fa,18.63502040519699,NA,NA,NA,NA,NA,572_0,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_104.fa,22.607511768396417,NA,NA,NA,NA,NA,573_0,NA,NA,1,NA,NA,NA,NA
snj04_SemiBin_1776.fa,17.70331063531167,NA,NA,NA,NA,NA,574_0,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_26.fa,70.27771171197384,NA,NA,NA,NA,NA,575_0,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_55.fa,74.35949915289318,NA,NA,NA,NA,NA,576_1,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_112.fa,56.396844325131575,NA,NA,NA,NA,NA,576_2,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_115.fa,58.437973359839525,NA,NA,NA,NA,NA,576_3,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_107.fa,49.01031422222353,NA,NA,NA,NA,NA,577_0,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_39.fa,86.08921777769106,NA,NA,NA,NA,NA,578_0,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_13.fa,87.27116457343497,NA,NA,NA,NA,NA,579_0,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_176.fa,50.47845488484674,NA,NA,NA,NA,NA,580_1,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_82.fa,65.14252190476864,NA,NA,NA,NA,NA,580_2,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_310.fa,57.21195917970008,NA,NA,NA,NA,NA,581_0,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_21.fa,81.0031792117653,NA,NA,NA,NA,NA,582_0,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_76.fa,79.17425739433581,NA,NA,NA,NA,NA,583_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_99.fa,66.55910754755992,NA,NA,NA,NA,NA,584_0,NA,NA,1,NA,NA,NA,NA
snj20_SemiBin_49.fa,65.51814931292945,NA,NA,NA,NA,NA,585_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_115.fa,68.49223052395422,NA,NA,NA,NA,NA,586_0,NA,NA,1,NA,NA,NA,NA
sample5_SemiBin_86.fa,47.11656639362808,NA,NA,NA,NA,NA,587_0,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_23.fa,74.76665194159814,NA,NA,NA,NA,NA,588_1,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_155.fa,42.32333150682817,NA,NA,NA,NA,NA,588_2,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_173.fa,50.016620947812,NA,NA,NA,NA,NA,588_3,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_90.fa,69.17852370919073,NA,NA,NA,NA,NA,589_0,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_31.fa,65.06868530256573,NA,NA,NA,NA,NA,590_0,NA,NA,1,NA,NA,NA,NA
snj11_SemiBin_1057.fa,14.447909591668544,NA,NA,NA,NA,NA,591_1,NA,NA,1,NA,NA,NA,NA
snj20_SemiBin_20.fa,82.10585385135609,NA,NA,NA,NA,NA,591_2,NA,NA,1,NA,NA,NA,NA
cpsnj20_SemiBin_40.fa,63.285710563804535,NA,NA,NA,NA,NA,592_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_151.fa,60.34311705524369,NA,NA,NA,NA,NA,593_0,NA,NA,1,NA,NA,NA,NA
sample12_SemiBin_5.fa,77.54259405716378,NA,NA,NA,NA,NA,594_1,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_23.fa,78.79007448256982,NA,NA,NA,NA,NA,594_2,NA,NA,1,NA,NA,NA,NA
sample11_SemiBin_64.fa,89.12230640481006,NA,NA,NA,NA,NA,594_3,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_492.fa,21.75700633179075,NA,NA,NA,NA,NA,594_4,NA,NA,1,NA,NA,NA,NA
sample12_SemiBin_127.fa,44.60593136456741,NA,NA,NA,NA,NA,595_1,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_25.fa,90.40937715560185,NA,NA,NA,NA,NA,595_2,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_493.fa,16.135041316696192,NA,NA,NA,NA,NA,596_0,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_398.fa,21.371362611600546,NA,NA,NA,NA,NA,597_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_45.fa,86.88329921841263,NA,NA,NA,NA,NA,598_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_5.fa,98.05874365789884,NA,NA,NA,NA,NA,599_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_136.fa,57.80087688483573,NA,NA,NA,NA,NA,600_0,NA,NA,1,NA,NA,NA,NA
cpsnj01_SemiBin_112.fa,26.43501708523439,NA,NA,NA,NA,NA,601_0,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_110.fa,45.191922362612274,NA,NA,NA,NA,NA,602_0,NA,NA,1,NA,NA,NA,NA
cpsnj02_SemiBin_7.fa,72.35259573173485,NA,NA,NA,NA,NA,603_0,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_40.fa,76.94102477202028,NA,NA,NA,NA,NA,604_0,NA,NA,1,NA,NA,NA,NA
snj11_SemiBin_186.fa,62.140813402325634,NA,NA,NA,NA,NA,605_0,NA,NA,1,NA,NA,NA,NA
snj02_SemiBin_36.fa,59.08460802009896,NA,NA,NA,NA,NA,606_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_111.fa,69.36737376535457,NA,NA,NA,NA,NA,607_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_604.fa,14.297385531100256,NA,NA,NA,NA,NA,608_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_343.fa,41.860906815855785,NA,NA,NA,NA,NA,609_0,NA,NA,1,NA,NA,NA,NA
cpsnj02_SemiBin_638.fa,21.19784125612947,NA,NA,NA,NA,NA,610_0,NA,NA,1,NA,NA,NA,NA
cpsnj15_SemiBin_1.fa,96.34751406189125,NA,NA,NA,NA,NA,611_0,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_21.fa,91.92638301745502,NA,NA,NA,NA,NA,612_1,NA,NA,1,NA,NA,NA,NA
sample2_SemiBin_54.fa,50.4952628665616,NA,NA,NA,NA,NA,612_2,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_113.fa,75.56569155311058,NA,NA,NA,NA,NA,613_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_278.fa,60.83598286933962,NA,NA,NA,NA,NA,614_0,NA,NA,1,NA,NA,NA,NA
snj04_SemiBin_79.fa,43.81681179451512,NA,NA,NA,NA,NA,615_0,NA,NA,1,NA,NA,NA,NA
cpsnj02_SemiBin_59.fa,49.81506635885108,NA,NA,NA,NA,NA,616_0,NA,NA,1,NA,NA,NA,NA
snj08_SemiBin_42.fa,49.35168906410471,NA,NA,NA,NA,NA,617_0,NA,NA,1,NA,NA,NA,NA
sample2_SemiBin_916.fa,15.746510045505078,NA,NA,NA,NA,NA,618_0,NA,NA,1,NA,NA,NA,NA
snj11_SemiBin_187.fa,40.43992310379832,NA,NA,NA,NA,NA,619_0,NA,NA,1,NA,NA,NA,NA
cpsnj15_SemiBin_55.fa,54.00758730800138,NA,NA,NA,NA,NA,620_0,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_75.fa,49.27907899006872,NA,NA,NA,NA,NA,621_0,NA,NA,1,NA,NA,NA,NA
snj02_SemiBin_56.fa,44.468643510288615,NA,NA,NA,NA,NA,622_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_408.fa,58.11819455312234,NA,NA,NA,NA,NA,623_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_409.fa,33.17214591833253,NA,NA,NA,NA,NA,624_0,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_224.fa,59.6189403029122,NA,NA,NA,NA,NA,625_0,NA,NA,1,NA,NA,NA,NA
cpsnj15_SemiBin_0.fa,83.8679738498793,NA,NA,NA,NA,NA,626_0,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_58.fa,80.53281657676146,NA,NA,NA,NA,NA,627_1,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_88.fa,62.48504785629441,NA,NA,NA,NA,NA,627_2,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_149.fa,71.61895885172943,NA,NA,NA,NA,NA,628_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_85.fa,75.63031600131009,NA,NA,NA,NA,NA,629_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_17.fa,94.92365182705451,NA,NA,NA,NA,NA,630_0,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_64.fa,47.03349649599465,NA,NA,NA,NA,NA,631_1,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_59.fa,58.7659889524812,NA,NA,NA,NA,NA,631_2,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_147.fa,27.988326480036758,NA,NA,NA,NA,NA,632_0,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_487.fa,27.85632539396676,NA,NA,NA,NA,NA,633_0,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_108.fa,58.18290449728582,NA,NA,NA,NA,NA,634_1,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_1529.fa,23.99346265039595,NA,NA,NA,NA,NA,634_2,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_80.fa,48.34651879591739,NA,NA,NA,NA,NA,635_0,NA,NA,1,NA,NA,NA,NA
cpsnj08_SemiBin_5.fa,52.4609300675542,NA,NA,NA,NA,NA,636_1,NA,NA,1,NA,NA,NA,NA
sample30_SemiBin_25.fa,62.38562864437413,NA,NA,NA,NA,NA,636_2,NA,NA,1,NA,NA,NA,NA
