genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
cpsnj09_SemiBin_118.fa,475_1,0.050000000000000044,average,fastANI,475
cpsnj10_SemiBin_30.fa,475_1,0.050000000000000044,average,fastANI,475
cpsnj14_SemiBin_9.fa,475_1,0.050000000000000044,average,fastANI,475
sample15_SemiBin_160.fa,475_2,0.050000000000000044,average,fastANI,475
sample13_SemiBin_3.fa,476_1,0.050000000000000044,average,fastANI,476
sample18_SemiBin_38.fa,476_2,0.050000000000000044,average,fastANI,476
cpsnj11_SemiBin_125.fa,477_1,0.050000000000000044,average,fastANI,477
cpsnj14_SemiBin_113.fa,477_1,0.050000000000000044,average,fastANI,477
snj10_SemiBin_165.fa,477_1,0.050000000000000044,average,fastANI,477
snj14_SemiBin_45.fa,477_1,0.050000000000000044,average,fastANI,477
cpsnj15_SemiBin_61.fa,477_2,0.050000000000000044,average,fastANI,477
snj19_SemiBin_67.fa,477_3,0.050000000000000044,average,fastANI,477
sample1_SemiBin_93.fa,478_0,0.050000000000000044,average,fastANI,478
sample13_SemiBin_5.fa,479_1,0.050000000000000044,average,fastANI,479
sample15_SemiBin_97.fa,479_1,0.050000000000000044,average,fastANI,479
sample16_SemiBin_147.fa,479_1,0.050000000000000044,average,fastANI,479
sample1_SemiBin_91.fa,479_1,0.050000000000000044,average,fastANI,479
sample21_SemiBin_5.fa,479_1,0.050000000000000044,average,fastANI,479
sample23_SemiBin_47.fa,479_1,0.050000000000000044,average,fastANI,479
sample27_SemiBin_64.fa,479_1,0.050000000000000044,average,fastANI,479
sample22_SemiBin_63.fa,479_2,0.050000000000000044,average,fastANI,479
sample20_SemiBin_106.fa,479_3,0.050000000000000044,average,fastANI,479
cpsnj03_SemiBin_13.fa,479_4,0.050000000000000044,average,fastANI,479
cpsnj08_SemiBin_76.fa,479_4,0.050000000000000044,average,fastANI,479
cpsnj16_SemiBin_150.fa,479_4,0.050000000000000044,average,fastANI,479
cpsnj19_SemiBin_139.fa,479_4,0.050000000000000044,average,fastANI,479
snj03_SemiBin_2.fa,479_4,0.050000000000000044,average,fastANI,479
snj11_SemiBin_17.fa,479_4,0.050000000000000044,average,fastANI,479
snj16_SemiBin_26.fa,479_4,0.050000000000000044,average,fastANI,479
snj19_SemiBin_0.fa,479_4,0.050000000000000044,average,fastANI,479
snj08_SemiBin_116.fa,479_5,0.050000000000000044,average,fastANI,479
snj20_SemiBin_53.fa,479_6,0.050000000000000044,average,fastANI,479
sample24_SemiBin_19.fa,479_7,0.050000000000000044,average,fastANI,479
cpsnj16_SemiBin_1487.fa,480_0,0.050000000000000044,average,fastANI,480
sample6_SemiBin_1766.fa,481_0,0.050000000000000044,average,fastANI,481
sample18_SemiBin_139.fa,482_0,0.050000000000000044,average,fastANI,482
sample28_SemiBin_46.fa,483_0,0.050000000000000044,average,fastANI,483
cpsnj09_SemiBin_6.fa,484_1,0.050000000000000044,average,fastANI,484
cpsnj11_SemiBin_46.fa,484_1,0.050000000000000044,average,fastANI,484
sample14_SemiBin_13.fa,484_1,0.050000000000000044,average,fastANI,484
snj09_SemiBin_37.fa,484_1,0.050000000000000044,average,fastANI,484
cpsnj03_SemiBin_43.fa,484_2,0.050000000000000044,average,fastANI,484
snj08_SemiBin_207.fa,484_2,0.050000000000000044,average,fastANI,484
snj19_SemiBin_32.fa,484_2,0.050000000000000044,average,fastANI,484
sample17_SemiBin_291.fa,484_3,0.050000000000000044,average,fastANI,484
sample16_SemiBin_263.fa,485_1,0.050000000000000044,average,fastANI,485
sample7_SemiBin_86.fa,485_2,0.050000000000000044,average,fastANI,485
cpsnj08_SemiBin_79.fa,486_1,0.050000000000000044,average,fastANI,486
snj08_SemiBin_71.fa,486_1,0.050000000000000044,average,fastANI,486
sample25_SemiBin_206.fa,486_2,0.050000000000000044,average,fastANI,486
sample7_SemiBin_211.fa,487_0,0.050000000000000044,average,fastANI,487
sample18_SemiBin_266.fa,488_0,0.050000000000000044,average,fastANI,488
cpsnj13_SemiBin_77.fa,489_1,0.050000000000000044,average,fastANI,489
snj09_SemiBin_81.fa,489_2,0.050000000000000044,average,fastANI,489
cpsnj10_SemiBin_1872.fa,490_0,0.050000000000000044,average,fastANI,490
cpsnj10_SemiBin_968.fa,491_0,0.050000000000000044,average,fastANI,491
sample16_SemiBin_67.fa,492_1,0.050000000000000044,average,fastANI,492
sample25_SemiBin_256.fa,492_1,0.050000000000000044,average,fastANI,492
sample16_SemiBin_68.fa,493_1,0.050000000000000044,average,fastANI,493
sample17_SemiBin_41.fa,493_2,0.050000000000000044,average,fastANI,493
cpsnj02_SemiBin_68.fa,494_1,0.050000000000000044,average,fastANI,494
snj02_SemiBin_28.fa,494_1,0.050000000000000044,average,fastANI,494
cpsnj03_SemiBin_58.fa,495_1,0.050000000000000044,average,fastANI,495
snj03_SemiBin_59.fa,495_1,0.050000000000000044,average,fastANI,495
cpsnj19_SemiBin_101.fa,495_2,0.050000000000000044,average,fastANI,495
sample15_SemiBin_66.fa,495_2,0.050000000000000044,average,fastANI,495
sample20_SemiBin_129.fa,495_2,0.050000000000000044,average,fastANI,495
sample6_SemiBin_16.fa,495_2,0.050000000000000044,average,fastANI,495
snj19_SemiBin_43.fa,495_2,0.050000000000000044,average,fastANI,495
sample20_SemiBin_201.fa,496_0,0.050000000000000044,average,fastANI,496
snj11_SemiBin_47.fa,497_0,0.050000000000000044,average,fastANI,497
snj19_SemiBin_110.fa,498_0,0.050000000000000044,average,fastANI,498
sample16_SemiBin_73.fa,499_1,0.050000000000000044,average,fastANI,499
sample1_SemiBin_79.fa,499_1,0.050000000000000044,average,fastANI,499
sample25_SemiBin_65.fa,499_1,0.050000000000000044,average,fastANI,499
sample28_SemiBin_48.fa,500_0,0.050000000000000044,average,fastANI,500
cpsnj15_SemiBin_49.fa,501_0,0.050000000000000044,average,fastANI,501
sample16_SemiBin_71.fa,502_0,0.050000000000000044,average,fastANI,502
sample17_SemiBin_76.fa,503_0,0.050000000000000044,average,fastANI,503
sample19_SemiBin_89.fa,504_0,0.050000000000000044,average,fastANI,504
cpsnj15_SemiBin_5.fa,505_1,0.050000000000000044,average,fastANI,505
snj15_SemiBin_74.fa,505_1,0.050000000000000044,average,fastANI,505
sample10_SemiBin_56.fa,506_1,0.050000000000000044,average,fastANI,506
sample14_SemiBin_14.fa,506_1,0.050000000000000044,average,fastANI,506
sample15_SemiBin_15.fa,506_1,0.050000000000000044,average,fastANI,506
sample16_SemiBin_15.fa,506_1,0.050000000000000044,average,fastANI,506
sample18_SemiBin_128.fa,506_1,0.050000000000000044,average,fastANI,506
sample1_SemiBin_19.fa,506_1,0.050000000000000044,average,fastANI,506
sample20_SemiBin_158.fa,506_1,0.050000000000000044,average,fastANI,506
sample21_SemiBin_19.fa,506_1,0.050000000000000044,average,fastANI,506
sample22_SemiBin_49.fa,506_1,0.050000000000000044,average,fastANI,506
sample24_SemiBin_6.fa,506_1,0.050000000000000044,average,fastANI,506
sample25_SemiBin_51.fa,506_1,0.050000000000000044,average,fastANI,506
sample26_SemiBin_79.fa,506_1,0.050000000000000044,average,fastANI,506
sample27_SemiBin_28.fa,506_1,0.050000000000000044,average,fastANI,506
sample2_SemiBin_73.fa,506_1,0.050000000000000044,average,fastANI,506
sample6_SemiBin_12.fa,506_1,0.050000000000000044,average,fastANI,506
sample7_SemiBin_183.fa,506_1,0.050000000000000044,average,fastANI,506
sample17_SemiBin_585.fa,507_1,0.050000000000000044,average,fastANI,507
sample3_SemiBin_48.fa,507_1,0.050000000000000044,average,fastANI,507
sample4_SemiBin_69.fa,507_1,0.050000000000000044,average,fastANI,507
sample17_SemiBin_180.fa,508_1,0.050000000000000044,average,fastANI,508
sample18_SemiBin_197.fa,508_1,0.050000000000000044,average,fastANI,508
sample1_SemiBin_89.fa,508_1,0.050000000000000044,average,fastANI,508
sample16_SemiBin_163.fa,508_2,0.050000000000000044,average,fastANI,508
sample20_SemiBin_113.fa,509_0,0.050000000000000044,average,fastANI,509
sample21_SemiBin_1433.fa,510_0,0.050000000000000044,average,fastANI,510
sample19_SemiBin_104.fa,511_0,0.050000000000000044,average,fastANI,511
sample29_SemiBin_350.fa,512_0,0.050000000000000044,average,fastANI,512
snj19_SemiBin_108.fa,513_0,0.050000000000000044,average,fastANI,513
cpsnj03_SemiBin_77.fa,514_1,0.050000000000000044,average,fastANI,514
cpsnj19_SemiBin_50.fa,514_1,0.050000000000000044,average,fastANI,514
snj03_SemiBin_154.fa,514_1,0.050000000000000044,average,fastANI,514
snj19_SemiBin_46.fa,514_1,0.050000000000000044,average,fastANI,514
sample1_SemiBin_103.fa,514_2,0.050000000000000044,average,fastANI,514
cpsnj14_SemiBin_64.fa,515_0,0.050000000000000044,average,fastANI,515
sample26_SemiBin_83.fa,516_0,0.050000000000000044,average,fastANI,516
sample11_SemiBin_26.fa,517_1,0.050000000000000044,average,fastANI,517
sample13_SemiBin_118.fa,517_1,0.050000000000000044,average,fastANI,517
sample15_SemiBin_125.fa,518_1,0.050000000000000044,average,fastANI,518
sample17_SemiBin_65.fa,518_1,0.050000000000000044,average,fastANI,518
sample18_SemiBin_58.fa,518_1,0.050000000000000044,average,fastANI,518
sample1_SemiBin_38.fa,518_1,0.050000000000000044,average,fastANI,518
sample21_SemiBin_55.fa,518_1,0.050000000000000044,average,fastANI,518
sample25_SemiBin_38.fa,518_1,0.050000000000000044,average,fastANI,518
sample22_SemiBin_136.fa,518_2,0.050000000000000044,average,fastANI,518
sample17_SemiBin_66.fa,519_0,0.050000000000000044,average,fastANI,519
sample18_SemiBin_97.fa,520_0,0.050000000000000044,average,fastANI,520
sample18_SemiBin_167.fa,521_0,0.050000000000000044,average,fastANI,521
cpsnj14_SemiBin_68.fa,522_1,0.050000000000000044,average,fastANI,522
cpsnj16_SemiBin_60.fa,522_1,0.050000000000000044,average,fastANI,522
snj13_SemiBin_10.fa,522_1,0.050000000000000044,average,fastANI,522
snj14_SemiBin_30.fa,522_1,0.050000000000000044,average,fastANI,522
sample17_SemiBin_42.fa,523_1,0.050000000000000044,average,fastANI,523
sample1_SemiBin_88.fa,523_1,0.050000000000000044,average,fastANI,523
sample20_SemiBin_49.fa,523_1,0.050000000000000044,average,fastANI,523
sample4_SemiBin_220.fa,523_1,0.050000000000000044,average,fastANI,523
sample11_SemiBin_2.fa,524_1,0.050000000000000044,average,fastANI,524
sample12_SemiBin_32.fa,524_1,0.050000000000000044,average,fastANI,524
sample13_SemiBin_0.fa,524_1,0.050000000000000044,average,fastANI,524
sample13_SemiBin_122.fa,525_0,0.050000000000000044,average,fastANI,525
cpsnj09_SemiBin_144.fa,526_1,0.050000000000000044,average,fastANI,526
cpsnj11_SemiBin_43.fa,526_1,0.050000000000000044,average,fastANI,526
snj08_SemiBin_51.fa,526_1,0.050000000000000044,average,fastANI,526
snj11_SemiBin_62.fa,526_1,0.050000000000000044,average,fastANI,526
sample11_SemiBin_9.fa,527_0,0.050000000000000044,average,fastANI,527
sample17_SemiBin_3.fa,528_0,0.050000000000000044,average,fastANI,528
cpsnj03_SemiBin_62.fa,529_1,0.050000000000000044,average,fastANI,529
cpsnj19_SemiBin_85.fa,529_1,0.050000000000000044,average,fastANI,529
snj19_SemiBin_63.fa,529_1,0.050000000000000044,average,fastANI,529
snj11_SemiBin_184.fa,530_0,0.050000000000000044,average,fastANI,530
sample19_SemiBin_95.fa,531_1,0.050000000000000044,average,fastANI,531
sample22_SemiBin_182.fa,531_1,0.050000000000000044,average,fastANI,531
sample26_SemiBin_38.fa,532_0,0.050000000000000044,average,fastANI,532
cpsnj08_SemiBin_80.fa,533_0,0.050000000000000044,average,fastANI,533
sample20_SemiBin_703.fa,534_0,0.050000000000000044,average,fastANI,534
sample11_SemiBin_8.fa,535_1,0.050000000000000044,average,fastANI,535
sample12_SemiBin_8.fa,535_1,0.050000000000000044,average,fastANI,535
sample13_SemiBin_64.fa,535_1,0.050000000000000044,average,fastANI,535
sample20_SemiBin_133.fa,535_1,0.050000000000000044,average,fastANI,535
sample27_SemiBin_18.fa,535_1,0.050000000000000044,average,fastANI,535
snj20_SemiBin_41.fa,536_0,0.050000000000000044,average,fastANI,536
snj20_SemiBin_51.fa,537_0,0.050000000000000044,average,fastANI,537
sample18_SemiBin_14.fa,538_0,0.050000000000000044,average,fastANI,538
sample1_SemiBin_84.fa,539_0,0.050000000000000044,average,fastANI,539
cpsnj11_SemiBin_85.fa,540_0,0.050000000000000044,average,fastANI,540
snj20_SemiBin_84.fa,541_0,0.050000000000000044,average,fastANI,541
sample18_SemiBin_132.fa,542_0,0.050000000000000044,average,fastANI,542
sample7_SemiBin_385.fa,543_0,0.050000000000000044,average,fastANI,543
sample29_SemiBin_313.fa,544_0,0.050000000000000044,average,fastANI,544
snj01_SemiBin_33.fa,545_0,0.050000000000000044,average,fastANI,545
sample11_SemiBin_25.fa,546_0,0.050000000000000044,average,fastANI,546
sample29_SemiBin_109.fa,547_0,0.050000000000000044,average,fastANI,547
snj13_SemiBin_69.fa,548_0,0.050000000000000044,average,fastANI,548
sample27_SemiBin_81.fa,549_0,0.050000000000000044,average,fastANI,549
sample29_SemiBin_92.fa,550_0,0.050000000000000044,average,fastANI,550
cpsnj14_SemiBin_180.fa,551_1,0.050000000000000044,average,fastANI,551
snj13_SemiBin_68.fa,551_1,0.050000000000000044,average,fastANI,551
sample19_SemiBin_122.fa,552_0,0.050000000000000044,average,fastANI,552
sample29_SemiBin_138.fa,553_0,0.050000000000000044,average,fastANI,553
cpsnj03_SemiBin_778.fa,554_1,0.050000000000000044,average,fastANI,554
sample1_SemiBin_223.fa,554_2,0.050000000000000044,average,fastANI,554
cpsnj09_SemiBin_94.fa,555_1,0.050000000000000044,average,fastANI,555
cpsnj16_SemiBin_67.fa,555_1,0.050000000000000044,average,fastANI,555
snj14_SemiBin_71.fa,555_1,0.050000000000000044,average,fastANI,555
snj09_SemiBin_169.fa,555_2,0.050000000000000044,average,fastANI,555
sample18_SemiBin_88.fa,556_0,0.050000000000000044,average,fastANI,556
sample29_SemiBin_93.fa,557_0,0.050000000000000044,average,fastANI,557
sample5_SemiBin_61.fa,558_0,0.050000000000000044,average,fastANI,558
sample18_SemiBin_75.fa,559_0,0.050000000000000044,average,fastANI,559
sample21_SemiBin_72.fa,560_0,0.050000000000000044,average,fastANI,560
sample18_SemiBin_126.fa,561_1,0.050000000000000044,average,fastANI,561
sample3_SemiBin_60.fa,561_1,0.050000000000000044,average,fastANI,561
sample18_SemiBin_178.fa,562_0,0.050000000000000044,average,fastANI,562
sample16_SemiBin_110.fa,563_1,0.050000000000000044,average,fastANI,563
sample20_SemiBin_142.fa,563_1,0.050000000000000044,average,fastANI,563
sample22_SemiBin_238.fa,563_1,0.050000000000000044,average,fastANI,563
sample25_SemiBin_77.fa,563_1,0.050000000000000044,average,fastANI,563
sample2_SemiBin_27.fa,563_1,0.050000000000000044,average,fastANI,563
sample5_SemiBin_227.fa,563_1,0.050000000000000044,average,fastANI,563
sample7_SemiBin_52.fa,563_1,0.050000000000000044,average,fastANI,563
sample13_SemiBin_87.fa,564_0,0.050000000000000044,average,fastANI,564
sample5_SemiBin_18.fa,565_0,0.050000000000000044,average,fastANI,565
sample7_SemiBin_394.fa,566_0,0.050000000000000044,average,fastANI,566
sample23_SemiBin_100.fa,567_0,0.050000000000000044,average,fastANI,567
cpsnj11_SemiBin_101.fa,568_1,0.050000000000000044,average,fastANI,568
snj11_SemiBin_107.fa,568_1,0.050000000000000044,average,fastANI,568
cpsnj19_SemiBin_42.fa,569_1,0.050000000000000044,average,fastANI,569
snj19_SemiBin_76.fa,569_1,0.050000000000000044,average,fastANI,569
cpsnj20_SemiBin_114.fa,569_2,0.050000000000000044,average,fastANI,569
snj01_SemiBin_96.fa,569_3,0.050000000000000044,average,fastANI,569
sample24_SemiBin_31.fa,570_1,0.050000000000000044,average,fastANI,570
sample26_SemiBin_62.fa,570_2,0.050000000000000044,average,fastANI,570
sample23_SemiBin_444.fa,570_3,0.050000000000000044,average,fastANI,570
sample16_SemiBin_109.fa,570_4,0.050000000000000044,average,fastANI,570
sample28_SemiBin_61.fa,570_5,0.050000000000000044,average,fastANI,570
sample6_SemiBin_145.fa,571_0,0.050000000000000044,average,fastANI,571
sample22_SemiBin_1598.fa,572_0,0.050000000000000044,average,fastANI,572
sample4_SemiBin_104.fa,573_0,0.050000000000000044,average,fastANI,573
snj04_SemiBin_1776.fa,574_0,0.050000000000000044,average,fastANI,574
cpsnj13_SemiBin_26.fa,575_0,0.050000000000000044,average,fastANI,575
sample15_SemiBin_55.fa,576_1,0.050000000000000044,average,fastANI,576
sample22_SemiBin_112.fa,576_1,0.050000000000000044,average,fastANI,576
sample13_SemiBin_115.fa,576_2,0.050000000000000044,average,fastANI,576
cpsnj09_SemiBin_107.fa,577_0,0.050000000000000044,average,fastANI,577
sample20_SemiBin_39.fa,578_0,0.050000000000000044,average,fastANI,578
sample6_SemiBin_13.fa,579_0,0.050000000000000044,average,fastANI,579
sample13_SemiBin_176.fa,580_1,0.050000000000000044,average,fastANI,580
sample22_SemiBin_82.fa,580_1,0.050000000000000044,average,fastANI,580
sample18_SemiBin_310.fa,581_0,0.050000000000000044,average,fastANI,581
sample25_SemiBin_21.fa,582_0,0.050000000000000044,average,fastANI,582
sample1_SemiBin_76.fa,583_0,0.050000000000000044,average,fastANI,583
sample29_SemiBin_99.fa,584_0,0.050000000000000044,average,fastANI,584
snj20_SemiBin_49.fa,585_0,0.050000000000000044,average,fastANI,585
sample29_SemiBin_115.fa,586_0,0.050000000000000044,average,fastANI,586
sample5_SemiBin_86.fa,587_0,0.050000000000000044,average,fastANI,587
cpsnj13_SemiBin_23.fa,588_1,0.050000000000000044,average,fastANI,588
cpsnj14_SemiBin_155.fa,588_1,0.050000000000000044,average,fastANI,588
sample20_SemiBin_173.fa,588_2,0.050000000000000044,average,fastANI,588
cpsnj13_SemiBin_90.fa,589_0,0.050000000000000044,average,fastANI,589
snj13_SemiBin_31.fa,590_0,0.050000000000000044,average,fastANI,590
snj11_SemiBin_1057.fa,591_1,0.050000000000000044,average,fastANI,591
snj20_SemiBin_20.fa,591_2,0.050000000000000044,average,fastANI,591
cpsnj20_SemiBin_40.fa,592_0,0.050000000000000044,average,fastANI,592
sample29_SemiBin_151.fa,593_0,0.050000000000000044,average,fastANI,593
sample11_SemiBin_64.fa,594_1,0.050000000000000044,average,fastANI,594
sample12_SemiBin_5.fa,594_1,0.050000000000000044,average,fastANI,594
sample13_SemiBin_23.fa,594_1,0.050000000000000044,average,fastANI,594
sample22_SemiBin_492.fa,594_2,0.050000000000000044,average,fastANI,594
sample12_SemiBin_127.fa,595_1,0.050000000000000044,average,fastANI,595
sample13_SemiBin_25.fa,595_1,0.050000000000000044,average,fastANI,595
sample22_SemiBin_493.fa,596_0,0.050000000000000044,average,fastANI,596
sample27_SemiBin_398.fa,597_0,0.050000000000000044,average,fastANI,597
sample29_SemiBin_45.fa,598_0,0.050000000000000044,average,fastANI,598
sample29_SemiBin_5.fa,599_0,0.050000000000000044,average,fastANI,599
sample29_SemiBin_136.fa,600_0,0.050000000000000044,average,fastANI,600
cpsnj01_SemiBin_112.fa,601_0,0.050000000000000044,average,fastANI,601
snj09_SemiBin_110.fa,602_0,0.050000000000000044,average,fastANI,602
cpsnj02_SemiBin_7.fa,603_0,0.050000000000000044,average,fastANI,603
cpsnj09_SemiBin_40.fa,604_0,0.050000000000000044,average,fastANI,604
snj11_SemiBin_186.fa,605_0,0.050000000000000044,average,fastANI,605
snj02_SemiBin_36.fa,606_0,0.050000000000000044,average,fastANI,606
sample29_SemiBin_111.fa,607_0,0.050000000000000044,average,fastANI,607
sample29_SemiBin_604.fa,608_0,0.050000000000000044,average,fastANI,608
sample19_SemiBin_343.fa,609_0,0.050000000000000044,average,fastANI,609
cpsnj02_SemiBin_638.fa,610_0,0.050000000000000044,average,fastANI,610
cpsnj15_SemiBin_1.fa,611_0,0.050000000000000044,average,fastANI,611
sample22_SemiBin_21.fa,612_1,0.050000000000000044,average,fastANI,612
sample2_SemiBin_54.fa,612_2,0.050000000000000044,average,fastANI,612
sample19_SemiBin_113.fa,613_0,0.050000000000000044,average,fastANI,613
sample29_SemiBin_278.fa,614_0,0.050000000000000044,average,fastANI,614
snj04_SemiBin_79.fa,615_0,0.050000000000000044,average,fastANI,615
cpsnj02_SemiBin_59.fa,616_0,0.050000000000000044,average,fastANI,616
snj08_SemiBin_42.fa,617_0,0.050000000000000044,average,fastANI,617
sample2_SemiBin_916.fa,618_0,0.050000000000000044,average,fastANI,618
snj11_SemiBin_187.fa,619_0,0.050000000000000044,average,fastANI,619
cpsnj15_SemiBin_55.fa,620_0,0.050000000000000044,average,fastANI,620
sample6_SemiBin_75.fa,621_0,0.050000000000000044,average,fastANI,621
snj02_SemiBin_56.fa,622_0,0.050000000000000044,average,fastANI,622
sample29_SemiBin_408.fa,623_0,0.050000000000000044,average,fastANI,623
sample29_SemiBin_409.fa,624_0,0.050000000000000044,average,fastANI,624
cpsnj19_SemiBin_224.fa,625_0,0.050000000000000044,average,fastANI,625
cpsnj15_SemiBin_0.fa,626_0,0.050000000000000044,average,fastANI,626
sample20_SemiBin_58.fa,627_1,0.050000000000000044,average,fastANI,627
sample27_SemiBin_88.fa,627_1,0.050000000000000044,average,fastANI,627
sample29_SemiBin_149.fa,628_0,0.050000000000000044,average,fastANI,628
sample29_SemiBin_85.fa,629_0,0.050000000000000044,average,fastANI,629
sample19_SemiBin_17.fa,630_0,0.050000000000000044,average,fastANI,630
sample16_SemiBin_64.fa,631_1,0.050000000000000044,average,fastANI,631
sample6_SemiBin_59.fa,631_2,0.050000000000000044,average,fastANI,631
sample22_SemiBin_147.fa,632_0,0.050000000000000044,average,fastANI,632
sample13_SemiBin_487.fa,633_0,0.050000000000000044,average,fastANI,633
sample15_SemiBin_108.fa,634_1,0.050000000000000044,average,fastANI,634
sample25_SemiBin_1529.fa,634_2,0.050000000000000044,average,fastANI,634
cpsnj16_SemiBin_80.fa,635_0,0.050000000000000044,average,fastANI,635
cpsnj04_SemiBin_158.fa,636_1,0.050000000000000044,average,fastANI,636
cpsnj08_SemiBin_5.fa,636_1,0.050000000000000044,average,fastANI,636
sample28_SemiBin_23.fa,636_1,0.050000000000000044,average,fastANI,636
sample30_SemiBin_25.fa,636_1,0.050000000000000044,average,fastANI,636
sample16_SemiBin_185.fa,636_2,0.050000000000000044,average,fastANI,636
sample27_SemiBin_77.fa,636_3,0.050000000000000044,average,fastANI,636
cpsnj03_SemiBin_91.fa,636_4,0.050000000000000044,average,fastANI,636
cpsnj01_SemiBin_85.fa,636_5,0.050000000000000044,average,fastANI,636
sample24_SemiBin_1183.fa,636_6,0.050000000000000044,average,fastANI,636
sample6_SemiBin_66.fa,636_7,0.050000000000000044,average,fastANI,636
cpsnj02_SemiBin_132.fa,636_8,0.050000000000000044,average,fastANI,636
sample26_SemiBin_157.fa,636_9,0.050000000000000044,average,fastANI,636
cpsnj09_SemiBin_243.fa,636_10,0.050000000000000044,average,fastANI,636
cpsnj15_SemiBin_90.fa,636_11,0.050000000000000044,average,fastANI,636
cpsnj10_SemiBin_361.fa,637_0,0.050000000000000044,average,fastANI,637
cpsnj16_SemiBin_47.fa,638_1,0.050000000000000044,average,fastANI,638
snj13_SemiBin_76.fa,638_1,0.050000000000000044,average,fastANI,638
sample11_SemiBin_27.fa,639_1,0.050000000000000044,average,fastANI,639
sample13_SemiBin_99.fa,639_1,0.050000000000000044,average,fastANI,639
sample17_SemiBin_10.fa,639_1,0.050000000000000044,average,fastANI,639
sample19_SemiBin_212.fa,639_1,0.050000000000000044,average,fastANI,639
sample20_SemiBin_309.fa,639_1,0.050000000000000044,average,fastANI,639
sample22_SemiBin_249.fa,639_1,0.050000000000000044,average,fastANI,639
sample25_SemiBin_72.fa,639_1,0.050000000000000044,average,fastANI,639
sample15_SemiBin_220.fa,640_1,0.050000000000000044,average,fastANI,640
sample19_SemiBin_32.fa,640_1,0.050000000000000044,average,fastANI,640
sample29_SemiBin_312.fa,640_1,0.050000000000000044,average,fastANI,640
sample2_SemiBin_58.fa,640_1,0.050000000000000044,average,fastANI,640
sample30_SemiBin_10.fa,640_1,0.050000000000000044,average,fastANI,640
sample5_SemiBin_39.fa,640_1,0.050000000000000044,average,fastANI,640
sample6_SemiBin_82.fa,640_1,0.050000000000000044,average,fastANI,640
sample7_SemiBin_263.fa,640_1,0.050000000000000044,average,fastANI,640
cpsnj09_SemiBin_20.fa,641_1,0.050000000000000044,average,fastANI,641
cpsnj10_SemiBin_9.fa,641_1,0.050000000000000044,average,fastANI,641
cpsnj11_SemiBin_235.fa,641_1,0.050000000000000044,average,fastANI,641
cpsnj13_SemiBin_6.fa,641_1,0.050000000000000044,average,fastANI,641
cpsnj14_SemiBin_16.fa,641_1,0.050000000000000044,average,fastANI,641
snj09_SemiBin_29.fa,641_1,0.050000000000000044,average,fastANI,641
sample13_SemiBin_215.fa,642_1,0.050000000000000044,average,fastANI,642
sample16_SemiBin_323.fa,642_1,0.050000000000000044,average,fastANI,642
sample17_SemiBin_119.fa,642_1,0.050000000000000044,average,fastANI,642
sample22_SemiBin_162.fa,642_1,0.050000000000000044,average,fastANI,642
sample26_SemiBin_205.fa,642_1,0.050000000000000044,average,fastANI,642
sample17_SemiBin_289.fa,643_0,0.050000000000000044,average,fastANI,643
sample19_SemiBin_105.fa,644_0,0.050000000000000044,average,fastANI,644
sample19_SemiBin_101.fa,645_0,0.050000000000000044,average,fastANI,645
cpsnj02_SemiBin_37.fa,646_1,0.050000000000000044,average,fastANI,646
cpsnj03_SemiBin_16.fa,646_1,0.050000000000000044,average,fastANI,646
cpsnj04_SemiBin_32.fa,646_1,0.050000000000000044,average,fastANI,646
cpsnj15_SemiBin_127.fa,646_1,0.050000000000000044,average,fastANI,646
cpsnj19_SemiBin_118.fa,646_1,0.050000000000000044,average,fastANI,646
sample16_SemiBin_102.fa,646_1,0.050000000000000044,average,fastANI,646
sample20_SemiBin_221.fa,646_1,0.050000000000000044,average,fastANI,646
sample24_SemiBin_2.fa,646_1,0.050000000000000044,average,fastANI,646
sample25_SemiBin_227.fa,646_1,0.050000000000000044,average,fastANI,646
sample6_SemiBin_25.fa,646_1,0.050000000000000044,average,fastANI,646
snj03_SemiBin_97.fa,646_1,0.050000000000000044,average,fastANI,646
snj04_SemiBin_46.fa,646_1,0.050000000000000044,average,fastANI,646
snj20_SemiBin_34.fa,646_2,0.050000000000000044,average,fastANI,646
sample16_SemiBin_32.fa,647_1,0.050000000000000044,average,fastANI,647
sample7_SemiBin_103.fa,647_1,0.050000000000000044,average,fastANI,647
cpsnj14_SemiBin_72.fa,648_1,0.050000000000000044,average,fastANI,648
sample14_SemiBin_50.fa,648_2,0.050000000000000044,average,fastANI,648
cpsnj19_SemiBin_162.fa,649_1,0.050000000000000044,average,fastANI,649
snj19_SemiBin_99.fa,649_1,0.050000000000000044,average,fastANI,649
sample13_SemiBin_648.fa,650_1,0.050000000000000044,average,fastANI,650
sample16_SemiBin_184.fa,650_1,0.050000000000000044,average,fastANI,650
sample17_SemiBin_38.fa,650_1,0.050000000000000044,average,fastANI,650
sample18_SemiBin_143.fa,650_1,0.050000000000000044,average,fastANI,650
sample1_SemiBin_430.fa,650_1,0.050000000000000044,average,fastANI,650
sample25_SemiBin_31.fa,650_1,0.050000000000000044,average,fastANI,650
sample26_SemiBin_44.fa,650_1,0.050000000000000044,average,fastANI,650
cpsnj09_SemiBin_320.fa,651_1,0.050000000000000044,average,fastANI,651
cpsnj10_SemiBin_281.fa,651_1,0.050000000000000044,average,fastANI,651
cpsnj14_SemiBin_52.fa,651_1,0.050000000000000044,average,fastANI,651
