genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
snj02_SemiBin_56.fa,44.50864351028861,NA,NA,NA,NA,NA,622_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_408.fa,58.15819455312234,NA,NA,NA,NA,NA,623_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_409.fa,33.21214591833253,NA,NA,NA,NA,NA,624_0,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_224.fa,59.6589403029122,NA,NA,NA,NA,NA,625_0,NA,NA,1,NA,NA,NA,NA
cpsnj15_SemiBin_0.fa,83.9079738498793,NA,NA,NA,NA,NA,626_0,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_58.fa,81.54784557676146,NA,NA,NA,NA,NA,627_1,NA,NA,2,97.50,97.50,NA,NA
sample29_SemiBin_149.fa,71.65895885172942,NA,NA,NA,NA,NA,628_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_85.fa,75.67031600131008,NA,NA,NA,NA,NA,629_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_17.fa,94.96365182705452,NA,NA,NA,NA,NA,630_0,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_64.fa,47.07349649599465,NA,NA,NA,NA,NA,631_1,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_59.fa,58.8059889524812,NA,NA,NA,NA,NA,631_2,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_147.fa,28.028326480036757,NA,NA,NA,NA,NA,632_0,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_487.fa,27.89632539396676,NA,NA,NA,NA,NA,633_0,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_108.fa,58.22290449728582,NA,NA,NA,NA,NA,634_1,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_1529.fa,24.03346265039595,NA,NA,NA,NA,NA,634_2,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_80.fa,48.38651879591739,NA,NA,NA,NA,NA,635_0,NA,NA,1,NA,NA,NA,NA
sample30_SemiBin_25.fa,63.37968497770746,NA,NA,NA,NA,NA,636_1,NA,NA,4,95.67,95.26,NA,NA
sample16_SemiBin_185.fa,51.1394726543972,NA,NA,NA,NA,NA,636_2,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_77.fa,32.075731902657935,NA,NA,NA,NA,NA,636_3,NA,NA,1,NA,NA,NA,NA
cpsnj03_SemiBin_91.fa,48.2014616418875,NA,NA,NA,NA,NA,636_4,NA,NA,1,NA,NA,NA,NA
cpsnj01_SemiBin_85.fa,38.21639982536202,NA,NA,NA,NA,NA,636_5,NA,NA,1,NA,NA,NA,NA
sample24_SemiBin_1183.fa,47.90157588435143,NA,NA,NA,NA,NA,636_6,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_66.fa,45.21623848905718,NA,NA,NA,NA,NA,636_7,NA,NA,1,NA,NA,NA,NA
cpsnj02_SemiBin_132.fa,43.66065696134551,NA,NA,NA,NA,NA,636_8,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_157.fa,41.747535670417655,NA,NA,NA,NA,NA,636_9,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_243.fa,50.07454995394098,NA,NA,NA,NA,NA,636_10,NA,NA,1,NA,NA,NA,NA
cpsnj15_SemiBin_90.fa,31.848569405008902,NA,NA,NA,NA,NA,636_11,NA,NA,1,NA,NA,NA,NA
cpsnj10_SemiBin_361.fa,13.925495357805342,NA,NA,NA,NA,NA,637_0,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_47.fa,81.98688374702328,NA,NA,NA,NA,NA,638_1,NA,NA,2,98.26,98.26,NA,NA
sample17_SemiBin_10.fa,91.744014582141,NA,NA,NA,NA,NA,639_1,NA,NA,7,98.97,98.00,NA,NA
sample5_SemiBin_39.fa,70.36447279689774,NA,NA,NA,NA,NA,640_1,NA,NA,8,98.70,97.82,NA,NA
cpsnj13_SemiBin_6.fa,80.63740224241964,NA,NA,NA,NA,NA,641_1,NA,NA,6,99.19,98.59,NA,NA
sample22_SemiBin_162.fa,68.8609688004739,NA,NA,NA,NA,NA,642_1,NA,NA,5,98.18,96.11,NA,NA
sample17_SemiBin_289.fa,48.29891660486612,NA,NA,NA,NA,NA,643_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_105.fa,45.66907103491887,NA,NA,NA,NA,NA,644_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_101.fa,43.23589651046899,NA,NA,NA,NA,NA,645_0,NA,NA,1,NA,NA,NA,NA
cpsnj04_SemiBin_32.fa,80.59933177889228,NA,NA,NA,NA,NA,646_1,NA,NA,12,97.27,95.49,NA,NA
snj20_SemiBin_34.fa,52.133646891606325,NA,NA,NA,NA,NA,646_2,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_32.fa,75.06316253308351,NA,NA,NA,NA,NA,647_1,NA,NA,2,98.75,98.75,NA,NA
cpsnj14_SemiBin_72.fa,63.15004821477928,NA,NA,NA,NA,NA,648_1,NA,NA,1,NA,NA,NA,NA
sample14_SemiBin_50.fa,39.71996533462372,NA,NA,NA,NA,NA,648_2,NA,NA,1,NA,NA,NA,NA
snj19_SemiBin_99.fa,43.60006797195949,NA,NA,NA,NA,NA,649_1,NA,NA,2,97.26,97.26,NA,NA
sample18_SemiBin_143.fa,61.21700567365252,NA,NA,NA,NA,NA,650_1,NA,NA,7,98.57,97.61,NA,NA
cpsnj14_SemiBin_52.fa,61.155740223593554,NA,NA,NA,NA,NA,651_1,NA,NA,3,97.36,97.25,NA,NA
cpsnj08_SemiBin_7.fa,51.76122904345869,NA,NA,NA,NA,NA,651_2,NA,NA,5,98.04,96.61,NA,NA
cpsnj11_SemiBin_348.fa,16.462309595235062,NA,NA,NA,NA,NA,652_0,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_192.fa,68.97002605663106,NA,NA,NA,NA,NA,653_1,NA,NA,2,99.03,99.03,NA,NA
sample3_SemiBin_13.fa,68.93360252719513,NA,NA,NA,NA,NA,654_1,NA,NA,2,98.61,98.61,NA,NA
sample15_SemiBin_43.fa,74.12449660216939,NA,NA,NA,NA,NA,655_1,NA,NA,6,98.80,97.87,NA,NA
sample13_SemiBin_233.fa,59.30296886021551,NA,NA,NA,NA,NA,656_1,NA,NA,2,96.57,96.57,NA,NA
sample22_SemiBin_31.fa,84.67853546421173,NA,NA,NA,NA,NA,657_1,NA,NA,10,97.25,95.71,NA,NA
sample13_SemiBin_9.fa,66.50988016359503,NA,NA,NA,NA,NA,658_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_162.fa,57.62521867656311,NA,NA,NA,NA,NA,659_1,NA,NA,2,97.17,97.17,NA,NA
cpsnj11_SemiBin_73.fa,67.9227304735744,NA,NA,NA,NA,NA,660_1,NA,NA,3,98.79,97.83,NA,NA
cpsnj15_SemiBin_27.fa,43.87145981042473,NA,NA,NA,NA,NA,660_2,NA,NA,1,NA,NA,NA,NA
sample5_SemiBin_80.fa,44.03556738059992,NA,NA,NA,NA,NA,660_3,NA,NA,1,NA,NA,NA,NA
snj20_SemiBin_31.fa,65.67905349104969,NA,NA,NA,NA,NA,661_1,NA,NA,3,97.97,95.91,NA,NA
cpsnj04_SemiBin_68.fa,38.90969060920906,NA,NA,NA,NA,NA,661_2,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_220.fa,50.30043648261363,NA,NA,NA,NA,NA,662_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_196.fa,53.25103567961578,NA,NA,NA,NA,NA,663_0,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_45.fa,66.71258042851734,NA,NA,NA,NA,NA,664_1,NA,NA,2,96.71,96.71,NA,NA
snj15_SemiBin_59.fa,30.01236996312641,NA,NA,NA,NA,NA,664_2,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_116.fa,16.760417811400913,NA,NA,NA,NA,NA,665_0,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_37.fa,66.8628726305016,NA,NA,NA,NA,NA,666_1,NA,NA,6,97.93,95.69,NA,NA
snj09_SemiBin_1.fa,82.22316388846312,NA,NA,NA,NA,NA,667_1,NA,NA,6,99.12,96.09,NA,NA
cpsnj10_SemiBin_736.fa,15.019018051636705,NA,NA,NA,NA,NA,668_1,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_429.fa,25.151427505704078,NA,NA,NA,NA,NA,668_2,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_41.fa,86.21981989347105,NA,NA,NA,NA,NA,669_1,NA,NA,2,98.95,98.95,NA,NA
sample20_SemiBin_187.fa,42.382132874691415,NA,NA,NA,NA,NA,670_0,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_35.fa,82.31305927233394,NA,NA,NA,NA,NA,671_1,NA,NA,2,99.57,99.57,NA,NA
sample29_SemiBin_21.fa,85.16279578776242,NA,NA,NA,NA,NA,672_1,NA,NA,5,97.62,96.24,NA,NA
sample19_SemiBin_124.fa,55.01324467257848,NA,NA,NA,NA,NA,672_2,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_187.fa,22.49892265607744,NA,NA,NA,NA,NA,673_0,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_64.fa,52.612297361297,NA,NA,NA,NA,NA,674_1,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_128.fa,16.030027191766965,NA,NA,NA,NA,NA,674_2,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_11.fa,84.1971526401596,NA,NA,NA,NA,NA,675_1,NA,NA,2,97.60,97.60,NA,NA
sample18_SemiBin_8.fa,66.41553514208641,NA,NA,NA,NA,NA,675_2,NA,NA,1,NA,NA,NA,NA
snj14_SemiBin_88.fa,60.828078005111095,NA,NA,NA,NA,NA,676_1,NA,NA,2,97.73,97.73,NA,NA
cpsnj14_SemiBin_6.fa,75.10724226055456,NA,NA,NA,NA,NA,677_1,NA,NA,8,99.22,96.18,NA,NA
snj08_SemiBin_88.fa,47.01813508858321,NA,NA,NA,NA,NA,678_1,NA,NA,4,98.76,97.17,NA,NA
snj20_SemiBin_266.fa,9.873115964182492,NA,NA,NA,NA,NA,678_2,NA,NA,1,NA,NA,NA,NA
snj19_SemiBin_13.fa,81.3287832228549,NA,NA,NA,NA,NA,679_1,NA,NA,18,98.56,97.31,NA,NA
sample15_SemiBin_104.fa,30.358637269431792,NA,NA,NA,NA,NA,679_2,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_412.fa,39.86826583092077,NA,NA,NA,NA,NA,679_3,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_307.fa,34.34864674947284,NA,NA,NA,NA,NA,680_0,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_110.fa,58.20953246970532,NA,NA,NA,NA,NA,681_0,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_15.fa,88.5124952308793,NA,NA,NA,NA,NA,682_1,NA,NA,2,97.68,97.68,NA,NA
sample20_SemiBin_34.fa,94.32715508822498,NA,NA,NA,NA,NA,682_2,NA,NA,4,98.31,96.10,NA,NA
cpsnj08_SemiBin_91.fa,36.91208143782752,NA,NA,NA,NA,NA,683_0,NA,NA,1,NA,NA,NA,NA
sample14_SemiBin_97.fa,21.842722559272083,NA,NA,NA,NA,NA,684_0,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_138.fa,58.22594590431056,NA,NA,NA,NA,NA,685_1,NA,NA,2,95.90,95.90,NA,NA
snj09_SemiBin_4.fa,97.00791946525491,NA,NA,NA,NA,NA,686_1,NA,NA,2,98.52,98.52,NA,NA
sample13_SemiBin_6.fa,97.2363619096711,NA,NA,NA,NA,NA,687_1,NA,NA,5,99.18,95.68,NA,NA
sample8_SemiBin_1351.fa,18.53001206856911,NA,NA,NA,NA,NA,687_2,NA,NA,1,NA,NA,NA,NA
sample3_SemiBin_66.fa,41.50987410946593,NA,NA,NA,NA,NA,687_3,NA,NA,1,NA,NA,NA,NA
cpsnj10_SemiBin_109.fa,50.435508559327296,NA,NA,NA,NA,NA,688_0,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_71.fa,63.19595506848624,NA,NA,NA,NA,NA,689_0,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_104.fa,63.99543899202825,NA,NA,NA,NA,NA,690_1,NA,NA,2,97.56,97.56,NA,NA
sample18_SemiBin_175.fa,40.82533485237063,NA,NA,NA,NA,NA,690_2,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_21.fa,95.67579027548167,NA,NA,NA,NA,NA,691_1,NA,NA,6,99.32,97.78,NA,NA
sample15_SemiBin_82.fa,62.51130978269816,NA,NA,NA,NA,NA,692_0,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_663.fa,29.930556344741344,NA,NA,NA,NA,NA,693_0,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_13.fa,88.26469186252277,NA,NA,NA,NA,NA,694_1,NA,NA,3,99.41,98.50,NA,NA
snj08_SemiBin_109.fa,39.94698069589671,NA,NA,NA,NA,NA,694_2,NA,NA,1,NA,NA,NA,NA
cpsnj08_SemiBin_89.fa,26.97548135880919,NA,NA,NA,NA,NA,694_3,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_21.fa,86.46578034041866,NA,NA,NA,NA,NA,695_1,NA,NA,4,96.77,96.32,NA,NA
sample15_SemiBin_13.fa,92.96143764339652,NA,NA,NA,NA,NA,695_2,NA,NA,11,98.79,95.48,NA,NA
cpsnj01_SemiBin_23.fa,48.6845490995283,NA,NA,NA,NA,NA,695_3,NA,NA,1,NA,NA,NA,NA
snj02_SemiBin_96.fa,21.64007796923213,NA,NA,NA,NA,NA,695_4,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_1929.fa,23.98302912102128,NA,NA,NA,NA,NA,696_0,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_179.fa,64.74382268370496,NA,NA,NA,NA,NA,697_1,NA,NA,2,95.13,95.13,NA,NA
sample24_SemiBin_51.fa,33.3170874358813,NA,NA,NA,NA,NA,697_2,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_150.fa,26.348202786737737,NA,NA,NA,NA,NA,697_3,NA,NA,1,NA,NA,NA,NA
cpsnj10_SemiBin_59.fa,83.01589096052517,NA,NA,NA,NA,NA,698_1,NA,NA,8,97.32,95.31,NA,NA
sample28_SemiBin_14.fa,67.0790470798384,NA,NA,NA,NA,NA,698_2,NA,NA,1,NA,NA,NA,NA
snj01_SemiBin_45.fa,22.93448485408913,NA,NA,NA,NA,NA,699_0,NA,NA,1,NA,NA,NA,NA
snj11_SemiBin_89.fa,47.78711286987982,NA,NA,NA,NA,NA,700_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_55.fa,87.49667790651331,NA,NA,NA,NA,NA,701_1,NA,NA,3,98.88,98.63,NA,NA
sample29_SemiBin_211.fa,47.13459039445378,NA,NA,NA,NA,NA,702_0,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_151.fa,42.75879455526585,NA,NA,NA,NA,NA,703_0,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_28.fa,82.32669223863378,NA,NA,NA,NA,NA,704_1,NA,NA,4,97.44,96.08,NA,NA
sample20_SemiBin_75.fa,80.35408011211955,NA,NA,NA,NA,NA,705_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_186.fa,66.63203416246566,NA,NA,NA,NA,NA,706_0,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_6.fa,95.85931980511992,NA,NA,NA,NA,NA,707_1,NA,NA,6,99.03,97.41,NA,NA
sample4_SemiBin_227.fa,45.6454357589327,NA,NA,NA,NA,NA,708_1,NA,NA,2,97.06,97.06,NA,NA
sample5_SemiBin_5.fa,96.40161063692668,NA,NA,NA,NA,NA,709_1,NA,NA,13,99.22,96.53,NA,NA
sample18_SemiBin_72.fa,86.02938590868592,NA,NA,NA,NA,NA,710_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_1.fa,101.71725680661449,NA,NA,NA,NA,NA,711_1,NA,NA,5,99.86,98.07,NA,NA
cpsnj19_SemiBin_68.fa,55.05680831027119,NA,NA,NA,NA,NA,712_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_2.fa,102.92452635536876,NA,NA,NA,NA,NA,713_1,NA,NA,24,98.52,96.62,NA,NA
snj08_SemiBin_87.fa,37.49247766677018,NA,NA,NA,NA,NA,713_2,NA,NA,1,NA,NA,NA,NA
snj04_SemiBin_2.fa,102.62836098611112,NA,NA,NA,NA,NA,714_1,NA,NA,23,97.86,94.41,NA,NA
sample20_SemiBin_210.fa,48.28393705364462,NA,NA,NA,NA,NA,714_2,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_105.fa,53.85065118519005,NA,NA,NA,NA,NA,715_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_134.fa,48.20954285685717,NA,NA,NA,NA,NA,716_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_17.fa,95.93127957398244,NA,NA,NA,NA,NA,717_1,NA,NA,7,98.37,96.99,NA,NA
sample17_SemiBin_158.fa,50.54645345839127,NA,NA,NA,NA,NA,718_0,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_38.fa,56.33185908557903,NA,NA,NA,NA,NA,719_0,NA,NA,1,NA,NA,NA,NA
cpsnj11_SemiBin_88.fa,67.37662615439334,NA,NA,NA,NA,NA,720_1,NA,NA,2,96.71,96.71,NA,NA
sample5_SemiBin_50.fa,57.35280976142167,NA,NA,NA,NA,NA,721_0,NA,NA,1,NA,NA,NA,NA
cpsnj03_SemiBin_35.fa,82.70526044103258,NA,NA,NA,NA,NA,722_0,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_105.fa,58.33939284040824,NA,NA,NA,NA,NA,723_0,NA,NA,1,NA,NA,NA,NA
sample23_SemiBin_25.fa,75.98045635530347,NA,NA,NA,NA,NA,724_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_16.fa,87.17439437605206,NA,NA,NA,NA,NA,725_0,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_3.fa,85.97880355195507,NA,NA,NA,NA,NA,726_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_12.fa,94.40589967966692,NA,NA,NA,NA,NA,727_1,NA,NA,2,96.90,96.90,NA,NA
sample11_SemiBin_22.fa,65.6179989185939,NA,NA,NA,NA,NA,727_2,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_163.fa,61.522441526988935,NA,NA,NA,NA,NA,728_0,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_76.fa,57.3076749790537,NA,NA,NA,NA,NA,729_0,NA,NA,1,NA,NA,NA,NA
cpsnj08_SemiBin_211.fa,20.952897657033144,NA,NA,NA,NA,NA,730_0,NA,NA,1,NA,NA,NA,NA
cpsnj10_SemiBin_140.fa,38.461620564992096,NA,NA,NA,NA,NA,731_0,NA,NA,1,NA,NA,NA,NA
sample9_SemiBin_53.fa,68.22200543518865,NA,NA,NA,NA,NA,732_0,NA,NA,1,NA,NA,NA,NA
cpsnj10_SemiBin_71.fa,64.41526123210002,NA,NA,NA,NA,NA,733_1,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_34.fa,72.51392526679652,NA,NA,NA,NA,NA,733_2,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_62.fa,71.6857111262002,NA,NA,NA,NA,NA,733_3,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_9.fa,99.09650405577298,NA,NA,NA,NA,NA,734_1,NA,NA,4,98.40,97.74,NA,NA
snj09_SemiBin_115.fa,48.875007844651016,NA,NA,NA,NA,NA,735_0,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_65.fa,76.4420185650964,NA,NA,NA,NA,NA,736_1,NA,NA,3,98.37,96.83,NA,NA
cpsnj04_SemiBin_67.fa,60.76227063373175,NA,NA,NA,NA,NA,737_0,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_78.fa,62.11512642908775,NA,NA,NA,NA,NA,738_0,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_37.fa,76.81964049581751,NA,NA,NA,NA,NA,739_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_78.fa,52.67873984562107,NA,NA,NA,NA,NA,740_0,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_121.fa,75.62754439363086,NA,NA,NA,NA,NA,741_0,NA,NA,1,NA,NA,NA,NA
cpsnj20_SemiBin_29.fa,67.92065800258769,NA,NA,NA,NA,NA,742_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_82.fa,54.47722587026183,NA,NA,NA,NA,NA,743_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_218.fa,55.45194108062432,NA,NA,NA,NA,NA,744_0,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_0.fa,99.5068750622864,NA,NA,NA,NA,NA,745_1,NA,NA,3,99.38,97.40,NA,NA
sample7_SemiBin_0.fa,101.51548929456013,NA,NA,NA,NA,NA,746_1,NA,NA,4,99.65,99.12,NA,NA
sample19_SemiBin_57.fa,76.2164252823614,NA,NA,NA,NA,NA,746_2,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_113.fa,25.182836826550236,NA,NA,NA,NA,NA,747_0,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_25.fa,52.47014394976778,NA,NA,NA,NA,NA,748_0,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_74.fa,53.6649963853619,NA,NA,NA,NA,NA,749_0,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_2.fa,82.57253467885876,NA,NA,NA,NA,NA,750_0,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_134.fa,60.111742351510834,NA,NA,NA,NA,NA,751_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_45.fa,82.45846383597774,NA,NA,NA,NA,NA,752_0,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_86.fa,52.467496421655255,NA,NA,NA,NA,NA,753_0,NA,NA,1,NA,NA,NA,NA
cpsnj02_SemiBin_3.fa,101.63656249141532,NA,NA,NA,NA,NA,754_1,NA,NA,2,98.21,98.21,NA,NA
snj01_SemiBin_73.fa,24.246226867824923,NA,NA,NA,NA,NA,754_2,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_52.fa,95.36639985271646,NA,NA,NA,NA,NA,755_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_50.fa,70.95449914202086,NA,NA,NA,NA,NA,756_0,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_1.fa,98.72503625189292,NA,NA,NA,NA,NA,757_0,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_97.fa,85.69510833092302,NA,NA,NA,NA,NA,758_1,NA,NA,9,99.27,98.23,NA,NA
snj08_SemiBin_536.fa,17.32053673588189,NA,NA,NA,NA,NA,758_2,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_1499.fa,42.63661705207247,NA,NA,NA,NA,NA,759_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_100.fa,74.26701661288072,NA,NA,NA,NA,NA,760_1,NA,NA,2,97.56,97.56,NA,NA
cpsnj09_SemiBin_26.fa,88.07261268216142,NA,NA,NA,NA,NA,761_1,NA,NA,3,98.92,96.90,NA,NA
sample23_SemiBin_0.fa,101.41363023741457,NA,NA,NA,NA,NA,762_1,NA,NA,12,99.49,95.00,NA,NA
cpsnj01_SemiBin_409.fa,10.280575984140976,NA,NA,NA,NA,NA,762_2,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_13.fa,78.64878470934617,NA,NA,NA,NA,NA,762_3,NA,NA,2,98.14,98.14,NA,NA
sample8_SemiBin_138.fa,51.437850415417714,NA,NA,NA,NA,NA,762_4,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_12.fa,82.11784672981013,NA,NA,NA,NA,NA,763_1,NA,NA,9,99.36,97.05,NA,NA
sample28_SemiBin_10.fa,71.17079652941554,NA,NA,NA,NA,NA,763_2,NA,NA,1,NA,NA,NA,NA
snj11_SemiBin_151.fa,50.17492894756265,NA,NA,NA,NA,NA,763_3,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_681.fa,24.53052313123389,NA,NA,NA,NA,NA,763_4,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_1.fa,101.84909741780154,NA,NA,NA,NA,NA,764_1,NA,NA,24,99.35,97.89,NA,NA
sample20_SemiBin_218.fa,66.99683058716604,NA,NA,NA,NA,NA,765_1,NA,NA,3,97.20,96.38,NA,NA
sample23_SemiBin_358.fa,38.11915768542288,NA,NA,NA,NA,NA,765_2,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_29.fa,76.66986289267892,NA,NA,NA,NA,NA,766_1,NA,NA,2,99.39,99.39,NA,NA
cpsnj09_SemiBin_197.fa,77.581769876195,NA,NA,NA,NA,NA,767_1,NA,NA,8,99.00,96.19,NA,NA
cpsnj13_SemiBin_185.fa,32.39944863840012,NA,NA,NA,NA,NA,767_2,NA,NA,1,NA,NA,NA,NA
cpsnj15_SemiBin_607.fa,29.489931531091973,NA,NA,NA,NA,NA,767_3,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_7.fa,91.70634045876724,NA,NA,NA,NA,NA,768_1,NA,NA,4,99.45,98.95,NA,NA
sample17_SemiBin_149.fa,57.55495783405299,NA,NA,NA,NA,NA,769_1,NA,NA,2,94.97,94.97,NA,NA
sample20_SemiBin_69.fa,82.57798575677137,NA,NA,NA,NA,NA,770_1,NA,NA,2,98.26,98.26,NA,NA
cpsnj02_SemiBin_33.fa,42.22964863546851,NA,NA,NA,NA,NA,771_0,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_2.fa,92.90556921434276,NA,NA,NA,NA,NA,772_1,NA,NA,8,98.86,97.96,NA,NA
cpsnj10_SemiBin_57.fa,60.4514467049812,NA,NA,NA,NA,NA,773_0,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_1755.fa,13.40188810874644,NA,NA,NA,NA,NA,774_0,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_1789.fa,11.812347280326104,NA,NA,NA,NA,NA,775_0,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_84.fa,77.89977584675579,NA,NA,NA,NA,NA,776_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_114.fa,47.24586426703209,NA,NA,NA,NA,NA,777_1,NA,NA,2,97.15,97.15,NA,NA
sample16_SemiBin_136.fa,79.83207306899095,NA,NA,NA,NA,NA,777_2,NA,NA,2,97.64,97.64,NA,NA
sample13_SemiBin_69.fa,56.83056799132768,NA,NA,NA,NA,NA,777_3,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_2059.fa,19.47171951791205,NA,NA,NA,NA,NA,778_0,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_223.fa,35.22094571481311,NA,NA,NA,NA,NA,779_0,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_112.fa,53.44825617701404,NA,NA,NA,NA,NA,780_1,NA,NA,1,NA,NA,NA,NA
sample5_SemiBin_92.fa,52.54871511178981,NA,NA,NA,NA,NA,780_2,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_188.fa,57.21132669529276,NA,NA,NA,NA,NA,780_3,NA,NA,1,NA,NA,NA,NA
